"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000265970 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000265970 (pp) 9606.ENSP00000428056","0.056","0.0","0.9","0.0","0.0",,"0.0","0.938","0.403"
"pp","9606.ENSP00000265970 (pp) 9606.ENSP00000357883","false","pp","9606.ENSP00000265970 (pp) 9606.ENSP00000357883","0.069","0.0","0.9","0.0","0.0",,"0.0","0.92","0.218"
"pp","9606.ENSP00000265970 (pp) 9606.ENSP00000373399","false","pp","9606.ENSP00000265970 (pp) 9606.ENSP00000373399","0.053","0.0","0.9","0.0","0.0",,"0.0","0.907","0.1"
"pp","9606.ENSP00000265970 (pp) 9606.ENSP00000376024","false","pp","9606.ENSP00000265970 (pp) 9606.ENSP00000376024","0.042","0.0","0.65","0.0","0.0",,"0.0","0.801","0.456"
"pp","9606.ENSP00000265970 (pp) 9606.ENSP00000349205","false","pp","9606.ENSP00000265970 (pp) 9606.ENSP00000349205","0.06","0.0","0.54","0.0","0.0",,"0.0","0.726","0.419"
"pp","9606.ENSP00000295797 (pp) 9606.ENSP00000360672","false","pp","9606.ENSP00000295797 (pp) 9606.ENSP00000360672","0.063","0.0","0.9","0.953","0.0",,"0.0","0.997","0.583"
"pp","9606.ENSP00000295797 (pp) 9606.ENSP00000343144","false","pp","9606.ENSP00000295797 (pp) 9606.ENSP00000343144","0.049","0.0","0.9","0.816","0.0",,"0.0","0.99","0.5"
"pp","9606.ENSP00000295797 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000295797 (pp) 9606.ENSP00000428056","0.044","0.0","0.9","0.093","0.0",,"0.0","0.919","0.186"
"pp","9606.ENSP00000295797 (pp) 9606.ENSP00000324856","false","pp","9606.ENSP00000295797 (pp) 9606.ENSP00000324856","0.0","0.0","0.9","0.095","0.0",,"0.0","0.914","0.136"
"pp","9606.ENSP00000295797 (pp) 9606.ENSP00000385751","false","pp","9606.ENSP00000295797 (pp) 9606.ENSP00000385751","0.058","0.0","0.0","0.694","0.0",,"0.0","0.796","0.35"
"pp","9606.ENSP00000367830 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000367830 (pp) 9606.ENSP00000451828","0.042","0.0","0.9","0.625","0.0",,"0.0","0.974","0.368"
"pp","9606.ENSP00000367830 (pp) 9606.ENSP00000500582","false","pp","9606.ENSP00000367830 (pp) 9606.ENSP00000500582","0.0","0.0","0.9","0.599","0.0",,"0.0","0.959","0.067"
"pp","9606.ENSP00000367830 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000367830 (pp) 9606.ENSP00000428056","0.0","0.0","0.9","0.093","0.0",,"0.0","0.933","0.327"
"pp","9606.ENSP00000367830 (pp) 9606.ENSP00000375892","false","pp","9606.ENSP00000367830 (pp) 9606.ENSP00000375892","0.0","0.0","0.9","0.292","0.0",,"0.0","0.929","0.089"
"pp","9606.ENSP00000360672 (pp) 9606.ENSP00000367830","false","pp","9606.ENSP00000360672 (pp) 9606.ENSP00000367830","0.0","0.0","0.9","0.938","0.0",,"0.0","0.999","0.916"
"pp","9606.ENSP00000360672 (pp) 9606.ENSP00000376333","false","pp","9606.ENSP00000360672 (pp) 9606.ENSP00000376333","0.098","0.0","0.0","0.928","0.0",,"0.0","0.971","0.589"
"pp","9606.ENSP00000343144 (pp) 9606.ENSP00000367830","false","pp","9606.ENSP00000343144 (pp) 9606.ENSP00000367830","0.0","0.0","0.9","0.924","0.0",,"0.0","0.999","0.882"
"pp","9606.ENSP00000343144 (pp) 9606.ENSP00000360672","false","pp","9606.ENSP00000343144 (pp) 9606.ENSP00000360672","0.044","0.061","0.9","0.624","0.0",,"0.0","0.963","0.087"
"pp","9606.ENSP00000343144 (pp) 9606.ENSP00000376333","false","pp","9606.ENSP00000343144 (pp) 9606.ENSP00000376333","0.0","0.0","0.0","0.882","0.0",,"0.0","0.935","0.472"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000295797","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000295797","0.0","0.0","0.9","0.994","0.0",,"0.0","0.999","0.728"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000367830","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000367830","0.063","0.0","0.9","0.938","0.0",,"0.0","0.999","0.94"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000376333","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000376333","0.044","0.0","0.0","0.914","0.0",,"0.0","0.95","0.45"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000360672","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000360672","0.0","0.068","0.9","0.265","0.0",,"0.0","0.929","0.093"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000343144","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000343144","0.0","0.069","0.9","0.0","0.0",,"0.0","0.908","0.097"
"pp","9606.ENSP00000219255 (pp) 9606.ENSP00000447297","false","pp","9606.ENSP00000219255 (pp) 9606.ENSP00000447297","0.0","0.0","0.5","0.356","0.0",,"0.0","0.816","0.476"
"pp","9606.ENSP00000432660 (pp) 9606.ENSP00000500409","false","pp","9606.ENSP00000432660 (pp) 9606.ENSP00000500409","0.047","0.0","0.0","0.129","0.0",,"0.0","0.75","0.724"
"pp","9606.ENSP00000219150 (pp) 9606.ENSP00000380334","false","pp","9606.ENSP00000219150 (pp) 9606.ENSP00000380334","0.456","0.0","0.0","0.0","0.0",,"0.0","0.724","0.514"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000427279","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000427279","0.794","0.062","0.4","0.0","0.0",,"0.0","0.982","0.866"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000356438","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000356438","0.767","0.0","0.0","0.0","0.0",,"0.0","0.975","0.901"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000379110","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000379110","0.804","0.0","0.4","0.0","0.0",,"0.0","0.957","0.669"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000386559","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000386559","0.043","0.0","0.0","0.0","0.0",,"0.0","0.844","0.844"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000498321","0.087","0.0","0.0","0.0","0.0",,"0.0","0.816","0.807"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000371067","0.0","0.0","0.0","0.0","0.0",,"0.0","0.758","0.758"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000358997","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000358997","0.047","0.0","0.0","0.0","0.0",,"0.0","0.726","0.725"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000451828","0.0","0.0","0.0","0.0","0.0",,"0.0","0.72","0.72"
"pp","9606.ENSP00000306512 (pp) 9606.ENSP00000480043","false","pp","9606.ENSP00000306512 (pp) 9606.ENSP00000480043","0.077","0.0","0.0","0.0","0.0",,"0.0","0.717","0.706"
"pp","9606.ENSP00000410294 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000410294 (pp) 9606.ENSP00000428056","0.042","0.0","0.65","0.416","0.0",,"0.0","0.924","0.659"
"pp","9606.ENSP00000410294 (pp) 9606.ENSP00000499900","false","pp","9606.ENSP00000410294 (pp) 9606.ENSP00000499900","0.0","0.0","0.9","0.074","0.0",,"0.0","0.913","0.145"
"pp","9606.ENSP00000410294 (pp) 9606.ENSP00000480043","false","pp","9606.ENSP00000410294 (pp) 9606.ENSP00000480043","0.043","0.0","0.65","0.042","0.0",,"0.0","0.835","0.547"
"pp","9606.ENSP00000410294 (pp) 9606.ENSP00000414303","false","pp","9606.ENSP00000410294 (pp) 9606.ENSP00000414303","0.0","0.0","0.65","0.0","0.0",,"0.0","0.827","0.525"
"pp","9606.ENSP00000357981 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000357981 (pp) 9606.ENSP00000365230","0.042","0.0","0.9","0.0","0.0",,"0.0","0.936","0.388"
"pp","9606.ENSP00000357981 (pp) 9606.ENSP00000387699","false","pp","9606.ENSP00000357981 (pp) 9606.ENSP00000387699","0.116","0.0","0.9","0.0","0.0",,"0.0","0.923","0.203"
"pp","9606.ENSP00000357981 (pp) 9606.ENSP00000360242","false","pp","9606.ENSP00000357981 (pp) 9606.ENSP00000360242","0.054","0.0","0.65","0.0","0.0",,"0.0","0.745","0.293"
"pp","9606.ENSP00000357981 (pp) 9606.ENSP00000369286","false","pp","9606.ENSP00000357981 (pp) 9606.ENSP00000369286","0.451","0.0","0.0","0.0","0.0",,"0.0","0.723","0.517"
"pp","9606.ENSP00000357981 (pp) 9606.ENSP00000483552","false","pp","9606.ENSP00000357981 (pp) 9606.ENSP00000483552","0.057","0.0","0.0","0.058","0.0",,"0.042","0.714","0.704"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000348645","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000348645","0.074","0.0","0.0","0.0","0.0",,"0.0","0.937","0.934"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000300060","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000300060","0.049","0.0","0.0","0.0","0.0",,"0.0","0.866","0.865"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000351190","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000351190","0.644","0.0","0.0","0.075","0.0",,"0.0","0.832","0.532"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000451828","0.0","0.0","0.0","0.0","0.0",,"0.0","0.795","0.795"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000315299","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000315299","0.049","0.0","0.0","0.0","0.0",,"0.0","0.792","0.79"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000356438","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000356438","0.055","0.0","0.0","0.0","0.0",,"0.0","0.772","0.769"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000386559","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000386559","0.0","0.0","0.0","0.0","0.0",,"0.0","0.771","0.771"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000296029","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000296029","0.0","0.0","0.0","0.0","0.0",,"0.0","0.766","0.766"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000385523","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000385523","0.0","0.0","0.0","0.115","0.0",,"0.0","0.751","0.73"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000341838","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000341838","0.056","0.0","0.0","0.0","0.0",,"0.0","0.748","0.744"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000314407","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000314407","0.049","0.0","0.0","0.41","0.0",,"0.0","0.732","0.561"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000423822","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000423822","0.0","0.0","0.0","0.0","0.0",,"0.0","0.723","0.723"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000373477","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000373477","0.044","0.0","0.0","0.0","0.0",,"0.0","0.716","0.715"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000487363","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000487363","0.044","0.0","0.0","0.0","0.0",,"0.0","0.716","0.715"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000355361","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000355361","0.0","0.27","0.0","0.0","0.0",,"0.0","0.711","0.621"
"pp","9606.ENSP00000295897 (pp) 9606.ENSP00000354677","false","pp","9606.ENSP00000295897 (pp) 9606.ENSP00000354677","0.0","0.0","0.0","0.0","0.0",,"0.0","0.71","0.71"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000419060","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000419060","0.0","0.063","0.9","0.88","0.0",,"0.0","0.998","0.861"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000309591","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000309591","0.072","0.0","0.9","0.088","0.0",,"0.0","0.915","0.123"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000359719","0.054","0.0","0.9","0.088","0.0",,"0.0","0.914","0.13"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000331602","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000331602","0.06","0.0","0.65","0.087","0.0",,"0.0","0.809","0.442"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000428056","0.042","0.0","0.0","0.536","0.0",,"0.0","0.795","0.576"
"pp","9606.ENSP00000290277 (pp) 9606.ENSP00000361120","false","pp","9606.ENSP00000290277 (pp) 9606.ENSP00000361120","0.049","0.0","0.0","0.0","0.0",,"0.0","0.748","0.746"
"pp","9606.ENSP00000218388 (pp) 9606.ENSP00000410294","false","pp","9606.ENSP00000218388 (pp) 9606.ENSP00000410294","0.0","0.0","0.0","0.204","0.0",,"0.0","0.773","0.727"
"pp","9606.ENSP00000218388 (pp) 9606.ENSP00000357981","false","pp","9606.ENSP00000218388 (pp) 9606.ENSP00000357981","0.1","0.0","0.0","0.0","0.0",,"0.0","0.763","0.748"
"pp","9606.ENSP00000218388 (pp) 9606.ENSP00000290277","false","pp","9606.ENSP00000218388 (pp) 9606.ENSP00000290277","0.076","0.0","0.0","0.045","0.088",,"0.0","0.714","0.687"
"pp","9606.ENSP00000319591 (pp) 9606.ENSP00000367001","false","pp","9606.ENSP00000319591 (pp) 9606.ENSP00000367001","0.109","0.0","0.0","0.098","0.0",,"0.0","0.933","0.923"
"pp","9606.ENSP00000319591 (pp) 9606.ENSP00000333496","false","pp","9606.ENSP00000319591 (pp) 9606.ENSP00000333496","0.109","0.052","0.4","0.0","0.0",,"0.0","0.932","0.882"
"pp","9606.ENSP00000319591 (pp) 9606.ENSP00000396915","false","pp","9606.ENSP00000319591 (pp) 9606.ENSP00000396915","0.084","0.0","0.0","0.292","0.0",,"0.0","0.885","0.837"
"pp","9606.ENSP00000319591 (pp) 9606.ENSP00000362566","false","pp","9606.ENSP00000319591 (pp) 9606.ENSP00000362566","0.12","0.0","0.0","0.129","0.0",,"0.0","0.743","0.692"
"pp","9606.ENSP00000319591 (pp) 9606.ENSP00000499300","false","pp","9606.ENSP00000319591 (pp) 9606.ENSP00000499300","0.076","0.0","0.0","0.0","0.0",,"0.0","0.74","0.73"
"pp","9606.ENSP00000218176 (pp) 9606.ENSP00000319591","false","pp","9606.ENSP00000218176 (pp) 9606.ENSP00000319591","0.0","0.057","0.4","0.0","0.0",,"0.0","0.761","0.612"
"pp","9606.ENSP00000309474 (pp) 9606.ENSP00000310129","false","pp","9606.ENSP00000309474 (pp) 9606.ENSP00000310129","0.956","0.0","0.72","0.999","0.0",,"0.0","0.999","0.948"
"pp","9606.ENSP00000309474 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000309474 (pp) 9606.ENSP00000362688","0.715","0.0","0.0","0.0","0.0",,"0.0","0.761","0.195"
"pp","9606.ENSP00000309474 (pp) 9606.ENSP00000350512","false","pp","9606.ENSP00000309474 (pp) 9606.ENSP00000350512","0.408","0.0","0.0","0.483","0.0",,"0.0","0.736","0.208"
"pp","9606.ENSP00000310129 (pp) 9606.ENSP00000493946","false","pp","9606.ENSP00000310129 (pp) 9606.ENSP00000493946","0.0","0.0","0.0","0.0","0.0",,"0.0","0.916","0.916"
"pp","9606.ENSP00000310129 (pp) 9606.ENSP00000362688","false","pp","9606.ENSP00000310129 (pp) 9606.ENSP00000362688","0.767","0.0","0.0","0.095","0.0",,"0.0","0.807","0.157"
"pp","9606.ENSP00000275015 (pp) 9606.ENSP00000377390","false","pp","9606.ENSP00000275015 (pp) 9606.ENSP00000377390","0.06","0.0","0.0","0.168","0.0",,"0.0","0.75","0.706"
"pp","9606.ENSP00000217958 (pp) 9606.ENSP00000309474","false","pp","9606.ENSP00000217958 (pp) 9606.ENSP00000309474","0.124","0.0","0.0","0.998","0.0",,"0.0","0.999","0.726"
"pp","9606.ENSP00000217958 (pp) 9606.ENSP00000310129","false","pp","9606.ENSP00000217958 (pp) 9606.ENSP00000310129","0.087","0.0","0.0","0.986","0.0",,"0.0","0.994","0.572"
"pp","9606.ENSP00000217958 (pp) 9606.ENSP00000257904","false","pp","9606.ENSP00000217958 (pp) 9606.ENSP00000257904","0.075","0.0","0.0","0.537","0.0",,"0.0","0.972","0.941"
"pp","9606.ENSP00000217515 (pp) 9606.ENSP00000387219","false","pp","9606.ENSP00000217515 (pp) 9606.ENSP00000387219","0.062","0.0","0.0","0.0","0.0",,"0.0","0.767","0.762"
"pp","9606.ENSP00000493900 (pp) 9606.ENSP00000496268","false","pp","9606.ENSP00000493900 (pp) 9606.ENSP00000496268","0.103","0.0","0.72","0.0","0.0",,"0.0","0.818","0.334"
"pp","9606.ENSP00000419313 (pp) 9606.ENSP00000486109","false","pp","9606.ENSP00000419313 (pp) 9606.ENSP00000486109","0.063","0.063","0.9","0.555","0.0",,"0.0","0.999","0.982"
"pp","9606.ENSP00000419313 (pp) 9606.ENSP00000459962","false","pp","9606.ENSP00000419313 (pp) 9606.ENSP00000459962","0.0","0.0","0.0","0.0","0.0",,"0.0","0.892","0.892"
"pp","9606.ENSP00000419313 (pp) 9606.ENSP00000481848","false","pp","9606.ENSP00000419313 (pp) 9606.ENSP00000481848","0.0","0.0","0.0","0.0","0.0",,"0.0","0.807","0.807"
"pp","9606.ENSP00000295619 (pp) 9606.ENSP00000303775","false","pp","9606.ENSP00000295619 (pp) 9606.ENSP00000303775","0.0","0.0","0.5","0.0","0.0",,"0.0","0.996","0.994"
"pp","9606.ENSP00000295619 (pp) 9606.ENSP00000303325","false","pp","9606.ENSP00000295619 (pp) 9606.ENSP00000303325","0.0","0.0","0.0","0.0","0.0",,"0.0","0.855","0.855"
"pp","9606.ENSP00000295619 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000295619 (pp) 9606.ENSP00000393312","0.0","0.0","0.0","0.0","0.0",,"0.0","0.788","0.788"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000428056","0.042","0.0","0.9","0.813","0.0",,"0.0","0.992","0.653"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000480043","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000480043","0.061","0.0","0.65","0.042","0.0",,"0.0","0.896","0.71"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000435412","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000435412","0.043","0.0","0.0","0.592","0.0",,"0.0","0.874","0.703"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000414303","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000414303","0.042","0.0","0.65","0.0","0.0",,"0.0","0.864","0.627"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000410294","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000410294","0.049","0.053","0.4","0.624","0.0",,"0.0","0.853","0.391"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000397297","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000397297","0.072","0.0","0.65","0.0","0.0",,"0.0","0.712","0.187"
"pp","9606.ENSP00000393312 (pp) 9606.ENSP00000469455","false","pp","9606.ENSP00000393312 (pp) 9606.ENSP00000469455","0.0","0.0","0.65","0.0","0.0",,"0.0","0.702","0.186"
"pp","9606.ENSP00000217270 (pp) 9606.ENSP00000295619","false","pp","9606.ENSP00000217270 (pp) 9606.ENSP00000295619","0.049","0.0","0.5","0.0","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000217270 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000217270 (pp) 9606.ENSP00000393312","0.0","0.0","0.0","0.0","0.0",,"0.0","0.817","0.817"
"pp","9606.ENSP00000262506 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000262506 (pp) 9606.ENSP00000419494","0.0","0.0","0.5","0.834","0.0",,"0.0","0.921","0.13"
"pp","9606.ENSP00000262506 (pp) 9606.ENSP00000328004","false","pp","9606.ENSP00000262506 (pp) 9606.ENSP00000328004","0.0","0.0","0.5","0.821","0.0",,"0.0","0.915","0.129"
"pp","9606.ENSP00000262506 (pp) 9606.ENSP00000354724","false","pp","9606.ENSP00000262506 (pp) 9606.ENSP00000354724","0.049","0.0","0.0","0.837","0.0",,"0.0","0.843","0.071"
"pp","9606.ENSP00000262506 (pp) 9606.ENSP00000365851","false","pp","9606.ENSP00000262506 (pp) 9606.ENSP00000365851","0.049","0.0","0.5","0.537","0.0",,"0.0","0.789","0.156"
"pp","9606.ENSP00000262506 (pp) 9606.ENSP00000357484","false","pp","9606.ENSP00000262506 (pp) 9606.ENSP00000357484","0.049","0.0","0.0","0.0","0.0",,"0.0","0.716","0.714"
"pp","9606.ENSP00000419494 (pp) 9606.ENSP00000437775","false","pp","9606.ENSP00000419494 (pp) 9606.ENSP00000437775","0.056","0.0","0.0","0.819","0.0",,"0.0","0.92","0.573"
"pp","9606.ENSP00000419494 (pp) 9606.ENSP00000483236","false","pp","9606.ENSP00000419494 (pp) 9606.ENSP00000483236","0.065","0.0","0.0","0.745","0.0",,"0.0","0.877","0.527"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000419494","0.047","0.062","0.4","0.781","0.0",,"0.0","0.992","0.948"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000365851","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000365851","0.06","0.0","0.5","0.827","0.0",,"0.0","0.981","0.798"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000354724","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000354724","0.049","0.0","0.0","0.798","0.0",,"0.0","0.979","0.902"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000351446","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000351446","0.0","0.0","0.0","0.628","0.0",,"0.0","0.915","0.781"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000437775","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000437775","0.0","0.0","0.0","0.78","0.0",,"0.0","0.908","0.598"
"pp","9606.ENSP00000328004 (pp) 9606.ENSP00000483236","false","pp","9606.ENSP00000328004 (pp) 9606.ENSP00000483236","0.064","0.0","0.0","0.45","0.0",,"0.0","0.763","0.578"
"pp","9606.ENSP00000365851 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000365851 (pp) 9606.ENSP00000419494","0.053","0.0","0.5","0.84","0.0",,"0.0","0.996","0.964"
"pp","9606.ENSP00000365851 (pp) 9606.ENSP00000369424","false","pp","9606.ENSP00000365851 (pp) 9606.ENSP00000369424","0.1","0.0","0.9","0.0","0.0",,"0.0","0.964","0.638"
"pp","9606.ENSP00000365851 (pp) 9606.ENSP00000381840","false","pp","9606.ENSP00000365851 (pp) 9606.ENSP00000381840","0.06","0.0","0.9","0.042","0.0",,"0.0","0.928","0.302"
"pp","9606.ENSP00000365851 (pp) 9606.ENSP00000426809","false","pp","9606.ENSP00000365851 (pp) 9606.ENSP00000426809","0.0","0.0","0.0","0.0","0.0",,"0.0","0.776","0.776"
"pp","9606.ENSP00000365851 (pp) 9606.ENSP00000396467","false","pp","9606.ENSP00000365851 (pp) 9606.ENSP00000396467","0.0","0.0","0.5","0.292","0.0",,"0.0","0.709","0.246"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000419494","0.0","0.0","0.0","0.847","0.0",,"0.0","0.987","0.92"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000365851","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000365851","0.0","0.0","0.9","0.421","0.0",,"0.0","0.979","0.68"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000381840","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000381840","0.0","0.0","0.9","0.042","0.0",,"0.0","0.941","0.437"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000362592","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000362592","0.065","0.0","0.9","0.0","0.0",,"0.0","0.928","0.292"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000369424","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000369424","0.052","0.0","0.9","0.0","0.0",,"0.0","0.926","0.283"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000437775","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000437775","0.049","0.0","0.0","0.765","0.0",,"0.0","0.838","0.335"
"pp","9606.ENSP00000354724 (pp) 9606.ENSP00000483236","false","pp","9606.ENSP00000354724 (pp) 9606.ENSP00000483236","0.108","0.0","0.0","0.729","0.0",,"0.0","0.787","0.19"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000262506","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000262506","0.074","0.05","0.9","0.908","0.0",,"0.0","0.993","0.366"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000419494","0.044","0.0","0.5","0.786","0.0",,"0.0","0.899","0.131"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000328004","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000328004","0.0","0.0","0.5","0.779","0.0",,"0.0","0.893","0.115"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000365851","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000365851","0.049","0.0","0.5","0.735","0.0",,"0.0","0.876","0.136"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000362592","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000362592","0.136","0.0","0.72","0.38","0.0",,"0.0","0.86","0.178"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000369424","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000369424","0.162","0.0","0.72","0.209","0.0",,"0.0","0.826","0.176"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000354724","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000354724","0.049","0.0","0.0","0.776","0.0",,"0.0","0.783","0.064"
"pp","9606.ENSP00000217244 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000217244 (pp) 9606.ENSP00000411532","0.064","0.0","0.0","0.657","0.0",,"0.0","0.711","0.174"
"pp","9606.ENSP00000315791 (pp) 9606.ENSP00000325377","false","pp","9606.ENSP00000315791 (pp) 9606.ENSP00000325377","0.172","0.0","0.5","0.955","0.0",,"0.0","0.998","0.914"
