"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000319370 (pp) 9606.ENSP00000363092","false","pp","9606.ENSP00000319370 (pp) 9606.ENSP00000363092","0.0","0.0","0.9","0.0","0.0",,"0.0","0.903","0.074"
"pp","9606.ENSP00000319370 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000319370 (pp) 9606.ENSP00000359719","0.0","0.0","0.9","0.0","0.0",,"0.0","0.902","0.067"
"pp","9606.ENSP00000360822 (pp) 9606.ENSP00000490107","false","pp","9606.ENSP00000360822 (pp) 9606.ENSP00000490107","0.162","0.0","0.0","0.054","0.0",,"0.0","0.755","0.716"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000382770","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000382770","0.0","0.0","0.9","0.602","0.0",,"0.0","0.984","0.636"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000481848","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000481848","0.059","0.0","0.9","0.0","0.0",,"0.0","0.982","0.83"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000274629","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000274629","0.0","0.0","0.9","0.0","0.0",,"0.0","0.951","0.533"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000476519","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000476519","0.082","0.0","0.9","0.0","0.0",,"0.0","0.937","0.378"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000407592","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000407592","0.0","0.0","0.9","0.0","0.0",,"0.0","0.935","0.382"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000363092","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000363092","0.049","0.0","0.9","0.0","0.0",,"0.0","0.914","0.174"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000319370","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000319370","0.0","0.0","0.9","0.0","0.0",,"0.0","0.913","0.173"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000359719","0.0","0.0","0.9","0.0","0.0",,"0.0","0.912","0.159"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000309591","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000309591","0.0","0.0","0.9","0.0","0.0",,"0.0","0.909","0.13"
"pp","9606.ENSP00000258111 (pp) 9606.ENSP00000360822","false","pp","9606.ENSP00000258111 (pp) 9606.ENSP00000360822","0.074","0.0","0.0","0.513","0.0",,"0.0","0.778","0.548"
"pp","9606.ENSP00000276925 (pp) 9606.ENSP00000362082","false","pp","9606.ENSP00000276925 (pp) 9606.ENSP00000362082","0.0","0.0","0.9","0.0","0.0",,"0.0","0.946","0.482"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000265734","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000265734","0.169","0.0","0.9","0.995","0.0",,"0.0","0.999","0.996"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000266970","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000266970","0.119","0.0","0.8","0.873","0.0",,"0.0","0.995","0.811"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000276925","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000276925","0.0","0.0","0.9","0.177","0.0",,"0.0","0.962","0.584"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000419782","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000419782","0.0","0.0","0.0","0.879","0.0",,"0.0","0.951","0.618"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000362082","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000362082","0.044","0.059","0.9","0.0","0.0",,"0.0","0.937","0.383"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000378699","0.108","0.0","0.0","0.587","0.0",,"0.0","0.888","0.72"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000345571","0.0","0.0","0.5","0.068","0.0",,"0.0","0.791","0.587"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000262904","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000262904","0.042","0.0","0.5","0.068","0.0",,"0.0","0.747","0.501"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000371067","0.087","0.0","0.4","0.0","0.0",,"0.0","0.711","0.515"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000361423","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000361423","0.0","0.0","0.4","0.292","0.0",,"0.0","0.71","0.373"
"pp","9606.ENSP00000261254 (pp) 9606.ENSP00000368686","false","pp","9606.ENSP00000261254 (pp) 9606.ENSP00000368686","0.0","0.0","0.5","0.068","0.0",,"0.0","0.7","0.409"
"pp","9606.ENSP00000262904 (pp) 9606.ENSP00000266970","false","pp","9606.ENSP00000262904 (pp) 9606.ENSP00000266970","0.083","0.0","0.9","0.091","0.0",,"0.0","0.973","0.721"
"pp","9606.ENSP00000262904 (pp) 9606.ENSP00000265734","false","pp","9606.ENSP00000262904 (pp) 9606.ENSP00000265734","0.067","0.0","0.5","0.091","0.0",,"0.0","0.832","0.65"
"pp","9606.ENSP00000262904 (pp) 9606.ENSP00000362082","false","pp","9606.ENSP00000262904 (pp) 9606.ENSP00000362082","0.0","0.0","0.5","0.068","0.0",,"0.0","0.735","0.477"
"pp","9606.ENSP00000262904 (pp) 9606.ENSP00000419494","false","pp","9606.ENSP00000262904 (pp) 9606.ENSP00000419494","0.084","0.0","0.0","0.292","0.0",,"0.0","0.715","0.596"
"pp","9606.ENSP00000362690 (pp) 9606.ENSP00000399968","false","pp","9606.ENSP00000362690 (pp) 9606.ENSP00000399968","0.0","0.0","0.0","0.905","0.0",,"0.0","0.951","0.503"
"pp","9606.ENSP00000362690 (pp) 9606.ENSP00000379683","false","pp","9606.ENSP00000362690 (pp) 9606.ENSP00000379683","0.044","0.0","0.0","0.046","0.0",,"0.0","0.835","0.833"
"pp","9606.ENSP00000362690 (pp) 9606.ENSP00000369017","false","pp","9606.ENSP00000362690 (pp) 9606.ENSP00000369017","0.044","0.0","0.0","0.0","0.0",,"0.0","0.775","0.775"
"pp","9606.ENSP00000362690 (pp) 9606.ENSP00000384092","false","pp","9606.ENSP00000362690 (pp) 9606.ENSP00000384092","0.117","0.0","0.0","0.0","0.0",,"0.0","0.735","0.712"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000339479","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000339479","0.047","0.0","0.9","0.0","0.0",,"0.0","0.967","0.687"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000322524","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000322524","0.06","0.0","0.9","0.0","0.0",,"0.0","0.934","0.355"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000345502","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000345502","0.0","0.0","0.9","0.0","0.0",,"0.0","0.932","0.349"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000334910","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000334910","0.0","0.0","0.9","0.0","0.0",,"0.0","0.909","0.132"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000342637","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000342637","0.044","0.0","0.9","0.0","0.0",,"0.0","0.909","0.128"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000379496","0.0","0.0","0.9","0.0","0.0",,"0.0","0.906","0.101"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000410309","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000410309","0.0","0.0","0.9","0.0","0.0",,"0.0","0.906","0.101"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000370078","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000370078","0.0","0.0","0.9","0.0","0.0",,"0.0","0.904","0.081"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000355847","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000355847","0.0","0.0","0.9","0.0","0.0",,"0.0","0.902","0.063"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000499129","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000499129","0.093","0.0","0.0","0.0","0.0",,"0.0","0.781","0.769"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000353770","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000353770","0.318","0.0","0.0","0.0","0.0",,"0.0","0.769","0.675"
"pp","9606.ENSP00000286648 (pp) 9606.ENSP00000365413","false","pp","9606.ENSP00000286648 (pp) 9606.ENSP00000365413","0.055","0.0","0.0","0.0","0.0",,"0.0","0.704","0.7"
"pp","9606.ENSP00000299697 (pp) 9606.ENSP00000370376","false","pp","9606.ENSP00000299697 (pp) 9606.ENSP00000370376","0.142","0.0","0.9","0.0","0.0",,"0.0","0.955","0.518"
"pp","9606.ENSP00000299697 (pp) 9606.ENSP00000339479","false","pp","9606.ENSP00000299697 (pp) 9606.ENSP00000339479","0.0","0.0","0.9","0.0","0.0",,"0.0","0.911","0.154"
"pp","9606.ENSP00000264093 (pp) 9606.ENSP00000355689","false","pp","9606.ENSP00000264093 (pp) 9606.ENSP00000355689","0.099","0.0","0.9","0.0","0.0",,"0.0","0.932","0.315"
"pp","9606.ENSP00000264093 (pp) 9606.ENSP00000339479","false","pp","9606.ENSP00000264093 (pp) 9606.ENSP00000339479","0.047","0.0","0.9","0.0","0.0",,"0.0","0.926","0.288"
"pp","9606.ENSP00000264093 (pp) 9606.ENSP00000499129","false","pp","9606.ENSP00000264093 (pp) 9606.ENSP00000499129","0.1","0.0","0.0","0.0","0.0",,"0.0","0.703","0.684"
"pp","9606.ENSP00000322524 (pp) 9606.ENSP00000353770","false","pp","9606.ENSP00000322524 (pp) 9606.ENSP00000353770","0.128","0.0","0.9","0.047","0.0",,"0.0","0.922","0.175"
"pp","9606.ENSP00000322524 (pp) 9606.ENSP00000339479","false","pp","9606.ENSP00000322524 (pp) 9606.ENSP00000339479","0.042","0.0","0.9","0.0","0.0",,"0.0","0.909","0.135"
"pp","9606.ENSP00000370376 (pp) 9606.ENSP00000385523","false","pp","9606.ENSP00000370376 (pp) 9606.ENSP00000385523","0.052","0.0","0.0","0.095","0.0",,"0.0","0.791","0.777"
"pp","9606.ENSP00000305988 (pp) 9606.ENSP00000407822","false","pp","9606.ENSP00000305988 (pp) 9606.ENSP00000407822","0.0","0.0","0.0","0.061","0.0",,"0.0","0.806","0.801"
"pp","9606.ENSP00000305988 (pp) 9606.ENSP00000426809","false","pp","9606.ENSP00000305988 (pp) 9606.ENSP00000426809","0.0","0.0","0.0","0.0","0.0",,"0.0","0.772","0.772"
"pp","9606.ENSP00000360502 (pp) 9606.ENSP00000384264","false","pp","9606.ENSP00000360502 (pp) 9606.ENSP00000384264","0.073","0.0","0.0","0.071","0.0",,"0.0","0.703","0.683"
"pp","9606.ENSP00000355847 (pp) 9606.ENSP00000359719","false","pp","9606.ENSP00000355847 (pp) 9606.ENSP00000359719","0.078","0.0","0.65","0.107","0.0",,"0.0","0.789","0.354"
"pp","9606.ENSP00000355847 (pp) 9606.ENSP00000357669","false","pp","9606.ENSP00000355847 (pp) 9606.ENSP00000357669","0.055","0.0","0.681","0.126","0.0",,"0.0","0.755","0.18"
"pp","9606.ENSP00000355847 (pp) 9606.ENSP00000370078","false","pp","9606.ENSP00000355847 (pp) 9606.ENSP00000370078","0.0","0.0","0.4","0.071","0.0",,"0.0","0.742","0.575"
"pp","9606.ENSP00000257700 (pp) 9606.ENSP00000478479","false","pp","9606.ENSP00000257700 (pp) 9606.ENSP00000478479","0.049","0.0","0.0","0.095","0.0",,"0.0","0.935","0.93"
"pp","9606.ENSP00000445162 (pp) 9606.ENSP00000452454","false","pp","9606.ENSP00000445162 (pp) 9606.ENSP00000452454","0.067","0.0","0.9","0.896","0.0",,"0.0","0.989","0.0"
"pp","9606.ENSP00000445162 (pp) 9606.ENSP00000462980","false","pp","9606.ENSP00000445162 (pp) 9606.ENSP00000462980","0.044","0.0","0.72","0.0","0.0",,"0.0","0.741","0.113"
"pp","9606.ENSP00000410561 (pp) 9606.ENSP00000419782","false","pp","9606.ENSP00000410561 (pp) 9606.ENSP00000419782","0.0","0.056","0.0","0.774","0.0",,"0.0","0.787","0.083"
"pp","9606.ENSP00000261211 (pp) 9606.ENSP00000369390","false","pp","9606.ENSP00000261211 (pp) 9606.ENSP00000369390","0.0","0.058","0.0","0.701","0.0",,"0.0","0.72","0.088"
"pp","9606.ENSP00000256925 (pp) 9606.ENSP00000419782","false","pp","9606.ENSP00000256925 (pp) 9606.ENSP00000419782","0.0","0.0","0.5","0.843","0.0",,"0.0","0.969","0.639"
"pp","9606.ENSP00000256925 (pp) 9606.ENSP00000410561","false","pp","9606.ENSP00000256925 (pp) 9606.ENSP00000410561","0.053","0.0","0.0","0.0","0.0",,"0.0","0.945","0.944"
"pp","9606.ENSP00000256925 (pp) 9606.ENSP00000266970","false","pp","9606.ENSP00000256925 (pp) 9606.ENSP00000266970","0.059","0.0","0.8","0.0","0.0",,"0.0","0.899","0.508"
"pp","9606.ENSP00000256925 (pp) 9606.ENSP00000261211","false","pp","9606.ENSP00000256925 (pp) 9606.ENSP00000261211","0.069","0.0","0.0","0.0","0.0",,"0.0","0.885","0.882"
"pp","9606.ENSP00000256925 (pp) 9606.ENSP00000423665","false","pp","9606.ENSP00000256925 (pp) 9606.ENSP00000423665","0.086","0.0","0.0","0.0","0.0",,"0.0","0.765","0.753"
"pp","9606.ENSP00000256857 (pp) 9606.ENSP00000295619","false","pp","9606.ENSP00000256857 (pp) 9606.ENSP00000295619","0.0","0.0","0.4","0.0","0.0",,"0.0","0.714","0.544"
"pp","9606.ENSP00000284818 (pp) 9606.ENSP00000498321","false","pp","9606.ENSP00000284818 (pp) 9606.ENSP00000498321","0.148","0.0","0.9","0.0","0.0",,"0.0","0.999","0.992"
"pp","9606.ENSP00000284818 (pp) 9606.ENSP00000358997","false","pp","9606.ENSP00000284818 (pp) 9606.ENSP00000358997","0.086","0.0","0.0","0.0","0.0",,"0.0","0.861","0.855"
"pp","9606.ENSP00000284818 (pp) 9606.ENSP00000358335","false","pp","9606.ENSP00000284818 (pp) 9606.ENSP00000358335","0.064","0.0","0.5","0.0","0.0",,"0.0","0.707","0.425"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000378699","0.107","0.0","0.0","0.858","0.0",,"0.0","0.949","0.634"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000419782","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000419782","0.044","0.0","0.0","0.84","0.0",,"0.0","0.898","0.389"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000369390","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000369390","0.107","0.0","0.0","0.449","0.0",,"0.0","0.869","0.755"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000451828","0.099","0.0","0.0","0.0","0.0",,"0.0","0.761","0.745"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000482841","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000482841","0.056","0.0","0.0","0.425","0.0",,"0.0","0.742","0.563"
"pp","9606.ENSP00000362082 (pp) 9606.ENSP00000368686","false","pp","9606.ENSP00000362082 (pp) 9606.ENSP00000368686","0.056","0.0","0.5","0.068","0.0",,"0.0","0.711","0.421"
"pp","9606.ENSP00000310928 (pp) 9606.ENSP00000419692","false","pp","9606.ENSP00000310928 (pp) 9606.ENSP00000419692","0.049","0.0","0.9","0.761","0.0",,"0.0","0.995","0.838"
"pp","9606.ENSP00000310928 (pp) 9606.ENSP00000363817","false","pp","9606.ENSP00000310928 (pp) 9606.ENSP00000363817","0.062","0.0","0.8","0.398","0.0",,"0.0","0.948","0.595"
"pp","9606.ENSP00000310928 (pp) 9606.ENSP00000352900","false","pp","9606.ENSP00000310928 (pp) 9606.ENSP00000352900","0.0","0.0","0.8","0.363","0.0",,"0.0","0.891","0.215"
"pp","9606.ENSP00000310928 (pp) 9606.ENSP00000385523","false","pp","9606.ENSP00000310928 (pp) 9606.ENSP00000385523","0.0","0.047","0.0","0.0","0.0",,"0.0","0.887","0.887"
"pp","9606.ENSP00000310928 (pp) 9606.ENSP00000356562","false","pp","9606.ENSP00000310928 (pp) 9606.ENSP00000356562","0.0","0.0","0.0","0.0","0.0",,"0.0","0.748","0.748"
"pp","9606.ENSP00000294742 (pp) 9606.ENSP00000481038","false","pp","9606.ENSP00000294742 (pp) 9606.ENSP00000481038","0.185","0.0","0.65","0.0","0.0",,"0.0","0.771","0.261"
"pp","9606.ENSP00000294742 (pp) 9606.ENSP00000365312","false","pp","9606.ENSP00000294742 (pp) 9606.ENSP00000365312","0.12","0.0","0.65","0.0","0.0",,"0.0","0.747","0.246"
"pp","9606.ENSP00000299335 (pp) 9606.ENSP00000306425","false","pp","9606.ENSP00000299335 (pp) 9606.ENSP00000306425","0.171","0.0","0.0","0.0","0.0",,"0.0","0.768","0.732"
"pp","9606.ENSP00000255390 (pp) 9606.ENSP00000299335","false","pp","9606.ENSP00000255390 (pp) 9606.ENSP00000299335","0.476","0.0","0.0","0.125","0.0",,"0.12","0.961","0.915"
"pp","9606.ENSP00000255390 (pp) 9606.ENSP00000385990","false","pp","9606.ENSP00000255390 (pp) 9606.ENSP00000385990","0.099","0.0","0.0","0.0","0.0",,"0.0","0.755","0.74"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000377814","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000377814","0.126","0.0","0.913","0.0","0.0",,"0.059","0.942","0.277"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000360502","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000360502","0.103","0.0","0.9","0.046","0.0",,"0.0","0.931","0.297"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000420295","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000420295","0.103","0.0","0.9","0.046","0.0",,"0.0","0.913","0.113"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000355847","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000355847","0.068","0.0","0.9","0.046","0.0",,"0.0","0.906","0.074"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000379496","0.0","0.0","0.9","0.0","0.0",,"0.0","0.9","0.0"
"pp","9606.ENSP00000355689 (pp) 9606.ENSP00000410309","false","pp","9606.ENSP00000355689 (pp) 9606.ENSP00000410309","0.0","0.0","0.9","0.0","0.0",,"0.0","0.9","0.0"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000355847","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000355847","0.055","0.0","0.69","0.126","0.0",,"0.0","0.83","0.415"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000420295","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000420295","0.055","0.0","0.697","0.126","0.0",,"0.0","0.797","0.286"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000360502","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000360502","0.057","0.0","0.697","0.126","0.0",,"0.0","0.776","0.209"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000286063","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000286063","0.056","0.0","0.69","0.126","0.0",,"0.0","0.775","0.222"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000334910","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000334910","0.055","0.0","0.69","0.126","0.0",,"0.0","0.772","0.212"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000410309","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000410309","0.0","0.0","0.65","0.0","0.0",,"0.0","0.743","0.298"
"pp","9606.ENSP00000261170 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000261170 (pp) 9606.ENSP00000379496","0.0","0.0","0.65","0.0","0.0",,"0.0","0.742","0.293"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000365663","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000365663","0.0","0.0","0.9","0.847","0.0",,"0.0","0.999","0.995"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000365651","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000365651","0.0","0.0","0.0","0.625","0.0",,"0.0","0.978","0.946"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000357669","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000357669","0.047","0.06","0.9","0.0","0.0",,"0.0","0.949","0.504"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000420295","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000420295","0.055","0.0","0.697","0.126","0.0",,"0.0","0.783","0.236"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000360502","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000360502","0.055","0.0","0.697","0.126","0.0",,"0.0","0.76","0.155"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000355847","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000355847","0.055","0.0","0.681","0.126","0.0",,"0.0","0.752","0.171"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000410309","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000410309","0.067","0.0","0.65","0.0","0.0",,"0.0","0.741","0.271"
"pp","9606.ENSP00000341083 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000341083 (pp) 9606.ENSP00000379496","0.074","0.0","0.65","0.0","0.0",,"0.0","0.731","0.238"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000365663","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000365663","0.042","0.0","0.9","0.884","0.0",,"0.0","0.999","0.999"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000365651","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000365651","0.043","0.0","0.9","0.51","0.0",,"0.0","0.999","0.996"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000384092","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000384092","0.043","0.0","0.9","0.0","0.0",,"0.0","0.914","0.183"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000363092","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000363092","0.067","0.0","0.0","0.328","0.0",,"0.046","0.794","0.697"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000420295","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000420295","0.055","0.0","0.694","0.126","0.0",,"0.0","0.77","0.198"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000410309","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000410309","0.042","0.0","0.65","0.0","0.0",,"0.0","0.745","0.3"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000360502","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000360502","0.055","0.0","0.694","0.126","0.0",,"0.0","0.743","0.102"
"pp","9606.ENSP00000357669 (pp) 9606.ENSP00000379496","false","pp","9606.ENSP00000357669 (pp) 9606.ENSP00000379496","0.0","0.0","0.65","0.0","0.0",,"0.0","0.72","0.234"
"pp","9606.ENSP00000272602 (pp) 9606.ENSP00000360502","false","pp","9606.ENSP00000272602 (pp) 9606.ENSP00000360502","0.087","0.0","0.0","0.071","0.0",,"0.0","0.976","0.975"
"pp","9606.ENSP00000303147 (pp) 9606.ENSP00000472474","false","pp","9606.ENSP00000303147 (pp) 9606.ENSP00000472474","0.042","0.0","0.9","0.0","0.0",,"0.0","0.907","0.114"
"pp","9606.ENSP00000303147 (pp) 9606.ENSP00000405068","false","pp","9606.ENSP00000303147 (pp) 9606.ENSP00000405068","0.054","0.0","0.0","0.0","0.0",,"0.0","0.83","0.828"
"pp","9606.ENSP00000255192 (pp) 9606.ENSP00000303147","false","pp","9606.ENSP00000255192 (pp) 9606.ENSP00000303147","0.085","0.0","0.942","0.0","0.0",,"0.1","0.973","0.503"
"pp","9606.ENSP00000255192 (pp) 9606.ENSP00000472474","false","pp","9606.ENSP00000255192 (pp) 9606.ENSP00000472474","0.0","0.0","0.9","0.0","0.0",,"0.0","0.904","0.081"
"pp","9606.ENSP00000255082 (pp) 9606.ENSP00000384296","false","pp","9606.ENSP00000255082 (pp) 9606.ENSP00000384296","0.061","0.0","0.0","0.0","0.0",,"0.0","0.796","0.792"
"pp","9606.ENSP00000255082 (pp) 9606.ENSP00000263080","false","pp","9606.ENSP00000255082 (pp) 9606.ENSP00000263080","0.0","0.075","0.0","0.65","0.0",,"0.0","0.795","0.417"
"pp","9606.ENSP00000254799 (pp) 9606.ENSP00000346103","false","pp","9606.ENSP00000254799 (pp) 9606.ENSP00000346103","0.0","0.0","0.0","0.0","0.0",,"0.0","0.964","0.964"
"pp","9606.ENSP00000254799 (pp) 9606.ENSP00000385990","false","pp","9606.ENSP00000254799 (pp) 9606.ENSP00000385990","0.097","0.0","0.0","0.253","0.0",,"0.0","0.825","0.762"
"pp","9606.ENSP00000367848 (pp) 9606.ENSP00000402861","false","pp","9606.ENSP00000367848 (pp) 9606.ENSP00000402861","0.072","0.0","0.9","0.0","0.0",,"0.0","0.916","0.167"
"pp","9606.ENSP00000367848 (pp) 9606.ENSP00000396915","false","pp","9606.ENSP00000367848 (pp) 9606.ENSP00000396915","0.138","0.0","0.0","0.0","0.0",,"0.0","0.786","0.762"
"pp","9606.ENSP00000382953 (pp) 9606.ENSP00000402861","false","pp","9606.ENSP00000382953 (pp) 9606.ENSP00000402861","0.0","0.0","0.9","0.0","0.0",,"0.0","0.91","0.139"
"pp","9606.ENSP00000358921 (pp) 9606.ENSP00000393392","false","pp","9606.ENSP00000358921 (pp) 9606.ENSP00000393392","0.0","0.0","0.0","0.186","0.0",,"0.0","0.722","0.673"
"pp","9606.ENSP00000289228 (pp) 9606.ENSP00000393392","false","pp","9606.ENSP00000289228 (pp) 9606.ENSP00000393392","0.0","0.0","0.0","0.186","0.0",,"0.0","0.758","0.715"
"pp","9606.ENSP00000258198 (pp) 9606.ENSP00000380308","false","pp","9606.ENSP00000258198 (pp) 9606.ENSP00000380308","0.254","0.206","0.9","0.991","0.0",,"0.0","0.999","0.775"
"pp","9606.ENSP00000258198 (pp) 9606.ENSP00000273130","false","pp","9606.ENSP00000258198 (pp) 9606.ENSP00000273130","0.138","0.057","0.9","0.838","0.0",,"0.0","0.995","0.732"
"pp","9606.ENSP00000258198 (pp) 9606.ENSP00000320130","false","pp","9606.ENSP00000258198 (pp) 9606.ENSP00000320130","0.0","0.0","0.9","0.803","0.0",,"0.0","0.995","0.778"
"pp","9606.ENSP00000258198 (pp) 9606.ENSP00000358921","false","pp","9606.ENSP00000258198 (pp) 9606.ENSP00000358921","0.139","0.0","0.5","0.92","0.0",,"0.0","0.97","0.23"
