"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","HGNC","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","source","Stress","target","TopologicalCoefficient"
"3.5939334637964775","0.0077308011547217535","0.2782466648516199","0.1523809523809524","15","7","RPL23","false","9349","15.733333333333333","0","15","0","0.9423570341378561","false","0","9349","RL23_HUMAN","50320","RL23_HUMAN","0.10355555555555555"
"4.382583170254403","1.7689396423639287E-4","0.2281759321277071","0.0","2","8","ZEB1","false","6935","14.5","0","2","0","0.9248314851054577","false","0","6935","ZEB1_HUMAN","1010","ZEB1_HUMAN","0.5"
"4.953033268101761","0.0","0.20189648360331885","0.0","1","9","MCF2","false","4168","4.0","0","1","0","0.9121548162644053","false","0","4168","MCF2_HUMAN","0","MCF2_HUMAN","0.0"
"3.9608610567514675","0.001505823175902737","0.25247035573122534","0.0","4","8","SSBP1","false","6742","22.75","0","4","0","0.9342030876277452","false","0","6742","SSBP_HUMAN","8168","SSBP_HUMAN","0.30633802816901406"
"3.9765166340508804","0.001663052933577074","0.2514763779527559","0.0","6","8","PSMA5","false","5686","14.5","0","6","0","0.9338551859099804","false","0","5686","PSA5_HUMAN","14292","PSA5_HUMAN","0.2076923076923077"
"4.302348336594912","1.9346993421981583E-4","0.23243120309301796","0.0","2","9","MYL3","false","4634","23.0","0","2","0","0.926614481409002","false","0","4634","MYL3_HUMAN","2482",,"0.5365853658536586"
"4.911937377690802","0.002386012734409305","0.20358565737051793","0.0","2","9","HOXA1","false","3198","6.0","0","2","0","0.9130680582735377","false","0","3198","HXA1_HUMAN","10072","HXA1_HUMAN","0.5"
"5.025440313111546","0.001575696788026485","0.19898753894080995","0.0","3","8","BUB1","false","699","2.6666666666666665","0","3","0","0.9105457708197434","false","0","699","BUB1_HUMAN","5732","BUB1_HUMAN","0.3333333333333333"
"4.605675146771037","0.0","0.21712343318461866","0.0","1","8","TIMP2","false","7077","11.0","0","1","0","0.9198738856273103","false","0","7077","TIMP2_HUMAN","0","TIMP2_HUMAN","0.0"
"3.286692759295499","0.05897778496188081","0.30425721941053885","0.026713124274099883","42","7","COPS5","false","10987","8.261904761904763","0","42","0","0.949184605348989","false","0","10987","CSN5_HUMAN","301116","CSN5_HUMAN","0.038425271098538424"
"4.811154598825832","0.0026778382748838076","0.20785031523286557","0.0","3","8","NLK","false","51701","7.0","0","3","0","0.9153076755816483","false","0","51701","NLK_HUMAN","9656","NLK_HUMAN","0.3333333333333333"
"5.040117416829745","1.4752887661059816E-5","0.19840807610172784","0.0","2","9","LIN9","false","286826","9.5","0","2","0","0.9102196129593391","false","0","286826","LIN9_HUMAN","152","LIN9_HUMAN","0.6538461538461539"
"3.923679060665362","0.014187950879748642","0.25486284289276806","0.0","7","7","NR2F2","false","7026","11.428571428571429","0","7","0","0.9350293542074364","false","0","7026","COT2_HUMAN","70992","COT2_HUMAN","0.15565031982942432"
"5.9412915851272015","3.545516286639608E-4","0.16831357048748352","0.0","2","10","BMPR1B","false","658","3.5","0","2","0","0.8901935203305066","false","0","658","BMR1B_HUMAN","928","BMR1B_HUMAN","0.5"
"7.066536203522505","0.0","0.14151204652450844","0.0","1","11","POTEE","false","445582","2.0","0","1","0","0.8651880843661666","false","0","445582",,"0","POTEE_HUMAN","0.0"
"4.546966731898239","7.156762149080424E-4","0.2199268345168926","0.0","3","9","WDR20","false","91833","5.0","0","3","0","0.9211785170689281","false","0","91833","WDR20_HUMAN","2588","WDR20_HUMAN","0.3333333333333333"
"3.588062622309198","0.006212974759056768","0.2787019361876193","0.23076923076923078","14","7","TSC1","false","7248","14.785714285714286","0","14","0","0.9424874972820179","false","0","7248","TSC1_HUMAN","42914","TSC1_HUMAN","0.12393162393162394"
"3.255381604696673","0.037464379511673765","0.3071836489329727","0.06878306878306878","28","7","AKT1","false","207","14.035714285714286","0","28","0","0.9498804087845184","false","0","207","AKT1_HUMAN","235768","AKT1_HUMAN","0.06472166331321261"
"4.241682974559687","5.719629474099366E-4","0.23575547866205304","0.0","3","8","RABL6","false","55684","12.0","0","3","0","0.9279626005653403","false","0","55684","RBEL1_HUMAN,RABL6_HUMAN","2932","RBEL1_HUMAN,RABL6_HUMAN","0.34375"
"4.4412915851272015","4.7899730111599186E-5","0.22515972681207316","0.6666666666666666","3","8","TXNL1","false","9352","10.0","0","3","0","0.9235268536638399","false","0","9352","TXNL1_HUMAN","532","TXNL1_HUMAN","0.4166666666666667"
"5.365949119373777","0.0035218946666773993","0.1863603209336251","0.0","3","9","BDKRB2","false","624","2.0","0","3","0","0.9029789084583604","false","0","624","BKRB2_HUMAN","16574","BKRB2_HUMAN","0.3333333333333333"
"4.85518590998043","0.006204039249988407","0.2059653365578396","0.0","3","9","GNL3L","false","54552","8.333333333333334","0","3","0","0.914329202000435","false","0","54552","GNL3L_HUMAN","26772","GNL3L_HUMAN","0.3492063492063492"
"4.182974559686889","0.0029670377181836402","0.23906432748538012","0.0","2","8","SORBS3","false","10174","20.0","0","2","0","0.929267232006958","false","0","10174","VINEX_HUMAN","15178","VINEX_HUMAN","0.5"
"6.02348336594912","0.0","0.16601689408706952","0.0","1","10","BTN2A2","false","10385","4.0","0","1","0","0.8883670363122418","false","0","10385",,"0","BT2A2_HUMAN","0.0"
