input	symbol	entrez_id	name	status
CCR7	CCR7	1236	C-C motif chemokine receptor 7	ok
GPR183	GPR183	1880	G protein-coupled receptor 183	ok
ADCYAP1R1	ADCYAP1R1	117	ADCYAP receptor type I	ok
GPR87	GPR87	53836	G protein-coupled receptor 87	ok
OR13C5	OR13C5	138799	olfactory receptor family 13 subfamily C member 5	ok
ACKR2	ACKR2	1238	atypical chemokine receptor 2	ok
PTGFR	PTGFR	5737	prostaglandin F receptor	ok
EDNRB	EDNRB	1910	endothelin receptor type B	ok
MRGPRX3	MRGPRX3	117195	MAS related GPR family member X3	ok
CXCR3	CXCR3	2833	C-X-C motif chemokine receptor 3	ok
QRFPR	QRFPR	84109	pyroglutamylated RFamide peptide receptor	ok
C5AR2	C5AR2	27202	complement C5a receptor 2	ok
GPR82	GPR82	27197	G protein-coupled receptor 82	ok
OR4F15	OR4F15	390649	olfactory receptor family 4 subfamily F member 15	ok
BDKRB2	BDKRB2	624	bradykinin receptor B2	ok
GRPR	GRPR	2925	gastrin releasing peptide receptor	ok
LPAR5	LPAR5	57121	lysophosphatidic acid receptor 5	ok
NMBR	NMBR	4829	neuromedin B receptor	ok
SSTR4	SSTR4	6754	somatostatin receptor 4	ok
F2RL2	F2RL2	2151	coagulation factor II thrombin receptor like 2	ok
GPR171	GPR171	29909	G protein-coupled receptor 171	ok
CCRL2	CCRL2	9034	C-C motif chemokine receptor like 2	ok
LTB4R2	LTB4R2	56413	leukotriene B4 receptor 2	ok
ACKR3	ACKR3	57007	atypical chemokine receptor 3	ok
ACKR4	ACKR4	51554	atypical chemokine receptor 4	ok
CCR5	CCR5	1234	C-C motif chemokine receptor 5	ok
NPY1R	NPY1R	4886	neuropeptide Y receptor Y1	ok
AVPR2	AVPR2	554	arginine vasopressin receptor 2	ok
HCAR3	HCAR3	8843	hydroxycarboxylic acid receptor 3	ok
UTS2R	UTS2R	2837	urotensin 2 receptor	ok
AVPR1A	AVPR1A	552	arginine vasopressin receptor 1A	ok
FPR2	FPR2	2358	formyl peptide receptor 2	ok
GPR83	GPR83	10888	G protein-coupled receptor 83	ok
CCR6	CCR6	1235	C-C motif chemokine receptor 6	ok
OR2A1	OR2A1	346528	olfactory receptor family 2 subfamily A member 1	ok
P2RY10	P2RY10	27334	P2Y receptor family member 10	ok
CCR9	ACKR2	1238	atypical chemokine receptor 2	ok
CCR9	CCR9	10803	C-C motif chemokine receptor 9	ok
OR2A7	OR2A4	79541	olfactory receptor family 2 subfamily A member 4	ok
OR2A7	OR2A7	401427	olfactory receptor family 2 subfamily A member 7	ok
TRHR	TRHR	7201	thyrotropin releasing hormone receptor	ok
C5AR1	C5AR1	728	complement C5a receptor 1	ok
CXCR2	CXCR2	3579	C-X-C motif chemokine receptor 2	ok
SSTR1	SSTR1	6751	somatostatin receptor 1	ok
CX3CR1	CX3CR1	1524	C-X3-C motif chemokine receptor 1	ok
SSTR2	SSTR2	6752	somatostatin receptor 2	ok
OR2M3	OR2M3	127062	olfactory receptor family 2 subfamily M member 3	ok
P2RY2	P2RY2	5029	purinergic receptor P2Y2	ok
OR51M1	OR51M1	390059	olfactory receptor family 51 subfamily M member 1	ok
NPBWR2	NPBWR2	2832	neuropeptides B and W receptor 2	ok
BRS3	BRS3	680	bombesin receptor subtype 3	ok
CXCR1	CXCR1	3577	C-X-C motif chemokine receptor 1	ok
PROKR1	PROKR1	10887	prokineticin receptor 1	ok
KISS1R	KISS1R	84634	KISS1 receptor	ok
CCR1	CCR1	1230	C-C motif chemokine receptor 1	ok
GPR55	GPR55	9290	G protein-coupled receptor 55	ok
GPR139	GPR139	124274	G protein-coupled receptor 139	ok
MCHR2	MCHR2	84539	melanin concentrating hormone receptor 2	ok
EDNRA	EDNRA	1909	endothelin receptor type A	ok
TAS2R19	TAS2R19	259294	taste 2 receptor member 19	ok
BDKRB1	BDKRB1	623	bradykinin receptor B1	ok
GPR39	GPR39	2863	G protein-coupled receptor 39	ok
P2RY12	P2RY12	64805	purinergic receptor P2Y12	ok
PROKR2	PROKR2	128674	prokineticin receptor 2	ok
FPR1	FPR1	2357	formyl peptide receptor 1	ok
OPRL1	OPRL1	4987	opioid related nociceptin receptor 1	ok
GALR3	GALR3	8484	galanin receptor 3	ok
PTGDR2	PTGDR2	11251	prostaglandin D2 receptor 2	ok
CXCR6	CXCR6	10663	C-X-C motif chemokine receptor 6	ok
NPBWR1	NPBWR1	2831	neuropeptides B and W receptor 1	ok
OR12D2	OR12D2	26529	olfactory receptor family 12 subfamily D member 2	ok
OR2AE1	OR2AE1	81392	olfactory receptor family 2 subfamily AE member 1	ok
MCHR1	MCHR1	2847	melanin concentrating hormone receptor 1	ok
F2RL1	F2RL1	2150	F2R like trypsin receptor 1	ok
GALR1	GALR1	2587	galanin receptor 1	ok
SUCNR1	SUCNR1	56670	succinate receptor 1	ok
OR2C3	OR2C3	81472	olfactory receptor family 2 subfamily C member 3	ok
SSTR5	SSTR5	6755	somatostatin receptor 5	ok
NMUR2	NMUR2	56923	neuromedin U receptor 2	ok
PRLHR	PRLHR	2834	prolactin releasing hormone receptor	ok
CMKLR1	CMKLR1	1240	chemerin chemokine-like receptor 1	ok
CCR10	ACKR4	51554	atypical chemokine receptor 4	ok
CCR10	ACKR2	1238	atypical chemokine receptor 2	ok
CCR10	CCR10	2826	C-C motif chemokine receptor 10	ok
AGTR1	AGTR1	185	angiotensin II receptor type 1	ok
F2RL3	F2RL3	9002	F2R like thrombin or trypsin receptor 3	ok
APLNR	APLNR	187	apelin receptor	ok
OR10H5	OR10H5	284433	olfactory receptor family 10 subfamily H member 5	ok
GALR2	GALR2	8811	galanin receptor 2	ok
MRGPRD	MRGPRD	116512	MAS related GPR family member D	ok
ACKR1	ACKR1	2532	atypical chemokine receptor 1 (Duffy blood group)	ok
OR51E2	OR51E2	81285	olfactory receptor family 51 subfamily E member 2	ok
PTH1R	PTH1R	5745	parathyroid hormone 1 receptor	ok
OR2K2	OR2K2	26248	olfactory receptor family 2 subfamily K member 2	ok
SSTR3	SSTR3	6753	somatostatin receptor 3	ok
MRGPRF	MRGPRF	116535	MAS related GPR family member F	ok
F2R	F2R	2149	coagulation factor II thrombin receptor	ok
PTGER1	PTGER1	5731	prostaglandin E receptor 1	ok
FFAR3	FFAR3	2865	free fatty acid receptor 3	ok
GPR37	GPR37	2861	G protein-coupled receptor 37	ok
PTGER3	PTGER3	5733	prostaglandin E receptor 3	ok
OR1I1	OR1I1	126370	olfactory receptor family 1 subfamily I member 1	ok
CRHR1	CRHR1	1394	corticotropin releasing hormone receptor 1	ok
HCAR2	HCAR2	338442	hydroxycarboxylic acid receptor 2	ok
OR51D1	OR51D1	390038	olfactory receptor family 51 subfamily D member 1	ok
OR7G2	OR7G2	390882	olfactory receptor family 7 subfamily G member 2	ok
TACR3	TACR3	6870	tachykinin receptor 3	ok
P2RY13	P2RY13	53829	purinergic receptor P2Y13	ok
OR2L8	OR2L8	391190	olfactory receptor family 2 subfamily L member 8	ok
HCAR1	HCAR1	27198	hydroxycarboxylic acid receptor 1	ok
OR51Q1	OR51Q1	390061	olfactory receptor family 51 subfamily Q member 1	ok
GPR25	GPR25	2848	G protein-coupled receptor 25	ok
OXER1	OXER1	165140	oxoeicosanoid receptor 1	ok
GPR141	GPR141	353345	G protein-coupled receptor 141	ok
FFAR2	FFAR2	2867	free fatty acid receptor 2	ok
RXFP4	RXFP4	339403	relaxin family peptide/INSL5 receptor 4	ok
OR1N2	OR1N2	138882	olfactory receptor family 1 subfamily N member 2	ok
GHSR	GHSR	2693	growth hormone secretagogue receptor	ok
GPR173	GPR173	54328	G protein-coupled receptor 173	ok
NMUR1	NMUR1	10316	neuromedin U receptor 1	ok
NPY2R	NPY2R	4887	neuropeptide Y receptor Y2	ok
GABRD	GABRD	2563	gamma-aminobutyric acid type A receptor subunit delta	ok
GNRHR	GNRHR	2798	gonadotropin releasing hormone receptor	ok
OR1J2	OR1J2	26740	olfactory receptor family 1 subfamily J member 2	ok
GABRR1	GABRR1	2569	gamma-aminobutyric acid type A receptor subunit rho1	ok
GPR50	GPR50	9248	G protein-coupled receptor 50	ok
GABRG1	GABRG1	2565	gamma-aminobutyric acid type A receptor subunit gamma1	ok
GABRE	GABRE	2564	gamma-aminobutyric acid type A receptor subunit epsilon	ok
GPR132	GPR132	29933	G protein-coupled receptor 132	ok
FFAR4	FFAR4	338557	free fatty acid receptor 4	ok
GPR85	GPR85	54329	G protein-coupled receptor 85	ok
GPR27	GPR27	2850	G protein-coupled receptor 27	ok
TMEM64	TMEM64	169200	transmembrane protein 64	ok
GABRB2	GABRB2	2561	gamma-aminobutyric acid type A receptor subunit beta2	ok
OR6B1	OR6B1	135946	olfactory receptor family 6 subfamily B member 1	ok
GABRA5	GABRA5	2558	gamma-aminobutyric acid type A receptor subunit alpha5	ok
OR52H1	OR52H1	390067	olfactory receptor family 52 subfamily H member 1	ok
GABRP	GABRP	2568	gamma-aminobutyric acid type A receptor subunit pi	ok
NPSR1	NPSR1	387129	neuropeptide S receptor 1	ok
GABRA4	GABRA4	2557	gamma-aminobutyric acid type A receptor subunit alpha4	ok
GABRG3	GABRG3	2567	gamma-aminobutyric acid type A receptor subunit gamma3	ok
OR4P4	OR4P4	81300	olfactory receptor family 4 subfamily P member 4	ok
GABRA2	GABRA2	2555	gamma-aminobutyric acid type A receptor subunit alpha2	ok
GABRB3	GABRB3	2562	gamma-aminobutyric acid type A receptor subunit beta3	ok
GABRA3	GABRA3	2556	gamma-aminobutyric acid type A receptor subunit alpha3	ok
POMC	POMC	5443	proopiomelanocortin	ok
GABRB1	GABRB1	2560	gamma-aminobutyric acid type A receptor subunit beta1	ok
GABRQ	GABRQ	55879	gamma-aminobutyric acid type A receptor subunit theta	ok
GABRG2	GABRG2	2566	gamma-aminobutyric acid type A receptor subunit gamma2	ok
OR51L1	OR51L1	119682	olfactory receptor family 51 subfamily L member 1	ok
NTSR1	NTSR1	4923	neurotensin receptor 1	ok
NPFFR2	NPFFR2	10886	neuropeptide FF receptor 2	ok
SLC16A13	SLC16A13	201232	solute carrier family 16 member 13	ok
OR2AT4	OR2AT4	341152	olfactory receptor family 2 subfamily AT member 4	ok
GABRA1	GABRA1	2554	gamma-aminobutyric acid type A receptor subunit alpha1	ok
SLC18A2	SLC18A2	6571	solute carrier family 18 member A2	ok
SLC6A4	SLC6A4	6532	solute carrier family 6 member 4	ok
FSHR	FSHR	2492	follicle stimulating hormone receptor	ok
HCRTR2	CD200R1	131450	CD200 receptor 1	ok
HCRTR2	HCRTR2	3062	hypocretin receptor 2	ok
GPR142	GPR142	350383	G protein-coupled receptor 142	ok
OR52A1	OR52A1	23538	olfactory receptor family 52 subfamily A member 1	ok
NPFFR1	NPFFR1	64106	neuropeptide FF receptor 1	ok
SIGMAR1	SIGMAR1	10280	sigma non-opioid intracellular receptor 1	ok
GABRA6	GABRA6	2559	gamma-aminobutyric acid type A receptor subunit alpha6	ok
HCRTR1	HCRTR1	3061	hypocretin receptor 1	ok
MAS1	PMPCB	9512	peptidase, mitochondrial processing subunit beta	ok
MAS1	MAS1	4142	MAS1 proto-oncogene, G protein-coupled receptor	ok
GPR151	GPR151	134391	G protein-coupled receptor 151	ok
SLC6A9	SLC6A9	6536	solute carrier family 6 member 9	ok
SLC6A20	SLC6A20	54716	solute carrier family 6 member 20	ok
TACR2	TACR2	6865	tachykinin receptor 2	ok
DUS2	DUS2	54920	dihydrouridine synthase 2	ok
SLC6A16	SLC6A16	28968	solute carrier family 6 member 16	ok
SLC6A17	SLC6A17	388662	solute carrier family 6 member 17	ok
SLC6A3	SLC6A3	6531	solute carrier family 6 member 3	ok
SLC6A2	SLC6A2	6530	solute carrier family 6 member 2	ok
SLC6A13	SLC6A13	6540	solute carrier family 6 member 13	ok
SLC6A14	SLC6A14	11254	solute carrier family 6 member 14	ok
SLC6A7	SLC6A7	6534	solute carrier family 6 member 7	ok
SLC6A6	SLC6A6	6533	solute carrier family 6 member 6	ok
SLC6A8	SLC6A8	6535	solute carrier family 6 member 8	ok
SLC6A5	SLC6A2	6530	solute carrier family 6 member 2	ok
SLC6A5	SLC6A5	9152	solute carrier family 6 member 5	ok
TACR1	TACR1	6869	tachykinin receptor 1	ok
SLC6A1	SLC6A1	6529	solute carrier family 6 member 1	ok
CHRNA9	CHRNA9	55584	cholinergic receptor nicotinic alpha 9 subunit	ok
CHRNB2	CHRNB2	1141	cholinergic receptor nicotinic beta 2 subunit	ok
CHRNB3	CHRNB3	1142	cholinergic receptor nicotinic beta 3 subunit	ok
SLC6A11	SLC6A11	6538	solute carrier family 6 member 11	ok
SLC6A15	SLC6A15	55117	solute carrier family 6 member 15	ok
GLRB	GLRB	2743	glycine receptor beta	ok
TSPO	TSPO	706	translocator protein	ok
LHCGR	LHCGR	3973	luteinizing hormone/choriogonadotropin receptor	ok
NR1I3	NR1I3	9970	nuclear receptor subfamily 1 group I member 3	ok
RBP4	POLR2D	5433	RNA polymerase II subunit D	ok
RBP4	RBP4	5950	retinol binding protein 4	ok
CHRNA5	CHRNA5	1138	cholinergic receptor nicotinic alpha 5 subunit	ok
LARP1	LARP1	23367	La ribonucleoprotein 1, translational regulator	ok
OR13C4	OR13C4	138804	olfactory receptor family 13 subfamily C member 4	ok
LCNL1	LCNL1	401562	lipocalin like 1	ok
FZD10	FZD10	11211	frizzled class receptor 10	ok
OR5AN1	OR5AN1	390195	olfactory receptor family 5 subfamily AN member 1	ok
CREB1	CREB1	1385	cAMP responsive element binding protein 1	ok
OR5H1	OR5H1	26341	olfactory receptor family 5 subfamily H member 1	ok
UFL1	UFL1	23376	UFM1 specific ligase 1	ok
LCN1	LCN1	3933	lipocalin 1	ok
MFSD11	MFSD11	79157	major facilitator superfamily domain containing 11	ok
CLDN20	CLDN20	49861	claudin 20	ok
EBP	GLB1	2720	galactosidase beta 1	ok
EBP	SH3D19	152503	SH3 domain containing 19	ok
EBP	EBP	10682	EBP cholestenol delta-isomerase	ok
APH1B	APH1B	83464	aph-1B gamma-secretase subunit	ok
SLC18A1	SLC18A1	6570	solute carrier family 18 member A1	ok
SLC6A12	SLC6A12	6539	solute carrier family 6 member 12	ok
ELOVL5	ELOVL5	60481	ELOVL fatty acid elongase 5	ok
SLC35F5	SLC35F5	80255	solute carrier family 35 member F5	ok
LRAT	LRAT	9227	lecithin retinol acyltransferase	ok
RDH12	RDH12	145226	retinol dehydrogenase 12	ok
RDH14	RDH14	57665	retinol dehydrogenase 14	ok
RDH13	RDH13	112724	retinol dehydrogenase 13	ok
DHRS7	DHRS7	51635	dehydrogenase/reductase 7	ok
RDH11	RDH11	51109	retinol dehydrogenase 11	ok
SESTD1	SESTD1	91404	SEC14 and spectrin domain containing 1	ok
RPTOR	RPTOR	57521	regulatory associated protein of MTOR complex 1	ok
CHRNA3	CHRNA3	1136	cholinergic receptor nicotinic alpha 3 subunit	ok
GAL3ST2	GAL3ST3	89792	galactose-3-O-sulfotransferase 3	ok
GAL3ST2	GAL3ST2	64090	galactose-3-O-sulfotransferase 2	ok
RBP3	E2F1	1869	E2F transcription factor 1	ok
RBP3	RBP3	5949	retinol binding protein 3	ok
LCN8	LCN8	138307	lipocalin 8	ok
TMEM116	TMEM116	89894	transmembrane protein 116	ok
CDIPT	CDIPT	10423	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	ok
RLBP1	RLBP1	6017	retinaldehyde binding protein 1	ok
EBLN2	EBLN2	55096	endogenous Bornavirus like nucleoprotein 2	ok
OR8B8	OR8B8	26493	olfactory receptor family 8 subfamily B member 8	ok
TMEM43	TMEM43	79188	transmembrane protein 43	ok
MYL3	MYL3	4634	myosin light chain 3	ok
OR4K17	OR4K17	390436	olfactory receptor family 4 subfamily K member 17	ok
PLEKHG4	PLEKHG4	25894	pleckstrin homology and RhoGEF domain containing G4	ok
KALRN	KALRN	8997	kalirin RhoGEF kinase	ok
FAR2	FAR2	55711	fatty acyl-CoA reductase 2	ok
FAR1	FAR1	84188	fatty acyl-CoA reductase 1	ok
CHRNB4	CHRNB4	1143	cholinergic receptor nicotinic beta 4 subunit	ok
PTCHD4	PTCHD4	442213	patched domain containing 4	ok
SF3B1	SF3B2	10992	splicing factor 3b subunit 2	ok
SF3B1	SF3B1	23451	splicing factor 3b subunit 1	ok
ABCC8	ABCC8	6833	ATP binding cassette subfamily C member 8	ok
RETSAT	RETSAT	54884	retinol saturase	ok
OSBPL6	OSBPL6	114880	oxysterol binding protein like 6	ok
SEC31B	SEC31B	25956	SEC31 homolog B, COPII component	ok
SGCE	SGCE	8910	sarcoglycan epsilon	ok
OR10J1	OR10J1	26476	olfactory receptor family 10 subfamily J member 1	ok
NEDD1	NEDD1	121441	NEDD1 gamma-tubulin ring complex targeting factor	ok
TLE4	TLE4	7091	TLE family member 4, transcriptional corepressor	ok
WDR76	WDR76	79968	WD repeat domain 76	ok
CELA2B	CELA2B	51032	chymotrypsin like elastase 2B	ok
MYL2	MYL2	4633	myosin light chain 2	ok
TRIM13	TRIM13	10206	tripartite motif containing 13	ok
THOC6	THOC6	79228	THO complex subunit 6	ok
CLDN14	CLDN14	23562	claudin 14	ok
WDR25	WDR25	79446	WD repeat domain 25	ok
NUP43	NUP43	348995	nucleoporin 43	ok
DCAF5	DCAF5	8816	DDB1 and CUL4 associated factor 5	ok
DCAF6	DCAF6	55827	DDB1 and CUL4 associated factor 6	ok
SEC31A	SEC31A	22872	SEC31 homolog A, COPII component	ok
WDR24	WDR24	84219	WD repeat domain 24	ok
WDR47	WDR47	22911	WD repeat domain 47	ok
WDR55	WDR55	54853	WD repeat domain 55	ok
STRN	STRN	6801	striatin	ok
RBBP5	RBBP5	5929	RB binding protein 5, histone lysine methyltransferase complex subunit	ok
STRN4	STRN4	29888	striatin 4	ok
WDR59	WDR59	79726	WD repeat domain 59	ok
WDR20	WDR20	91833	WD repeat domain 20	ok
LLGL2	LLGL2	3993	LLGL scribble cell polarity complex component 2	ok
MYL12B	MYL12B	103910	myosin light chain 12B	ok
MYL12A	MYL12A	10627	myosin light chain 12A	ok
WSB1	WSB1	26118	WD repeat and SOCS box containing 1	ok
GNB5	GNB5	10681	G protein subunit beta 5	ok
THOC3	THOC3	84321	THO complex subunit 3	ok
DNAI1	DNAI1	27019	dynein axonemal intermediate chain 1	ok
MIOS	MIOS	54468	meiosis regulator for oocyte development	ok
TBL2	TBL2	26608	transducin beta like 2	ok
GNB1L	GNB1L	54584	G protein subunit beta 1 like	ok
PAFAH1B1	PAFAH1B1	5048	platelet activating factor acetylhydrolase 1b regulatory subunit 1	ok
GNB4	GNB4	59345	G protein subunit beta 4	ok
GNB3	GNB3	2784	G protein subunit beta 3	ok
STRN3	STRN3	29966	striatin 3	ok
GNB1	GNB1	2782	G protein subunit beta 1	ok
PEX7	PEX7	5191	peroxisomal biogenesis factor 7	ok
GNB2	GNB2	2783	G protein subunit beta 2	ok
CARTPT	CARTPT	9607	CART prepropeptide	ok
OR1L1	OR1L1	26737	olfactory receptor family 1 subfamily L member 1	ok
GRIN2D	GRIN2D	2906	glutamate ionotropic receptor NMDA type subunit 2D	ok
PPP2R2C	PPP2R2C	5522	protein phosphatase 2 regulatory subunit Bgamma	ok
PPP2R2A	PPP2R2A	5520	protein phosphatase 2 regulatory subunit Balpha	ok
SEC13	SEC13	6396	SEC13 homolog, nuclear pore and COPII component	ok
GRWD1	GRWD1	83743	glutamate rich WD repeat containing 1	ok
CLDN7	CLDN7	1366	claudin 7	ok
PPP2R2D	PPP2R2D	55844	protein phosphatase 2 regulatory subunit Bdelta	ok
CIAO1	CIAO1	9391	cytosolic iron-sulfur assembly component 1	ok
WSB2	WSB2	55884	WD repeat and SOCS box containing 2	ok
KATNB1	KATNB1	10300	katanin regulatory subunit B1	ok
WDR26	WDR26	80232	WD repeat domain 26	ok
DYNC1I1	DYNC1I1	1780	dynein cytoplasmic 1 intermediate chain 1	ok
BUB3	BUB3	9184	BUB3 mitotic checkpoint protein	ok
SEH1L	SEH1L	81929	SEH1 like nucleoporin	ok
RBBP4	RBBP4	5928	RB binding protein 4, chromatin remodeling factor	ok
DYNC1I2	DYNC1I2	1781	dynein cytoplasmic 1 intermediate chain 2	ok
BTRC	BTRC	8945	beta-transducin repeat containing E3 ubiquitin protein ligase	ok
WDR31	WDR31	114987	WD repeat domain 31	ok
ZNF106	ZNF106	64397	zinc finger protein 106	ok
CSTF1	CSTF1	1477	cleavage stimulation factor subunit 1	ok
EIF3I	EIF3I	8668	eukaryotic translation initiation factor 3 subunit I	ok
WDR5	WDR5	11091	WD repeat domain 5	ok
PAK1IP1	PAK1IP1	55003	PAK1 interacting protein 1	ok
WDR12	WDR12	55759	WD repeat domain 12	ok
EED	EED	8726	embryonic ectoderm development	ok
UTP18	UTP18	51096	UTP18 small subunit processome component	ok
DCAF7	DCAF7	10238	DDB1 and CUL4 associated factor 7	ok
FBXW11	FBXW11	23291	F-box and WD repeat domain containing 11	ok
PLRG1	PLRG1	5356	pleiotropic regulator 1	ok
PPP2R2B	PPP2R2B	5521	protein phosphatase 2 regulatory subunit Bbeta	ok
WDR70	WDR70	55100	WD repeat domain 70	ok
WDR83	WDR83	84292	WD repeat domain 83	ok
NUP37	NUP37	79023	nucleoporin 37	ok
TBL1X	TBL1X	6907	transducin beta like 1 X-linked	ok
MYL6B	MYL6B	140465	myosin light chain 6B	ok
MYL9	MYL9	10398	myosin light chain 9	ok
CORO1A	CORO1A	11151	coronin 1A	ok
WDR13	WDR13	64743	WD repeat domain 13	ok
ERCC8	ERCC8	1161	ERCC excision repair 8, CSA ubiquitin ligase complex subunit	ok
RAE1	RNASE7	84659	ribonuclease A family member 7	ok
RAE1	RAE1	8480	ribonucleic acid export 1	ok
CORO1B	CORO1B	57175	coronin 1B	ok
DDB2	DDB2	1643	damage specific DNA binding protein 2	ok
RBBP7	RBBP7	5931	RB binding protein 7, chromatin remodeling factor	ok
WIPI2	WIPI2	26100	WD repeat domain, phosphoinositide interacting 2	ok
SMU1	SMU1	55234	SMU1 DNA replication regulator and spliceosomal factor	ok
PWP1	PWP1	11137	PWP1 homolog, endonuclein	ok
MYL6	MYL6	4637	myosin light chain 6	ok
WDR77	WDR77	79084	WD repeat domain 77	ok
WDSUB1	WDSUB1	151525	WD repeat, sterile alpha motif and U-box domain containing 1	ok
CDC40	CDC40	51362	cell division cycle 40	ok
CORO2A	CORO2A	7464	coronin 2A	ok
SLC10A1	SLC10A1	6554	solute carrier family 10 member 1	ok
OSBP	OSBP	5007	oxysterol binding protein	ok
TBC1D31	TBC1D31	93594	TBC1 domain family member 31	ok
FZR1	FZR1	51343	fizzy and cell division cycle 20 related 1	ok
WDR33	WDR33	55339	WD repeat domain 33	ok
CORO6	CORO6	84940	coronin 6	ok
WDR81	WDR81	124997	WD repeat domain 81	ok
PTH2	PTRH2	51651	peptidyl-tRNA hydrolase 2	ok
PTH2	PTH2	113091	parathyroid hormone 2	ok
PTH2	PTENP1	11191	phosphatase and tensin homolog pseudogene 1	ok
FARS2	FARS2	10667	phenylalanyl-tRNA synthetase 2, mitochondrial	ok
GJC2	GJC2	57165	gap junction protein gamma 2	ok
SRD5A2	SRD5A2	6716	steroid 5 alpha-reductase 2	ok
FZD6	FZD6	8323	frizzled class receptor 6	ok
GPRC5A	GPRC5A	9052	G protein-coupled receptor class C group 5 member A	ok
CLTCL1	CLTCL1	8218	clathrin heavy chain like 1	ok
CNTLN	CNTLN	54875	centlein	ok
SPAG16	SPAG16	79582	sperm associated antigen 16	ok
PIK3R3	PIK3R3	8503	phosphoinositide-3-kinase regulatory subunit 3	ok
OR2T12	OR2T12	127064	olfactory receptor family 2 subfamily T member 12	ok
SLC8A3	SLC8A3	6547	solute carrier family 8 member A3	ok
NPY5R	NPY5R	4889	neuropeptide Y receptor Y5	ok
LXN	LXN	56925	latexin	ok
SHBG	SHBG	6462	sex hormone binding globulin	ok
NR2C1	NR2C1	7181	nuclear receptor subfamily 2 group C member 1	ok
OSBPL9	OSBPL9	114883	oxysterol binding protein like 9	ok
CAPN11	CAPN11	11131	calpain 11	ok
OSBPL11	OSBPL11	114885	oxysterol binding protein like 11	ok
NR2E3	NR2E3	10002	nuclear receptor subfamily 2 group E member 3	ok
CYP11B1	CYP11B1	1584	cytochrome P450 family 11 subfamily B member 1	ok
PIK3R2	PIK3R2	5296	phosphoinositide-3-kinase regulatory subunit 2	ok
IL4I1	IL4I1	259307	interleukin 4 induced 1	ok
PAOX	PAOX	196743	polyamine oxidase	ok
MAOB	MAOB	4129	monoamine oxidase B	ok
MAOA	MAOA	4128	monoamine oxidase A	ok
KDM1B	KDM1B	221656	lysine demethylase 1B	ok
PPOX	HCRT	3060	hypocretin neuropeptide precursor	ok
PPOX	PPOX	5498	protoporphyrinogen oxidase	ok
RINT1	RINT1	60561	RAD50 interactor 1	ok
FARSB	FARSB	10056	phenylalanyl-tRNA synthetase subunit beta	ok
TXLNG	TXLNG	55787	taxilin gamma	ok
PTGDS	PTGDS	5730	prostaglandin D2 synthase	ok
OR4E2	OR4E2	26686	olfactory receptor family 4 subfamily E member 2	ok
LRRC47	LRRC47	57470	leucine rich repeat containing 47	ok
OSBP2	OSBP2	23762	oxysterol binding protein 2	ok
SLC8A1	SLC8A1	6546	solute carrier family 8 member A1	ok
HOOK3	HOOK3	84376	hook microtubule tethering protein 3	ok
COX7A1	COX7A1	1346	cytochrome c oxidase subunit 7A1	ok
COX7A2L	COX7A2L	9167	cytochrome c oxidase subunit 7A2 like	ok
COX7A2	COX7A2	1347	cytochrome c oxidase subunit 7A2	ok
SLC8A2	SLC8A2	6543	solute carrier family 8 member A2	ok
OR6C6	OR6C6	283365	olfactory receptor family 6 subfamily C member 6	ok
FECH	FECH	2235	ferrochelatase	ok
GRIN3A	GRIN3A	116443	glutamate ionotropic receptor NMDA type subunit 3A	ok
KCTD9	KCTD9	54793	potassium channel tetramerization domain containing 9	ok
AMBP	AMBP	259	alpha-1-microglobulin/bikunin precursor	ok
BCL6B	BCL6B	255877	BCL6B transcription repressor	ok
BICD1	BICD1	636	BICD cargo adaptor 1	ok
SLC29A3	SLC29A3	55315	solute carrier family 29 member 3	ok
CHRNA6	CHRNA6	8973	cholinergic receptor nicotinic alpha 6 subunit	ok
SLC12A5	SLC12A5	57468	solute carrier family 12 member 5	ok
BTAF1	BTAF1	9044	B-TFIID TATA-box binding protein associated factor 1	ok
RANBP1	RANBP1	5902	RAN binding protein 1	ok
GRIN2C	GRIN2C	2905	glutamate ionotropic receptor NMDA type subunit 2C	ok
OR2M5	OR2M5	127059	olfactory receptor family 2 subfamily M member 5	ok
RARRES1	RARRES1	5918	retinoic acid receptor responder 1	ok
BRI3	ITM2C	81618	integral membrane protein 2C	ok
BRI3	BRI3	25798	brain protein I3	ok
GLTP	GLTP	51228	glycolipid transfer protein	ok
MEIS1	MEIS1	4211	Meis homeobox 1	ok
SDR42E1	SDR42E1	93517	short chain dehydrogenase/reductase family 42E, member 1	ok
CUL5	CUL5	8065	cullin 5	ok
ELOVL1	ELOVL1	64834	ELOVL fatty acid elongase 1	ok
ATG16L2	ATG16L2	89849	autophagy related 16 like 2	ok
TRPC4	TRPC4	7223	transient receptor potential cation channel subfamily C member 4	ok
CLDN11	CLDN11	5010	claudin 11	ok
GRP	LGALSL	29094	galectin like	ok
GRP	LSM4	25804	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	ok
GRP	UCMA	221044	upper zone of growth plate and cartilage matrix associated	ok
GRP	GRP	2922	gastrin releasing peptide	ok
LMAN2L	LMAN2L	81562	lectin, mannose binding 2 like	ok
PTGR2	PTGR2	145482	prostaglandin reductase 2	ok
SMOX	SMOX	54498	spermine oxidase	ok
GCGR	GCGR	2642	glucagon receptor	ok
