source,target,weight,interaction,addiction_status,compound_name
NEW00176,TPSD1,0.869712,Drug-target,1,Oxycodone
NEW00176,TPSB2,0.869712,Drug-target,1,Oxycodone
NEW00176,TPSAB1,0.869712,Drug-target,1,Oxycodone
NEW00176,NMUR1,0.868216,Drug-target,1,Oxycodone
NEW00176,LPAR6,0.867292,Drug-target,1,Oxycodone
NEW00176,CYSLTR1,0.867292,Drug-target,1,Oxycodone
NEW00176,SUSD5,0.865632,Drug-target,1,Oxycodone
NEW00176,HAPLN3,0.865632,Drug-target,1,Oxycodone
NEW00176,LPAR4,0.865194,Drug-target,1,Oxycodone
NEW00176,GPR17,0.865194,Drug-target,1,Oxycodone
NEW00176,CYSLTR2,0.865194,Drug-target,1,Oxycodone
NEW00176,CLDN14,0.864977,Drug-target,1,Oxycodone
NEW00176,OR51Q1,0.864088,Drug-target,1,Oxycodone
NEW00176,P2RY8,0.862301,Drug-target,1,Oxycodone
NEW00176,P2RY14,0.862301,Drug-target,1,Oxycodone
NEW00176,GPR68,0.862301,Drug-target,1,Oxycodone
NEW00176,CCR4,0.862292,Drug-target,1,Oxycodone
NEW00176,GPR39,0.860327,Drug-target,1,Oxycodone
NEW00176,PTAFR,0.859641,Drug-target,1,Oxycodone
NEW00176,GPR182,0.858308,Drug-target,1,Oxycodone
NEW00176,P2RY4,0.858172,Drug-target,1,Oxycodone
NEW00176,P2RY1,0.857243,Drug-target,1,Oxycodone
NEW00176,GPR18,0.856652,Drug-target,1,Oxycodone
NEW00176,PTH1R,0.855668,Drug-target,1,Oxycodone
NEW00176,PTGER3,0.855514,Drug-target,1,Oxycodone
NEW00176,OR52A1,0.854679,Drug-target,1,Oxycodone
NEW00176,GPR15,0.851205,Drug-target,1,Oxycodone
NEW00176,OR7G2,0.851111,Drug-target,1,Oxycodone
NEW00176,OR4F15,0.849774,Drug-target,1,Oxycodone
NEW00176,MRGPRD,0.849456,Drug-target,1,Oxycodone
NEW00176,MRGPRF,0.849179,Drug-target,1,Oxycodone
NEW00176,OR2AT4,0.84826,Drug-target,1,Oxycodone
NEW00176,SLC10A1,0.847397,Drug-target,1,Oxycodone
NEW00176,NMUR2,0.846619,Drug-target,1,Oxycodone
NEW00176,OR5AN1,0.840546,Drug-target,1,Oxycodone
NEW00176,OR13C4,0.838798,Drug-target,1,Oxycodone
NEW00176,CREM,0.835825,Drug-target,1,Oxycodone
NEW00176,CREB1,0.835825,Drug-target,1,Oxycodone
NEW00176,F2RL1,0.83357,Drug-target,1,Oxycodone
NEW00176,FPR3,0.828941,Drug-target,1,Oxycodone
NEW00176,OR2C3,0.827127,Drug-target,1,Oxycodone
NEW00176,OXTR,0.825736,Drug-target,1,Oxycodone
NEW00176,FZD6,0.824648,Drug-target,1,Oxycodone
NEW00176,C5AR2,0.821778,Drug-target,1,Oxycodone
NEW00176,OR1N2,0.815306,Drug-target,1,Oxycodone
NEW00176,SEC14L4,0.812928,Drug-target,1,Oxycodone
NEW00176,SEC14L3,0.812928,Drug-target,1,Oxycodone
NEW00176,MCF2,0.812928,Drug-target,1,Oxycodone
NEW00176,PTGER1,0.812688,Drug-target,1,Oxycodone
NEW00176,OR2A7,0.807942,Drug-target,1,Oxycodone
NEW00176,GPER1,0.805481,Drug-target,1,Oxycodone
NEW00176,P2RY11,0.805213,Drug-target,1,Oxycodone
NEW00176,VN1R5,0.804306,Drug-target,1,Oxycodone
NEW00176,GALR3,0.803083,Drug-target,1,Oxycodone
NEW00176,FPR1,0.802055,Drug-target,1,Oxycodone
NEW00176,OR51L1,0.801724,Drug-target,1,Oxycodone
NEW00176,CCR7,0.798175,Drug-target,1,Oxycodone
NEW00176,GPR171,0.797019,Drug-target,1,Oxycodone
NEW00176,GPR35,0.796317,Drug-target,1,Oxycodone
NEW00176,OXER1,0.79572,Drug-target,1,Oxycodone
NEW00176,P2RY6,0.79392,Drug-target,1,Oxycodone
NEW00176,GPR137,0.793105,Drug-target,1,Oxycodone
NEW00176,OR1I1,0.791543,Drug-target,1,Oxycodone
NEW00176,CCR1,0.790062,Drug-target,1,Oxycodone
NEW00176,F2R,0.787023,Drug-target,1,Oxycodone
NEW00176,OXGR1,0.787019,Drug-target,1,Oxycodone
NEW00176,F2RL2,0.785349,Drug-target,1,Oxycodone
NEW00176,BRS3,0.779256,Drug-target,1,Oxycodone
NEW00176,AVPR2,0.779065,Drug-target,1,Oxycodone
NEW00176,GALR1,0.779025,Drug-target,1,Oxycodone
NEW00176,FPR2,0.778728,Drug-target,1,Oxycodone
NEW00176,GPR174,0.778385,Drug-target,1,Oxycodone
NEW00176,MCHR1,0.778373,Drug-target,1,Oxycodone
NEW00176,CCRL2,0.778316,Drug-target,1,Oxycodone
NEW00176,CXCR3,0.778313,Drug-target,1,Oxycodone
NEW00176,CRHR1,0.778295,Drug-target,1,Oxycodone
NEW00176,CMKLR1,0.778295,Drug-target,1,Oxycodone
NEW00176,FFAR3,0.778275,Drug-target,1,Oxycodone
NEW00176,APLNR,0.778271,Drug-target,1,Oxycodone
NEW00176,OR51M1,0.778236,Drug-target,1,Oxycodone
NEW00176,CCR10,0.778222,Drug-target,1,Oxycodone
NEW00176,NPBWR1,0.778218,Drug-target,1,Oxycodone
NEW00176,TRHR,0.778207,Drug-target,1,Oxycodone
NEW00176,PROKR2,0.778198,Drug-target,1,Oxycodone
NEW00176,CXCR1,0.778187,Drug-target,1,Oxycodone
NEW00176,CX3CR1,0.778164,Drug-target,1,Oxycodone
NEW00176,OR12D2,0.778162,Drug-target,1,Oxycodone
NEW00176,GALR2,0.778157,Drug-target,1,Oxycodone
NEW00176,PRLHR,0.778101,Drug-target,1,Oxycodone
NEW00176,CCR5,0.778065,Drug-target,1,Oxycodone
NEW00176,NPBWR2,0.778039,Drug-target,1,Oxycodone
NEW00176,TACR1,0.778028,Drug-target,1,Oxycodone
NEW00176,GNRHR,0.777997,Drug-target,1,Oxycodone
NEW00176,TAS2R19,0.777971,Drug-target,1,Oxycodone
NEW00176,CXCR6,0.777959,Drug-target,1,Oxycodone
NEW00176,SUCNR1,0.77787,Drug-target,1,Oxycodone
NEW00176,MRGPRX3,0.777878,Drug-target,1,Oxycodone
NEW00176,PTGDR2,0.777871,Drug-target,1,Oxycodone
NEW00176,F2RL3,0.777861,Drug-target,1,Oxycodone
NEW00176,PROKR1,0.777823,Drug-target,1,Oxycodone
NEW00176,AGTR1,0.77781,Drug-target,1,Oxycodone
NEW00176,KISS1R,0.777791,Drug-target,1,Oxycodone
NEW00176,GHSR,0.777693,Drug-target,1,Oxycodone
NEW00176,GPR25,0.777369,Drug-target,1,Oxycodone
NEW00176,RXFP4,0.777245,Drug-target,1,Oxycodone
NEW00176,C5AR1,0.77719,Drug-target,1,Oxycodone
NEW00176,GPR83,0.777035,Drug-target,1,Oxycodone
NEW00176,BDKRB1,0.776943,Drug-target,1,Oxycodone
NEW00176,OR10H5,0.776886,Drug-target,1,Oxycodone
NEW00176,LTB4R,0.77686,Drug-target,1,Oxycodone
NEW00176,ACKR4,0.776653,Drug-target,1,Oxycodone
NEW00176,UTS2R,0.77658,Drug-target,1,Oxycodone
NEW00176,OPRL1,0.776562,Drug-target,1,Oxycodone
NEW00176,ACKR1,0.776479,Drug-target,1,Oxycodone
NEW00176,OPRD1,0.776354,Drug-target,1,Oxycodone
NEW00176,ACKR3,0.776139,Drug-target,1,Oxycodone
NEW00176,CXCR2,0.775933,Drug-target,1,Oxycodone
NEW00176,ACKR2,0.775811,Drug-target,1,Oxycodone
NEW00176,HCAR2,0.775592,Drug-target,1,Oxycodone
NEW00176,CXCR4,0.77531,Drug-target,1,Oxycodone
NEW00176,GRPR,0.775007,Drug-target,1,Oxycodone
NEW00176,GPR65,0.774729,Drug-target,1,Oxycodone
NEW00176,SSTR3,0.77464,Drug-target,1,Oxycodone
NEW00176,MCHR2,0.774619,Drug-target,1,Oxycodone
NEW00176,GPR82,0.774551,Drug-target,1,Oxycodone
NEW00176,NMBR,0.774512,Drug-target,1,Oxycodone
NEW00176,GPR4,0.774425,Drug-target,1,Oxycodone
NEW00176,SSTR2,0.774323,Drug-target,1,Oxycodone
NEW00176,GPR55,0.774183,Drug-target,1,Oxycodone
NEW00176,EDNRB,0.77408,Drug-target,1,Oxycodone
NEW00176,P2RY12,0.773975,Drug-target,1,Oxycodone
NEW00176,GPR87,0.773702,Drug-target,1,Oxycodone
NEW00176,GPR34,0.773635,Drug-target,1,Oxycodone
NEW00176,OR2A1,0.773529,Drug-target,1,Oxycodone
NEW00176,GPR141,0.773517,Drug-target,1,Oxycodone
NEW00176,SSTR1,0.773256,Drug-target,1,Oxycodone
NEW00176,AVPR1A,0.773209,Drug-target,1,Oxycodone
NEW00176,QRFPR,0.772681,Drug-target,1,Oxycodone
NEW00176,GPR20,0.772673,Drug-target,1,Oxycodone
NEW00176,PTGFR,0.771992,Drug-target,1,Oxycodone
NEW00176,HCAR3,0.771897,Drug-target,1,Oxycodone
NEW00176,P2RY13,0.771865,Drug-target,1,Oxycodone
NEW00176,OR2M3,0.771589,Drug-target,1,Oxycodone
NEW00176,CCR9,0.771494,Drug-target,1,Oxycodone
NEW00176,P2RY2,0.771158,Drug-target,1,Oxycodone
NEW00176,SSTR4,0.770955,Drug-target,1,Oxycodone
NEW00176,LPAR5,0.770951,Drug-target,1,Oxycodone
NEW00176,EDNRA,0.770894,Drug-target,1,Oxycodone
NEW00176,SSTR5,0.77079,Drug-target,1,Oxycodone
NEW00176,OPRM1,0.77073,Drug-target,1,Oxycodone
NEW00176,TACR3,0.770738,Drug-target,1,Oxycodone
NEW00176,OR51D1,0.77057,Drug-target,1,Oxycodone
NEW00176,BDKRB2,0.770444,Drug-target,1,Oxycodone
NEW00176,GPR139,0.77016,Drug-target,1,Oxycodone
NEW00176,OPRK1,0.769825,Drug-target,1,Oxycodone
NEW00176,P2RY10,0.769717,Drug-target,1,Oxycodone
NEW00176,NPY1R,0.769431,Drug-target,1,Oxycodone
NEW00176,GPR183,0.768598,Drug-target,1,Oxycodone
NEW00176,OR2M2,0.768526,Drug-target,1,Oxycodone
NEW00176,LTB4R2,0.767955,Drug-target,1,Oxycodone
NEW00176,CCR6,0.767755,Drug-target,1,Oxycodone
NEW00176,ASPH,0.76757,Drug-target,1,Oxycodone
NEW00176,OR2AE1,0.767518,Drug-target,1,Oxycodone
NEW00176,CCDC117,0.767113,Drug-target,1,Oxycodone
NEW00176,SLC37A4,0.715872,Drug-target,1,Oxycodone
NEW00176,SLC29A3,0.715872,Drug-target,1,Oxycodone
NEW00177,GRP,1.0,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SLC8A3,0.923213,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SLC8A2,0.923213,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SLC8A1,0.923213,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,APH1B,0.920374,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TSPAN13,0.893761,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBPL11,0.885431,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NUDCD2,0.885384,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1E2,0.885353,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SESTD1,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RLBP1,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RETSAT,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RDH14,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RDH13,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RDH12,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RDH11,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RBP3,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PLEKHG4,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,LRAT,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,KALRN,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,DHRS7,0.885277,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBPL10,0.88519,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NUP107,0.885188,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR139,0.885182,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CDIPT,0.88515,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PTGER1,0.885149,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PTGER3,0.885143,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,VEZT,0.884961,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR11A1,0.884916,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPER1,0.884907,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,THADA,0.884896,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR10J1,0.884892,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1J4,0.884845,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1J2,0.884805,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1C1,0.884794,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GAL3ST2,0.88476,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RBP7,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RBP5,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RBP2,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,RBP1,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PMP2,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP9,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP7,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP6,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP5,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP4,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP3,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP2,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP12,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FABP1,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CRABP2,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CRABP1,0.883924,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OCLN,0.883915,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,BCL6B,0.883915,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBPL9,0.882812,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,COX7A2L,0.881282,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,COX7A2,0.881282,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,COX7A1,0.881282,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1K1,0.880773,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR8D1,0.880453,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR52A1,0.880339,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR5AS1,0.880106,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBPL7,0.879711,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR2AT4,0.879466,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR2G6,0.878734,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR10K1,0.877696,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR7D2,0.877365,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,MRGPRD,0.876592,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR171,0.875976,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR10G4,0.875782,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,IFT74,0.874725,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CRHR1,0.873979,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NR1I3,0.87355,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SHBG,0.87321,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR14I1,0.873093,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR8G1,0.872987,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR142,0.872286,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TRPV1,0.872268,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TMEM43,0.870397,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR10H1,0.870268,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR10H5,0.869633,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,P2RY8,0.869557,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR174,0.869167,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FFAR4,0.866377,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBP2,0.866034,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR3A3,0.864659,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1E1,0.863946,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,EDNRB,0.862926,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FAR2,0.86246,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,FAR1,0.86246,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR4,0.860201,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TMEM86B,0.858607,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,EBP,0.858316,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,EGFLAM,0.858115,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NR2E3,0.857918,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NMBR,0.857423,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR2A1,0.85732,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1A1,0.855701,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,MAS1,0.854149,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,ABCC8,0.852574,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR7A5,0.852393,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PTGR2,0.851568,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR7G2,0.850493,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1L1,0.84935,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1M1,0.848544,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CCDC78,0.847226,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TRPC4,0.846337,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR1L4,0.845849,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR8H1,0.841069,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR2K2,0.839316,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TECRL,0.839084,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TECR,0.839084,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SRD5A3,0.839084,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SRD5A2,0.839084,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,SRD5A1,0.839084,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR13C4,0.83809,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CCRL2,0.836285,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,BRS3,0.835172,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,PTAFR,0.835017,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OSBPL5,0.832824,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,TXLNG,0.832147,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,VDR,0.831781,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR6C4,0.831458,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,MRGPRX3,0.830884,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,ELOVL7,0.830461,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,ELOVL4,0.830461,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,ELOVL3,0.830461,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,ELOVL1,0.830461,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CCR5,0.829176,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,OR4E2,0.829056,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR35,0.827619,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GNRHR,0.824353,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CNTLN,0.822631,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,GPR18,0.821325,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,NR2C1,0.821167,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
NEW00177,CCDC93,0.816961,Drug-target,1,Oxymesterone (17α-methyl-4 17β-dihydroxyandrost-4 en-3-one)
