source,target,weight,interaction,addiction_status,compound_name
NEW00721,MKNK2,0.849134,Drug-target,0,ERLOTINIB
NEW00721,MAP3K13,0.848316,Drug-target,0,ERLOTINIB
NEW00721,ULK4,0.847866,Drug-target,0,ERLOTINIB
NEW00721,TBCK,0.847726,Drug-target,0,ERLOTINIB
NEW00721,STK33,0.847707,Drug-target,0,ERLOTINIB
NEW00721,DCLK1,0.847688,Drug-target,0,ERLOTINIB
NEW00721,PSKH1,0.84751,Drug-target,0,ERLOTINIB
NEW00721,SPEF1,0.847287,Drug-target,0,ERLOTINIB
NEW00721,PPP1R21,0.847287,Drug-target,0,ERLOTINIB
NEW00721,TTK,0.846061,Drug-target,0,ERLOTINIB
NEW00721,BMP2K,0.8453,Drug-target,0,ERLOTINIB
NEW00721,FRMPD2,0.844573,Drug-target,0,ERLOTINIB
NEW00721,RPS6KA5,0.844471,Drug-target,0,ERLOTINIB
NEW00721,MADD,0.842734,Drug-target,0,ERLOTINIB
NEW00721,NPPB,0.842537,Drug-target,0,ERLOTINIB
NEW00721,GJA1,0.842537,Drug-target,0,ERLOTINIB
NEW00721,STK11,0.842249,Drug-target,0,ERLOTINIB
NEW00721,RPS6KC1,0.84223,Drug-target,0,ERLOTINIB
NEW00721,PLK1,0.83932,Drug-target,0,ERLOTINIB
NEW00721,MASTL,0.837957,Drug-target,0,ERLOTINIB
NEW00721,STK35,0.837904,Drug-target,0,ERLOTINIB
NEW00721,MYLK,0.836568,Drug-target,0,ERLOTINIB
NEW00721,STK36,0.836277,Drug-target,0,ERLOTINIB
NEW00721,RPS6KA4,0.836209,Drug-target,0,ERLOTINIB
NEW00721,CDK9,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK6,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK5,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK18,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK17,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK16,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK15,0.833755,Drug-target,0,ERLOTINIB
NEW00721,CDK10,0.833568,Drug-target,0,ERLOTINIB
NEW00721,CDK11B,0.833504,Drug-target,0,ERLOTINIB
NEW00721,CDK13,0.833482,Drug-target,0,ERLOTINIB
NEW00721,CDK12,0.833102,Drug-target,0,ERLOTINIB
NEW00721,CDK8,0.83082,Drug-target,0,ERLOTINIB
NEW00721,CDK3,0.830138,Drug-target,0,ERLOTINIB
NEW00721,RPS6KA1,0.829212,Drug-target,0,ERLOTINIB
NEW00721,CDK4,0.829191,Drug-target,0,ERLOTINIB
NEW00721,SBK1,0.828645,Drug-target,0,ERLOTINIB
NEW00721,CDK11A,0.828337,Drug-target,0,ERLOTINIB
NEW00721,PIK3R4,0.828301,Drug-target,0,ERLOTINIB
NEW00721,ERBB4,0.827591,Drug-target,0,ERLOTINIB
NEW00721,CDK20,0.827533,Drug-target,0,ERLOTINIB
NEW00721,CDK2,0.827088,Drug-target,0,ERLOTINIB
NEW00721,CDK1,0.825767,Drug-target,0,ERLOTINIB
NEW00721,RPS6KA3,0.825143,Drug-target,0,ERLOTINIB
NEW00721,RPS6KA2,0.825143,Drug-target,0,ERLOTINIB
NEW00721,TRIB3,0.824404,Drug-target,0,ERLOTINIB
NEW00721,CDKL3,0.822,Drug-target,0,ERLOTINIB
NEW00721,CDK14,0.819122,Drug-target,0,ERLOTINIB
NEW00721,LATS2,0.817902,Drug-target,0,ERLOTINIB
NEW00721,LATS1,0.817902,Drug-target,0,ERLOTINIB
NEW00721,CDKL4,0.814249,Drug-target,0,ERLOTINIB
NEW00721,CDKL1,0.81422,Drug-target,0,ERLOTINIB
NEW00721,CDKL2,0.812914,Drug-target,0,ERLOTINIB
NEW00721,CAMKK1,0.811263,Drug-target,0,ERLOTINIB
NEW00721,FYN,0.81038,Drug-target,0,ERLOTINIB
NEW00721,CSNK2A2,0.802788,Drug-target,0,ERLOTINIB
NEW00721,EGFR,0.802595,Drug-target,0,ERLOTINIB
NEW00721,ERBB2,0.800729,Drug-target,0,ERLOTINIB
NEW00721,RPS6KB2,0.796917,Drug-target,0,ERLOTINIB
NEW00721,RPS6KB1,0.796917,Drug-target,0,ERLOTINIB
NEW00721,MAST1,0.792475,Drug-target,0,ERLOTINIB
NEW00721,PRKG1,0.791678,Drug-target,0,ERLOTINIB
NEW00721,MAPK11,0.791333,Drug-target,0,ERLOTINIB
NEW00721,MAST2,0.787135,Drug-target,0,ERLOTINIB
NEW00721,MAPK13,0.786927,Drug-target,0,ERLOTINIB
NEW00721,CSNK2A1,0.786798,Drug-target,0,ERLOTINIB
NEW00721,PRKACB,0.781458,Drug-target,0,ERLOTINIB
NEW00721,PRKACA,0.781458,Drug-target,0,ERLOTINIB
NEW00721,MAST3,0.776872,Drug-target,0,ERLOTINIB
NEW00721,STK32A,0.7767,Drug-target,0,ERLOTINIB
NEW00721,STK32B,0.771863,Drug-target,0,ERLOTINIB
NEW00721,STK32C,0.767392,Drug-target,0,ERLOTINIB
NEW00721,AKT2,0.766696,Drug-target,0,ERLOTINIB
NEW00721,SGK3,0.761999,Drug-target,0,ERLOTINIB
NEW00721,SGK2,0.761999,Drug-target,0,ERLOTINIB
NEW00721,PKN3,0.760979,Drug-target,0,ERLOTINIB
NEW00721,SGK1,0.760826,Drug-target,0,ERLOTINIB
NEW00721,CTTN,0.758596,Drug-target,0,ERLOTINIB
NEW00721,AKT1,0.756942,Drug-target,0,ERLOTINIB
NEW00721,AKT3,0.75578,Drug-target,0,ERLOTINIB
NEW00721,PKN2,0.742579,Drug-target,0,ERLOTINIB
NEW00721,PKN1,0.741641,Drug-target,0,ERLOTINIB
NEW00721,SH2B3,0.700993,Drug-target,0,ERLOTINIB
NEW00723,SIGMAR1,0.885143,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR2M3,0.873341,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR2M2,0.864273,Drug-target,0,TRIFLUPERIDOL
NEW00723,NPC1L1,0.862895,Drug-target,0,TRIFLUPERIDOL
NEW00723,MFSD11,0.855958,Drug-target,0,TRIFLUPERIDOL
NEW00723,OPRL1,0.843445,Drug-target,0,TRIFLUPERIDOL
NEW00723,OPRK1,0.843445,Drug-target,0,TRIFLUPERIDOL
NEW00723,OPRM1,0.841201,Drug-target,0,TRIFLUPERIDOL
NEW00723,OPRD1,0.841201,Drug-target,0,TRIFLUPERIDOL
NEW00723,GPR137,0.839433,Drug-target,0,TRIFLUPERIDOL
NEW00723,KISS1R,0.836269,Drug-target,0,TRIFLUPERIDOL
NEW00723,NPBWR1,0.83176,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR51D1,0.829779,Drug-target,0,TRIFLUPERIDOL
NEW00723,NPBWR2,0.827109,Drug-target,0,TRIFLUPERIDOL
NEW00723,DPP6,0.806684,Drug-target,0,TRIFLUPERIDOL
NEW00723,LARP1,0.806649,Drug-target,0,TRIFLUPERIDOL
NEW00723,TRHR,0.801682,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR10H5,0.794656,Drug-target,0,TRIFLUPERIDOL
NEW00723,GPR39,0.791204,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR13C4,0.791147,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR52H1,0.790889,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A6,0.782671,Drug-target,0,TRIFLUPERIDOL
NEW00723,VN1R5,0.7813,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A17,0.779521,Drug-target,0,TRIFLUPERIDOL
NEW00723,TMEM64,0.778128,Drug-target,0,TRIFLUPERIDOL
NEW00723,SSTR3,0.776112,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC22A1,0.775695,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC18A2,0.775695,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A3,0.775164,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A16,0.775085,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A4,0.774547,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR51M1,0.773736,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A15,0.772172,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A2,0.771368,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A5,0.770708,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A7,0.769818,Drug-target,0,TRIFLUPERIDOL
NEW00723,SSTR4,0.76887,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A13,0.764844,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR2A1,0.764091,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A20,0.764033,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A8,0.758538,Drug-target,0,TRIFLUPERIDOL
NEW00723,GPR183,0.757048,Drug-target,0,TRIFLUPERIDOL
NEW00723,CLDN10,0.756156,Drug-target,0,TRIFLUPERIDOL
NEW00723,SSTR2,0.753809,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A11,0.751415,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR12D2,0.750242,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR1I1,0.749549,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A14,0.740725,Drug-target,0,TRIFLUPERIDOL
NEW00723,PTGDR2,0.732687,Drug-target,0,TRIFLUPERIDOL
NEW00723,GPR20,0.732523,Drug-target,0,TRIFLUPERIDOL
NEW00723,OR52A1,0.731749,Drug-target,0,TRIFLUPERIDOL
NEW00723,GALR1,0.725987,Drug-target,0,TRIFLUPERIDOL
NEW00723,SLC6A9,0.720319,Drug-target,0,TRIFLUPERIDOL
NEW00723,METTL7B,0.719791,Drug-target,0,TRIFLUPERIDOL
NEW00723,FFAR3,0.71633,Drug-target,0,TRIFLUPERIDOL
NEW00723,FPR1,0.712751,Drug-target,0,TRIFLUPERIDOL
NEW00723,SUCNR1,0.708691,Drug-target,0,TRIFLUPERIDOL
NEW00723,GNRHR,0.705898,Drug-target,0,TRIFLUPERIDOL
NEW00723,OXGR1,0.703962,Drug-target,0,TRIFLUPERIDOL
NEW00724,TMUB2,0.879319,Drug-target,0,CARBAMAZEPINE
NEW00725,P2RY2,0.885431,Drug-target,0,YOHIMBINE
NEW00725,GPR87,0.885417,Drug-target,0,YOHIMBINE
NEW00725,RXFP4,0.885384,Drug-target,0,YOHIMBINE
NEW00725,NTSR1,0.88537,Drug-target,0,YOHIMBINE
NEW00725,OR51Q1,0.885365,Drug-target,0,YOHIMBINE
NEW00725,OR2M2,0.885354,Drug-target,0,YOHIMBINE
NEW00725,OR6B1,0.885321,Drug-target,0,YOHIMBINE
NEW00725,OR2L8,0.88531,Drug-target,0,YOHIMBINE
NEW00725,SSTR3,0.885307,Drug-target,0,YOHIMBINE
NEW00725,GPR141,0.885302,Drug-target,0,YOHIMBINE
NEW00725,PTH1R,0.88529,Drug-target,0,YOHIMBINE
NEW00725,HCAR2,0.885292,Drug-target,0,YOHIMBINE
NEW00725,OPRM1,0.88525,Drug-target,0,YOHIMBINE
NEW00725,SSTR4,0.885253,Drug-target,0,YOHIMBINE
NEW00725,GPR27,0.885244,Drug-target,0,YOHIMBINE
NEW00725,CRHR2,0.885238,Drug-target,0,YOHIMBINE
NEW00725,GPR37,0.885234,Drug-target,0,YOHIMBINE
NEW00725,CRHR1,0.885215,Drug-target,0,YOHIMBINE
NEW00725,OR1I1,0.885211,Drug-target,0,YOHIMBINE
NEW00725,EDNRB,0.885197,Drug-target,0,YOHIMBINE
NEW00725,OR4F15,0.885159,Drug-target,0,YOHIMBINE
NEW00725,NMUR2,0.885153,Drug-target,0,YOHIMBINE
NEW00725,GPR85,0.885114,Drug-target,0,YOHIMBINE
NEW00725,OR13C5,0.885111,Drug-target,0,YOHIMBINE
NEW00725,FFAR4,0.885092,Drug-target,0,YOHIMBINE
NEW00725,GPR139,0.885084,Drug-target,0,YOHIMBINE
NEW00725,MAS1,0.885081,Drug-target,0,YOHIMBINE
NEW00725,GDPD4,0.885063,Drug-target,0,YOHIMBINE
NEW00725,MRGPRF,0.885062,Drug-target,0,YOHIMBINE
NEW00725,GPR39,0.88503,Drug-target,0,YOHIMBINE
NEW00725,GHSR,0.885029,Drug-target,0,YOHIMBINE
NEW00725,OR2K2,0.885021,Drug-target,0,YOHIMBINE
NEW00725,PODXL,0.885014,Drug-target,0,YOHIMBINE
NEW00725,OR2C3,0.885013,Drug-target,0,YOHIMBINE
NEW00725,HCRTR2,0.884929,Drug-target,0,YOHIMBINE
NEW00725,OR2A7,0.884897,Drug-target,0,YOHIMBINE
NEW00725,OR4P4,0.884895,Drug-target,0,YOHIMBINE
NEW00725,NPFFR2,0.884874,Drug-target,0,YOHIMBINE
NEW00725,OR7G2,0.884845,Drug-target,0,YOHIMBINE
NEW00725,MRGPRD,0.884839,Drug-target,0,YOHIMBINE
NEW00725,P2RY12,0.884833,Drug-target,0,YOHIMBINE
NEW00725,NPY1R,0.884824,Drug-target,0,YOHIMBINE
NEW00725,FFAR2,0.88481,Drug-target,0,YOHIMBINE
NEW00725,PTGER1,0.884769,Drug-target,0,YOHIMBINE
NEW00725,PTGDR2,0.88474,Drug-target,0,YOHIMBINE
NEW00725,OR5H1,0.884743,Drug-target,0,YOHIMBINE
NEW00725,NPSR1,0.884739,Drug-target,0,YOHIMBINE
NEW00725,NMUR1,0.884718,Drug-target,0,YOHIMBINE
NEW00725,LGR5,0.884713,Drug-target,0,YOHIMBINE
NEW00725,OR51L1,0.884712,Drug-target,0,YOHIMBINE
NEW00725,PTPRJ,0.884515,Drug-target,0,YOHIMBINE
NEW00725,OR2A1,0.883791,Drug-target,0,YOHIMBINE
NEW00725,ACKR4,0.883672,Drug-target,0,YOHIMBINE
NEW00725,SLC6A2,0.883468,Drug-target,0,YOHIMBINE
NEW00725,SLC6A15,0.883435,Drug-target,0,YOHIMBINE
NEW00725,OR1J2,0.883212,Drug-target,0,YOHIMBINE
NEW00725,HCAR3,0.883202,Drug-target,0,YOHIMBINE
NEW00725,OR1E1,0.88318,Drug-target,0,YOHIMBINE
NEW00725,GPR142,0.882917,Drug-target,0,YOHIMBINE
NEW00725,SSTR5,0.882816,Drug-target,0,YOHIMBINE
NEW00725,OR13C4,0.882629,Drug-target,0,YOHIMBINE
NEW00725,FZD10,0.882597,Drug-target,0,YOHIMBINE
NEW00725,OR1N2,0.882527,Drug-target,0,YOHIMBINE
NEW00725,OR51D1,0.88241,Drug-target,0,YOHIMBINE
NEW00725,NPBWR2,0.882403,Drug-target,0,YOHIMBINE
NEW00725,SLC6A3,0.882024,Drug-target,0,YOHIMBINE
NEW00725,SLC6A4,0.881737,Drug-target,0,YOHIMBINE
NEW00725,OR52A1,0.881587,Drug-target,0,YOHIMBINE
NEW00725,FFAR3,0.881397,Drug-target,0,YOHIMBINE
NEW00725,BDKRB2,0.881031,Drug-target,0,YOHIMBINE
NEW00725,OR51E2,0.880746,Drug-target,0,YOHIMBINE
NEW00725,SLC6A20,0.880621,Drug-target,0,YOHIMBINE
NEW00725,SLC6A7,0.880011,Drug-target,0,YOHIMBINE
NEW00725,BDKRB1,0.879704,Drug-target,0,YOHIMBINE
NEW00725,OR2AT4,0.879693,Drug-target,0,YOHIMBINE
NEW00725,GPR50,0.879463,Drug-target,0,YOHIMBINE
NEW00725,QRFPR,0.879124,Drug-target,0,YOHIMBINE
NEW00725,UTS2R,0.879036,Drug-target,0,YOHIMBINE
NEW00725,GPR151,0.878,Drug-target,0,YOHIMBINE
NEW00725,TMEM116,0.878891,Drug-target,0,YOHIMBINE
NEW00725,NPBWR1,0.878725,Drug-target,0,YOHIMBINE
NEW00725,OR10H5,0.878685,Drug-target,0,YOHIMBINE
NEW00725,SLC6A17,0.878321,Drug-target,0,YOHIMBINE
NEW00725,GPR20,0.878071,Drug-target,0,YOHIMBINE
NEW00725,SLC6A14,0.878011,Drug-target,0,YOHIMBINE
NEW00725,SLC6A16,0.877915,Drug-target,0,YOHIMBINE
NEW00725,PTGER3,0.877544,Drug-target,0,YOHIMBINE
NEW00725,OR5AN1,0.877265,Drug-target,0,YOHIMBINE
NEW00725,NPFFR1,0.877179,Drug-target,0,YOHIMBINE
NEW00725,OPRD1,0.877129,Drug-target,0,YOHIMBINE
NEW00725,NPY2R,0.876891,Drug-target,0,YOHIMBINE
NEW00725,GNRHR,0.876604,Drug-target,0,YOHIMBINE
NEW00725,FZD4,0.876132,Drug-target,0,YOHIMBINE
NEW00725,P2RY11,0.875799,Drug-target,0,YOHIMBINE
NEW00725,OR10Z1,0.875795,Drug-target,0,YOHIMBINE
NEW00725,FSHR,0.875119,Drug-target,0,YOHIMBINE
NEW00725,AVPR2,0.874761,Drug-target,0,YOHIMBINE
NEW00725,OR14I1,0.874729,Drug-target,0,YOHIMBINE
NEW00725,SLC6A13,0.8743,Drug-target,0,YOHIMBINE
NEW00725,SLC6A11,0.874273,Drug-target,0,YOHIMBINE
NEW00725,FPR2,0.874088,Drug-target,0,YOHIMBINE
NEW00725,GPR82,0.874042,Drug-target,0,YOHIMBINE
NEW00725,EDNRA,0.874018,Drug-target,0,YOHIMBINE
NEW00725,ACKR1,0.873526,Drug-target,0,YOHIMBINE
NEW00725,C5AR1,0.873523,Drug-target,0,YOHIMBINE
NEW00725,OR1J4,0.873196,Drug-target,0,YOHIMBINE
NEW00725,SLC6A6,0.873194,Drug-target,0,YOHIMBINE
NEW00725,GPR173,0.872685,Drug-target,0,YOHIMBINE
NEW00725,LGR4,0.872626,Drug-target,0,YOHIMBINE
NEW00725,PCDHGA11,0.872543,Drug-target,0,YOHIMBINE
NEW00725,LTB4R2,0.87218,Drug-target,0,YOHIMBINE
NEW00725,SUSD5,0.871695,Drug-target,0,YOHIMBINE
NEW00725,HAPLN3,0.871695,Drug-target,0,YOHIMBINE
NEW00725,OR52I1,0.871286,Drug-target,0,YOHIMBINE
NEW00725,HCRTR1,0.870083,Drug-target,0,YOHIMBINE
NEW00725,SLC6A8,0.868667,Drug-target,0,YOHIMBINE
NEW00725,GPR174,0.868583,Drug-target,0,YOHIMBINE
NEW00725,USP25,0.868508,Drug-target,0,YOHIMBINE
NEW00725,CCR10,0.868444,Drug-target,0,YOHIMBINE
NEW00725,BTN2A2,0.868365,Drug-target,0,YOHIMBINE
NEW00725,OR2M3,0.868274,Drug-target,0,YOHIMBINE
NEW00725,OXER1,0.868205,Drug-target,0,YOHIMBINE
NEW00725,OR51M1,0.867815,Drug-target,0,YOHIMBINE
NEW00725,F2RL3,0.867031,Drug-target,0,YOHIMBINE
NEW00725,TAS2R39,0.866805,Drug-target,0,YOHIMBINE
NEW00725,NAMPT,0.866506,Drug-target,0,YOHIMBINE
NEW00725,SSTR1,0.865988,Drug-target,0,YOHIMBINE
NEW00725,AVPR1A,0.865983,Drug-target,0,YOHIMBINE
NEW00725,PROKR2,0.864114,Drug-target,0,YOHIMBINE
NEW00725,SLC6A1,0.862525,Drug-target,0,YOHIMBINE
NEW00725,P2RY6,0.862163,Drug-target,0,YOHIMBINE
NEW00725,TACR2,0.862146,Drug-target,0,YOHIMBINE
NEW00725,OXGR1,0.860994,Drug-target,0,YOHIMBINE
NEW00725,SLC6A12,0.86022,Drug-target,0,YOHIMBINE
NEW00725,PROKR1,0.85938,Drug-target,0,YOHIMBINE
NEW00725,GALR1,0.858815,Drug-target,0,YOHIMBINE
NEW00725,CLDN10,0.858734,Drug-target,0,YOHIMBINE
NEW00725,CXCR3,0.857688,Drug-target,0,YOHIMBINE
NEW00725,MCHR1,0.857086,Drug-target,0,YOHIMBINE
NEW00725,SSTR2,0.855489,Drug-target,0,YOHIMBINE
NEW00725,NTSR2,0.853801,Drug-target,0,YOHIMBINE
NEW00725,FPR1,0.851743,Drug-target,0,YOHIMBINE
NEW00725,PTGFR,0.850557,Drug-target,0,YOHIMBINE
NEW00725,PGR,0.8504,Drug-target,0,YOHIMBINE
NEW00725,MCHR2,0.841277,Drug-target,0,YOHIMBINE
NEW00725,ADRB1,0.839555,Drug-target,0,YOHIMBINE
NEW00725,KCNH1,0.837613,Drug-target,0,YOHIMBINE
NEW00725,KCNH5,0.835702,Drug-target,0,YOHIMBINE
NEW00725,ADRB2,0.834293,Drug-target,0,YOHIMBINE
NEW00725,F2RL1,0.8341,Drug-target,0,YOHIMBINE
NEW00725,GPR137,0.830475,Drug-target,0,YOHIMBINE
NEW00725,VN1R5,0.825373,Drug-target,0,YOHIMBINE
NEW00725,OR10K1,0.822416,Drug-target,0,YOHIMBINE
NEW00725,MCOLN2,0.82215,Drug-target,0,YOHIMBINE
NEW00725,OR52H1,0.82098,Drug-target,0,YOHIMBINE
NEW00725,OPRL1,0.815411,Drug-target,0,YOHIMBINE
NEW00725,OPRK1,0.815411,Drug-target,0,YOHIMBINE
NEW00725,KISS1R,0.81155,Drug-target,0,YOHIMBINE
NEW00725,OR10G4,0.790479,Drug-target,0,YOHIMBINE
NEW00725,OR3A3,0.786123,Drug-target,0,YOHIMBINE
NEW00725,OR3A2,0.786123,Drug-target,0,YOHIMBINE
NEW00725,SCN2A,0.781315,Drug-target,0,YOHIMBINE
NEW00725,SLC16A13,0.780805,Drug-target,0,YOHIMBINE
NEW00725,OR6A2,0.780698,Drug-target,0,YOHIMBINE
NEW00725,OR8G1,0.776384,Drug-target,0,YOHIMBINE
NEW00725,SLC18B1,0.776047,Drug-target,0,YOHIMBINE
NEW00725,OR4D1,0.775853,Drug-target,0,YOHIMBINE
NEW00725,GPR153,0.767633,Drug-target,0,YOHIMBINE
NEW00725,OR4D9,0.765713,Drug-target,0,YOHIMBINE
NEW00725,OR1K1,0.765713,Drug-target,0,YOHIMBINE
NEW00725,OR1J1,0.762856,Drug-target,0,YOHIMBINE
NEW00725,GALR2,0.738989,Drug-target,0,YOHIMBINE
NEW00725,PCDHGA7,0.718618,Drug-target,0,YOHIMBINE
NEW00725,P2RY4,0.701451,Drug-target,0,YOHIMBINE
NEW00726,TXLNG,1.0,Drug-target,0,VALPROIC ACID
NEW00726,TMED3,1.0,Drug-target,0,VALPROIC ACID
NEW00726,TLR4,1.0,Drug-target,0,VALPROIC ACID
NEW00726,SPAST,1.0,Drug-target,0,VALPROIC ACID
NEW00726,SNPH,1.0,Drug-target,0,VALPROIC ACID
NEW00726,SESTD1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,SELENON,1.0,Drug-target,0,VALPROIC ACID
NEW00726,RCVRN,1.0,Drug-target,0,VALPROIC ACID
NEW00726,PPP3R1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,PPP3CB,1.0,Drug-target,0,VALPROIC ACID
NEW00726,PLA2G12B,1.0,Drug-target,0,VALPROIC ACID
NEW00726,PCSK6,1.0,Drug-target,0,VALPROIC ACID
NEW00726,PCSK4,1.0,Drug-target,0,VALPROIC ACID
NEW00726,MXD1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,MBD2,1.0,Drug-target,0,VALPROIC ACID
NEW00726,LY96,1.0,Drug-target,0,VALPROIC ACID
NEW00726,LY86,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HPCAL1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HPCA,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HNF4G,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HNF4A,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HMGCS2,1.0,Drug-target,0,VALPROIC ACID
NEW00726,HMGCS1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,GUCA1A,1.0,Drug-target,0,VALPROIC ACID
NEW00726,FURIN,1.0,Drug-target,0,VALPROIC ACID
NEW00726,FABP6,1.0,Drug-target,0,VALPROIC ACID
NEW00726,FABP1,1.0,Drug-target,0,VALPROIC ACID
NEW00726,DBI,1.0,Drug-target,0,VALPROIC ACID
NEW00726,CDK5RAP3,1.0,Drug-target,0,VALPROIC ACID
NEW00726,CCDC13,1.0,Drug-target,0,VALPROIC ACID
NEW00726,ACBD7,1.0,Drug-target,0,VALPROIC ACID
NEW00726,ACBD6,1.0,Drug-target,0,VALPROIC ACID
NEW00726,ACBD5,1.0,Drug-target,0,VALPROIC ACID
NEW00726,ACBD4,1.0,Drug-target,0,VALPROIC ACID
NEW00726,ACBD3,1.0,Drug-target,0,VALPROIC ACID
NEW00726,OCLN,0.96634,Drug-target,0,VALPROIC ACID
NEW00726,BCL6B,0.96634,Drug-target,0,VALPROIC ACID
NEW00726,CTAGE6,0.938482,Drug-target,0,VALPROIC ACID
NEW00726,OR8H1,0.937231,Drug-target,0,VALPROIC ACID
NEW00726,TRPV3,0.936508,Drug-target,0,VALPROIC ACID
NEW00726,TRPM8,0.936508,Drug-target,0,VALPROIC ACID
NEW00726,RGS4,0.936508,Drug-target,0,VALPROIC ACID
NEW00726,EVI5,0.936467,Drug-target,0,VALPROIC ACID
NEW00726,TMEM43,0.932014,Drug-target,0,VALPROIC ACID
NEW00726,MAD1L1,0.930163,Drug-target,0,VALPROIC ACID
NEW00726,TRAPPC3,0.918438,Drug-target,0,VALPROIC ACID
NEW00726,SMG7,0.917805,Drug-target,0,VALPROIC ACID
NEW00726,TRIP11,0.917377,Drug-target,0,VALPROIC ACID
NEW00726,TMED5,0.913695,Drug-target,0,VALPROIC ACID
NEW00726,JAKMIP2,0.912876,Drug-target,0,VALPROIC ACID
NEW00726,TRAPPC6B,0.900131,Drug-target,0,VALPROIC ACID
NEW00726,TRAPPC6A,0.900131,Drug-target,0,VALPROIC ACID
NEW00726,TRAPPC5,0.900131,Drug-target,0,VALPROIC ACID
NEW00726,TRAPPC3L,0.900131,Drug-target,0,VALPROIC ACID
NEW00726,IQGAP1,0.896587,Drug-target,0,VALPROIC ACID
NEW00726,PPL,0.896383,Drug-target,0,VALPROIC ACID
NEW00726,CMTM5,0.889671,Drug-target,0,VALPROIC ACID
NEW00726,SLC13A5,0.886247,Drug-target,0,VALPROIC ACID
NEW00726,RBFA,0.885429,Drug-target,0,VALPROIC ACID
NEW00726,GRPR,0.885427,Drug-target,0,VALPROIC ACID
NEW00726,RINT1,0.885398,Drug-target,0,VALPROIC ACID
NEW00726,PDP1,0.885395,Drug-target,0,VALPROIC ACID
NEW00726,PAICS,0.885365,Drug-target,0,VALPROIC ACID
NEW00726,GALR3,0.885365,Drug-target,0,VALPROIC ACID
NEW00726,ASPA,0.885365,Drug-target,0,VALPROIC ACID
NEW00726,ACY3,0.885365,Drug-target,0,VALPROIC ACID
NEW00726,ACY1,0.885365,Drug-target,0,VALPROIC ACID
NEW00726,NPBWR1,0.885354,Drug-target,0,VALPROIC ACID
NEW00726,NTSR1,0.885322,Drug-target,0,VALPROIC ACID
NEW00726,GPR182,0.885316,Drug-target,0,VALPROIC ACID
NEW00726,RNF121,0.885306,Drug-target,0,VALPROIC ACID
NEW00726,FPR1,0.885304,Drug-target,0,VALPROIC ACID
NEW00726,GPR173,0.885289,Drug-target,0,VALPROIC ACID
NEW00726,GHSR,0.885286,Drug-target,0,VALPROIC ACID
NEW00726,NPBWR2,0.885283,Drug-target,0,VALPROIC ACID
NEW00726,APH1B,0.885282,Drug-target,0,VALPROIC ACID
NEW00726,OR8B12,0.885273,Drug-target,0,VALPROIC ACID
NEW00726,KDELR3,0.885222,Drug-target,0,VALPROIC ACID
NEW00726,TSPAN31,0.8851,Drug-target,0,VALPROIC ACID
NEW00726,F2RL3,0.88518,Drug-target,0,VALPROIC ACID
NEW00726,GPR83,0.885136,Drug-target,0,VALPROIC ACID
NEW00726,GNG7,0.88512,Drug-target,0,VALPROIC ACID
NEW00726,GNG10,0.88512,Drug-target,0,VALPROIC ACID
