source,target,weight,interaction,addiction_status,compound_name
NEW03613,NPBWR1,0.720308,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,GPR68,0.719416,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,GPR34,0.717597,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,GPR39,0.716717,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,LTB4R2,0.712704,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,PTGDR2,0.710873,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,QRFPR,0.710275,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,PPARG,0.708468,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03613,OSBP2,0.708456,Drug-target,0,OMEGA-3-CARBOXYLIC ACIDS
NEW03622,TPO,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,PXDNL,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,PXDN,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,PTGS2,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,PTGS1,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,LPO,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,EPX,0.842688,Drug-target,0,BROMFENAC SODIUM
NEW03622,DUOX2,0.821684,Drug-target,0,BROMFENAC SODIUM
NEW03624,USP18,0.874664,Drug-target,0,PIVAMPICILLIN
NEW03624,MSC,0.794175,Drug-target,0,PIVAMPICILLIN
NEW03624,GSTA3,0.744867,Drug-target,0,PIVAMPICILLIN
NEW03627,TGS1,0.809015,Drug-target,0,OCTINOXATE
NEW03627,PUF60,0.792805,Drug-target,0,OCTINOXATE
NEW03627,LRRFIP1,0.792805,Drug-target,0,OCTINOXATE
NEW03633,TCOF1,0.814717,Drug-target,0,DICHLOROBENZYL ALCOHOL
NEW03633,NTF4,0.803785,Drug-target,0,DICHLOROBENZYL ALCOHOL
NEW03633,NTF3,0.803785,Drug-target,0,DICHLOROBENZYL ALCOHOL
NEW03633,NGF,0.803785,Drug-target,0,DICHLOROBENZYL ALCOHOL
NEW03633,BDNF,0.803785,Drug-target,0,DICHLOROBENZYL ALCOHOL
NEW03663,MYO7A,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO6,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO5C,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO5B,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO5A,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO1D,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO1C,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO1B,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO1A,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO19,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYO16,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH9,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH3,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH2,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH15,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH14,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,MYH11,0.841689,Drug-target,0,ABEMACICLIB
NEW03663,ABL1,0.779306,Drug-target,0,ABEMACICLIB
NEW03672,KCNK9,0.867051,Drug-target,0,DIFEMERINE HYDROCHLORIDE
NEW03672,KCNK3,0.867051,Drug-target,0,DIFEMERINE HYDROCHLORIDE
NEW03674,SLC24A5,1.0,Drug-target,0,MONOCTANOIN
NEW03674,OR52A1,1.0,Drug-target,0,MONOCTANOIN
NEW03674,C5orf46,1.0,Drug-target,0,MONOCTANOIN
NEW03674,DPY19L2,0.943371,Drug-target,0,MONOCTANOIN
NEW03674,P2RY13,0.94245,Drug-target,0,MONOCTANOIN
NEW03674,P2RY8,0.941453,Drug-target,0,MONOCTANOIN
NEW03674,GPR20,0.941328,Drug-target,0,MONOCTANOIN
NEW03674,P2RY1,0.940933,Drug-target,0,MONOCTANOIN
NEW03674,RASSF1,0.940247,Drug-target,0,MONOCTANOIN
NEW03674,OR5AS1,0.938749,Drug-target,0,MONOCTANOIN
NEW03674,P2RY4,0.93866,Drug-target,0,MONOCTANOIN
NEW03674,SLC16A14,0.936566,Drug-target,0,MONOCTANOIN
NEW03674,GPR18,0.933358,Drug-target,0,MONOCTANOIN
NEW03674,GPR17,0.931177,Drug-target,0,MONOCTANOIN
NEW03674,F2RL2,0.930406,Drug-target,0,MONOCTANOIN
NEW03674,GPR171,0.92746,Drug-target,0,MONOCTANOIN
NEW03674,GPR25,0.92459,Drug-target,0,MONOCTANOIN
NEW03674,CYSLTR1,0.915875,Drug-target,0,MONOCTANOIN
NEW03674,GPR35,0.915802,Drug-target,0,MONOCTANOIN
NEW03674,GPR37,0.913041,Drug-target,0,MONOCTANOIN
NEW03674,LPAR6,0.907535,Drug-target,0,MONOCTANOIN
NEW03674,RHD,0.907447,Drug-target,0,MONOCTANOIN
NEW03674,CCR10,0.904426,Drug-target,0,MONOCTANOIN
NEW03674,OR2AT4,0.902167,Drug-target,0,MONOCTANOIN
NEW03674,NMBR,0.901067,Drug-target,0,MONOCTANOIN
NEW03674,PMP22,0.895739,Drug-target,0,MONOCTANOIN
NEW03674,ACKR3,0.893439,Drug-target,0,MONOCTANOIN
NEW03674,CACNA1S,0.892139,Drug-target,0,MONOCTANOIN
NEW03674,MRGPRF,0.890066,Drug-target,0,MONOCTANOIN
NEW03674,DGKE,0.888406,Drug-target,0,MONOCTANOIN
NEW03674,CX3CR1,0.886699,Drug-target,0,MONOCTANOIN
NEW03674,MBOAT7,0.886336,Drug-target,0,MONOCTANOIN
NEW03674,CYB561D2,0.886002,Drug-target,0,MONOCTANOIN
NEW03674,SLC24A3,0.885758,Drug-target,0,MONOCTANOIN
NEW03674,OR6B1,0.88543,Drug-target,0,MONOCTANOIN
NEW03674,OR8H1,0.885399,Drug-target,0,MONOCTANOIN
NEW03674,SLC29A4,0.885387,Drug-target,0,MONOCTANOIN
NEW03674,SLC18B1,0.885307,Drug-target,0,MONOCTANOIN
NEW03674,PRPH2,0.885287,Drug-target,0,MONOCTANOIN
NEW03674,PRKCZ,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,PRKCI,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,PARD6G,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,PARD6B,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,PARD6A,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,NEDD8,0.885271,Drug-target,0,MONOCTANOIN
NEW03674,PSEN2,0.885228,Drug-target,0,MONOCTANOIN
NEW03674,OR10H5,0.885222,Drug-target,0,MONOCTANOIN
NEW03674,ABI1,0.885215,Drug-target,0,MONOCTANOIN
NEW03674,SLC6A3,0.885207,Drug-target,0,MONOCTANOIN
NEW03674,ANO6,0.88519,Drug-target,0,MONOCTANOIN
NEW03674,UBL5,0.88514,Drug-target,0,MONOCTANOIN
NEW03674,TMED3,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,SPAST,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,SNPH,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,SELENON,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,RCVRN,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,PPP3R1,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,PPP3CB,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,PLA2G12B,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,PCSK6,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,PCSK4,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,HPCAL1,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,HPCA,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,HNF4G,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,HNF4A,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,GUCA1A,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,FURIN,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,DBI,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,ACBD7,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,ACBD6,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,ACBD5,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,ACBD4,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,ACBD3,0.885093,Drug-target,0,MONOCTANOIN
NEW03674,OR5H1,0.884997,Drug-target,0,MONOCTANOIN
NEW03674,SLC48A1,0.884987,Drug-target,0,MONOCTANOIN
NEW03674,PPP2R1B,0.884934,Drug-target,0,MONOCTANOIN
NEW03674,PPP2R1A,0.884934,Drug-target,0,MONOCTANOIN
NEW03674,NOP14,0.884934,Drug-target,0,MONOCTANOIN
NEW03674,BTAF1,0.884934,Drug-target,0,MONOCTANOIN
NEW03674,PRKCH,0.884924,Drug-target,0,MONOCTANOIN
NEW03674,PRKCE,0.884924,Drug-target,0,MONOCTANOIN
NEW03674,APH1A,0.884863,Drug-target,0,MONOCTANOIN
NEW03674,GPR156,0.88483,Drug-target,0,MONOCTANOIN
NEW03674,OR52H1,0.884784,Drug-target,0,MONOCTANOIN
NEW03674,KCNK9,0.884777,Drug-target,0,MONOCTANOIN
NEW03674,CCR1,0.884775,Drug-target,0,MONOCTANOIN
NEW03674,PTX4,0.88473,Drug-target,0,MONOCTANOIN
NEW03674,PAPPA2,0.88473,Drug-target,0,MONOCTANOIN
NEW03674,NRXN1,0.88473,Drug-target,0,MONOCTANOIN
NEW03674,NPTX2,0.88473,Drug-target,0,MONOCTANOIN
NEW03674,CLSTN2,0.88473,Drug-target,0,MONOCTANOIN
NEW03674,KCNK17,0.884726,Drug-target,0,MONOCTANOIN
NEW03674,XPR1,0.88471,Drug-target,0,MONOCTANOIN
NEW03674,LRRC8C,0.884705,Drug-target,0,MONOCTANOIN
NEW03674,SUCNR1,0.884552,Drug-target,0,MONOCTANOIN
NEW03674,NOTCH4,0.884477,Drug-target,0,MONOCTANOIN
NEW03674,ETFDH,0.884422,Drug-target,0,MONOCTANOIN
NEW03674,MFSD10,0.884047,Drug-target,0,MONOCTANOIN
NEW03674,CXCR4,0.88396,Drug-target,0,MONOCTANOIN
NEW03674,SLC46A3,0.883646,Drug-target,0,MONOCTANOIN
NEW03674,ADAMTSL5,0.88361,Drug-target,0,MONOCTANOIN
NEW03674,GABRB1,0.883192,Drug-target,0,MONOCTANOIN
NEW03674,CCR5,0.882719,Drug-target,0,MONOCTANOIN
NEW03674,ZNF384,0.882671,Drug-target,0,MONOCTANOIN
NEW03674,FFAR3,0.882476,Drug-target,0,MONOCTANOIN
NEW03674,CYSLTR2,0.882397,Drug-target,0,MONOCTANOIN
NEW03674,STAC,0.882333,Drug-target,0,MONOCTANOIN
NEW03674,PAQR5,0.882257,Drug-target,0,MONOCTANOIN
NEW03674,SLC30A5,0.882213,Drug-target,0,MONOCTANOIN
NEW03674,GPR55,0.8819,Drug-target,0,MONOCTANOIN
NEW03674,LPAR5,0.881996,Drug-target,0,MONOCTANOIN
NEW03674,SLC16A5,0.881927,Drug-target,0,MONOCTANOIN
NEW03674,TRPC1,0.881752,Drug-target,0,MONOCTANOIN
NEW03674,BDNF,0.881752,Drug-target,0,MONOCTANOIN
NEW03674,TLR4,0.881695,Drug-target,0,MONOCTANOIN
NEW03674,MXD1,0.881695,Drug-target,0,MONOCTANOIN
NEW03674,LY96,0.881695,Drug-target,0,MONOCTANOIN
NEW03674,LY86,0.881695,Drug-target,0,MONOCTANOIN
NEW03674,F2RL3,0.881474,Drug-target,0,MONOCTANOIN
NEW03674,CCR4,0.881438,Drug-target,0,MONOCTANOIN
NEW03674,STAC3,0.881393,Drug-target,0,MONOCTANOIN
NEW03674,NTN3,0.881384,Drug-target,0,MONOCTANOIN
NEW03674,F2RL1,0.881298,Drug-target,0,MONOCTANOIN
NEW03674,SLC16A8,0.881254,Drug-target,0,MONOCTANOIN
NEW03674,SLC6A15,0.881177,Drug-target,0,MONOCTANOIN
NEW03674,FAXDC2,0.881153,Drug-target,0,MONOCTANOIN
NEW03674,ARHGAP24,0.88091,Drug-target,0,MONOCTANOIN
NEW03674,APOE,0.880683,Drug-target,0,MONOCTANOIN
NEW03674,ZDHHC7,0.879538,Drug-target,0,MONOCTANOIN
NEW03674,ADCYAP1R1,0.879508,Drug-target,0,MONOCTANOIN
NEW03674,SF3B1,0.879479,Drug-target,0,MONOCTANOIN
NEW03674,CCDC152,0.879347,Drug-target,0,MONOCTANOIN
NEW03674,SLC39A11,0.879233,Drug-target,0,MONOCTANOIN
NEW03674,SLC2A4,0.879085,Drug-target,0,MONOCTANOIN
NEW03674,SLC16A10,0.878687,Drug-target,0,MONOCTANOIN
NEW03674,KCNQ4,0.877899,Drug-target,0,MONOCTANOIN
NEW03674,TACR1,0.877496,Drug-target,0,MONOCTANOIN
NEW03674,ACKR2,0.877328,Drug-target,0,MONOCTANOIN
NEW03674,SLC9A5,0.877037,Drug-target,0,MONOCTANOIN
NEW03674,APOM,0.876612,Drug-target,0,MONOCTANOIN
NEW03674,SLC28A3,0.876606,Drug-target,0,MONOCTANOIN
NEW03674,RACGAP1,0.876564,Drug-target,0,MONOCTANOIN
NEW03674,SLC16A13,0.876116,Drug-target,0,MONOCTANOIN
NEW03674,KCNJ13,0.875203,Drug-target,0,MONOCTANOIN
NEW03674,OR2A5,0.875111,Drug-target,0,MONOCTANOIN
NEW03674,TOMM5,0.875009,Drug-target,0,MONOCTANOIN
NEW03674,IARS2,0.875009,Drug-target,0,MONOCTANOIN
NEW03674,SUMF1,0.874962,Drug-target,0,MONOCTANOIN
NEW03674,DPP6,0.874962,Drug-target,0,MONOCTANOIN
NEW03674,CEACAM8,0.874962,Drug-target,0,MONOCTANOIN
NEW03674,GNG8,0.874507,Drug-target,0,MONOCTANOIN
NEW03674,KCNJ9,0.874295,Drug-target,0,MONOCTANOIN
NEW03674,OR7G2,0.874189,Drug-target,0,MONOCTANOIN
NEW03674,ORM2,0.873907,Drug-target,0,MONOCTANOIN
NEW03674,MS4A15,0.87356,Drug-target,0,MONOCTANOIN
NEW03674,PTH1R,0.873375,Drug-target,0,MONOCTANOIN
NEW03674,IL21R,0.873241,Drug-target,0,MONOCTANOIN
NEW03674,SLC5A2,0.872973,Drug-target,0,MONOCTANOIN
NEW03674,IL9R,0.872882,Drug-target,0,MONOCTANOIN
NEW03674,HMGCS2,0.872597,Drug-target,0,MONOCTANOIN
NEW03674,HMGCS1,0.872597,Drug-target,0,MONOCTANOIN
NEW03674,RNF139,0.872389,Drug-target,0,MONOCTANOIN
NEW03674,GPR173,0.871557,Drug-target,0,MONOCTANOIN
NEW03674,SLC5A11,0.871268,Drug-target,0,MONOCTANOIN
NEW03674,STARD7,0.871241,Drug-target,0,MONOCTANOIN
NEW03674,STARD5,0.871241,Drug-target,0,MONOCTANOIN
NEW03674,STARD4,0.871241,Drug-target,0,MONOCTANOIN
NEW03674,PCTP,0.871241,Drug-target,0,MONOCTANOIN
NEW03674,ACOT11,0.871241,Drug-target,0,MONOCTANOIN
NEW03674,OR2M3,0.871051,Drug-target,0,MONOCTANOIN
NEW03674,OR1I1,0.871002,Drug-target,0,MONOCTANOIN
NEW03674,FFAR4,0.870641,Drug-target,0,MONOCTANOIN
NEW03674,MCHR2,0.87041,Drug-target,0,MONOCTANOIN
NEW03674,CCRL2,0.870064,Drug-target,0,MONOCTANOIN
NEW03674,OR6A2,0.869971,Drug-target,0,MONOCTANOIN
NEW03674,ADRB2,0.868981,Drug-target,0,MONOCTANOIN
NEW03674,LHFPL5,0.868872,Drug-target,0,MONOCTANOIN
NEW03674,GPR132,0.868812,Drug-target,0,MONOCTANOIN
NEW03674,GPR174,0.868696,Drug-target,0,MONOCTANOIN
NEW03674,FFAR2,0.868415,Drug-target,0,MONOCTANOIN
NEW03674,KCNN1,0.867826,Drug-target,0,MONOCTANOIN
NEW03674,SLCO1C1,0.867749,Drug-target,0,MONOCTANOIN
NEW03674,OR14I1,0.867415,Drug-target,0,MONOCTANOIN
NEW03674,FZD9,0.866045,Drug-target,0,MONOCTANOIN
NEW03674,DGKZ,0.864718,Drug-target,0,MONOCTANOIN
NEW03674,OR2AK2,0.864653,Drug-target,0,MONOCTANOIN
NEW03674,P2RY10,0.864587,Drug-target,0,MONOCTANOIN
NEW03674,SLC7A4,0.864152,Drug-target,0,MONOCTANOIN
NEW03674,HCAR3,0.863656,Drug-target,0,MONOCTANOIN
NEW03674,TACR3,0.863465,Drug-target,0,MONOCTANOIN
NEW03674,ATP6V0C,0.863312,Drug-target,0,MONOCTANOIN
NEW03674,GPR183,0.863257,Drug-target,0,MONOCTANOIN
NEW03674,CLDN11,0.863088,Drug-target,0,MONOCTANOIN
NEW03674,GPR87,0.862982,Drug-target,0,MONOCTANOIN
NEW03674,LPAR4,0.862375,Drug-target,0,MONOCTANOIN
NEW03674,ACKR1,0.86125,Drug-target,0,MONOCTANOIN
NEW03674,OXGR1,0.86108,Drug-target,0,MONOCTANOIN
NEW03674,CXCR3,0.860857,Drug-target,0,MONOCTANOIN
NEW03674,SLC7A14,0.860399,Drug-target,0,MONOCTANOIN
NEW03674,CCR6,0.860261,Drug-target,0,MONOCTANOIN
NEW03674,YAF2,0.859773,Drug-target,0,MONOCTANOIN
NEW03674,RYBP,0.859773,Drug-target,0,MONOCTANOIN
NEW03674,NAP1L5,0.859773,Drug-target,0,MONOCTANOIN
NEW03674,GABRP,0.859659,Drug-target,0,MONOCTANOIN
NEW03674,CERS1,0.858247,Drug-target,0,MONOCTANOIN
NEW03674,FZD4,0.858091,Drug-target,0,MONOCTANOIN
NEW03674,SLC26A1,0.856693,Drug-target,0,MONOCTANOIN
NEW03674,SEC14L5,0.856181,Drug-target,0,MONOCTANOIN
NEW03674,OR1E1,0.855419,Drug-target,0,MONOCTANOIN
NEW03674,GPR50,0.855107,Drug-target,0,MONOCTANOIN
NEW03674,STX5,0.85418,Drug-target,0,MONOCTANOIN
NEW03674,PTGER3,0.853999,Drug-target,0,MONOCTANOIN
NEW03674,SLC5A5,0.853907,Drug-target,0,MONOCTANOIN
NEW03674,TMEM168,0.853165,Drug-target,0,MONOCTANOIN
NEW03674,TSPO,0.852085,Drug-target,0,MONOCTANOIN
NEW03674,GAS6,0.851772,Drug-target,0,MONOCTANOIN
NEW03674,GPR68,0.851723,Drug-target,0,MONOCTANOIN
NEW03674,OR2T12,0.851672,Drug-target,0,MONOCTANOIN
NEW03674,TMEM144,0.851125,Drug-target,0,MONOCTANOIN
NEW03674,OR52I1,0.850713,Drug-target,0,MONOCTANOIN
NEW03674,ARHGEF2,0.850573,Drug-target,0,MONOCTANOIN
NEW03674,TMEM161A,0.849996,Drug-target,0,MONOCTANOIN
NEW03674,PRELID1,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,PITPNM2,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,PITPNM1,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,PITPNC1,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,PITPNB,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,PITPNA,0.849897,Drug-target,0,MONOCTANOIN
NEW03674,GPER1,0.848772,Drug-target,0,MONOCTANOIN
NEW03674,OR2T33,0.84867,Drug-target,0,MONOCTANOIN
NEW03674,PROK2,0.8484,Drug-target,0,MONOCTANOIN
NEW03674,POP5,0.8484,Drug-target,0,MONOCTANOIN
NEW03674,NPPB,0.8484,Drug-target,0,MONOCTANOIN
NEW03674,NDUFA11,0.8484,Drug-target,0,MONOCTANOIN
NEW03674,OR10Z1,0.84748,Drug-target,0,MONOCTANOIN
NEW03674,OR4E2,0.847002,Drug-target,0,MONOCTANOIN
NEW03674,CCR9,0.846015,Drug-target,0,MONOCTANOIN
NEW03674,STARD10,0.845839,Drug-target,0,MONOCTANOIN
NEW03674,ARHGAP8,0.845504,Drug-target,0,MONOCTANOIN
NEW03674,HHATL,0.84532,Drug-target,0,MONOCTANOIN
NEW03674,LHCGR,0.84507,Drug-target,0,MONOCTANOIN
NEW03674,RPE65,0.84463,Drug-target,0,MONOCTANOIN
NEW03674,OR1E2,0.844159,Drug-target,0,MONOCTANOIN
NEW03674,THPO,0.844093,Drug-target,0,MONOCTANOIN
NEW03674,SLC39A14,0.843506,Drug-target,0,MONOCTANOIN
NEW03674,NMUR1,0.843183,Drug-target,0,MONOCTANOIN
NEW03674,CMKLR1,0.842584,Drug-target,0,MONOCTANOIN
NEW03674,CHCHD7,0.841925,Drug-target,0,MONOCTANOIN
NEW03674,OR8D1,0.841695,Drug-target,0,MONOCTANOIN
NEW03674,CCDC34,0.841005,Drug-target,0,MONOCTANOIN
NEW03674,KCNJ12,0.840804,Drug-target,0,MONOCTANOIN
NEW03674,OR1K1,0.840774,Drug-target,0,MONOCTANOIN
NEW03674,APLNR,0.840685,Drug-target,0,MONOCTANOIN
NEW03674,BEND2,0.839979,Drug-target,0,MONOCTANOIN
NEW03674,COX11,0.839874,Drug-target,0,MONOCTANOIN
NEW03674,HIBCH,0.839873,Drug-target,0,MONOCTANOIN
NEW03674,CHRFAM7A,0.839066,Drug-target,0,MONOCTANOIN
NEW03674,MMRN1,0.838798,Drug-target,0,MONOCTANOIN
NEW03674,PEG10,0.838714,Drug-target,0,MONOCTANOIN
NEW03674,CERS5,0.838646,Drug-target,0,MONOCTANOIN
NEW03674,OR2L8,0.838408,Drug-target,0,MONOCTANOIN
NEW03674,P2RY2,0.838256,Drug-target,0,MONOCTANOIN
NEW03674,PLEKHG4,0.838067,Drug-target,0,MONOCTANOIN
NEW03674,DEF8,0.83794,Drug-target,0,MONOCTANOIN
NEW03674,SLC12A4,0.837912,Drug-target,0,MONOCTANOIN
NEW03674,NTSR2,0.837598,Drug-target,0,MONOCTANOIN
NEW03674,LGR5,0.837201,Drug-target,0,MONOCTANOIN
NEW03674,GPR139,0.836712,Drug-target,0,MONOCTANOIN
NEW03674,CLEC18A,0.836708,Drug-target,0,MONOCTANOIN
NEW03674,MRGPRX3,0.835979,Drug-target,0,MONOCTANOIN
NEW03674,SLC2A6,0.83515,Drug-target,0,MONOCTANOIN
NEW03674,SLC2A3,0.83515,Drug-target,0,MONOCTANOIN
NEW03674,SLC2A14,0.83515,Drug-target,0,MONOCTANOIN
NEW03674,TMTC4,0.834774,Drug-target,0,MONOCTANOIN
NEW03674,OR13D1,0.834228,Drug-target,0,MONOCTANOIN
NEW03674,SLC43A3,0.834059,Drug-target,0,MONOCTANOIN
NEW03674,ABCC2,0.834049,Drug-target,0,MONOCTANOIN
NEW03674,SIGLEC9,0.833877,Drug-target,0,MONOCTANOIN
NEW03674,NPY2R,0.833553,Drug-target,0,MONOCTANOIN
NEW03674,OR2G6,0.831769,Drug-target,0,MONOCTANOIN
NEW03674,P2RY6,0.831397,Drug-target,0,MONOCTANOIN
NEW03674,FSHR,0.82955,Drug-target,0,MONOCTANOIN
NEW03674,CLCNKA,0.829475,Drug-target,0,MONOCTANOIN
NEW03674,AGTR1,0.828215,Drug-target,0,MONOCTANOIN
NEW03674,SLC52A1,0.82816,Drug-target,0,MONOCTANOIN
NEW03674,OR2M5,0.827319,Drug-target,0,MONOCTANOIN
NEW03674,SP4,0.826306,Drug-target,0,MONOCTANOIN
NEW03674,NTF3,0.826184,Drug-target,0,MONOCTANOIN
NEW03674,SLC30A7,0.826182,Drug-target,0,MONOCTANOIN
NEW03674,SLC38A10,0.826112,Drug-target,0,MONOCTANOIN
NEW03674,SLC12A5,0.825881,Drug-target,0,MONOCTANOIN
NEW03674,LGR4,0.825762,Drug-target,0,MONOCTANOIN
NEW03674,MRPL32,0.824285,Drug-target,0,MONOCTANOIN
NEW03674,GPR82,0.82411,Drug-target,0,MONOCTANOIN
NEW03674,CALCR,0.82379,Drug-target,0,MONOCTANOIN
NEW03674,CXCR2,0.823088,Drug-target,0,MONOCTANOIN
NEW03674,HCRTR1,0.821861,Drug-target,0,MONOCTANOIN
NEW03674,FPR2,0.821404,Drug-target,0,MONOCTANOIN
NEW03674,PRLHR,0.821367,Drug-target,0,MONOCTANOIN
NEW03674,OR8B3,0.821259,Drug-target,0,MONOCTANOIN
NEW03674,GPR39,0.821216,Drug-target,0,MONOCTANOIN
NEW03674,RSPO3,0.82088,Drug-target,0,MONOCTANOIN
NEW03674,PIGF,0.820442,Drug-target,0,MONOCTANOIN
NEW03674,ASPH,0.820248,Drug-target,0,MONOCTANOIN
NEW03674,CXCR6,0.819969,Drug-target,0,MONOCTANOIN
NEW03674,DGKA,0.81954,Drug-target,0,MONOCTANOIN
NEW03674,CXCR1,0.819458,Drug-target,0,MONOCTANOIN
NEW03674,MRGPRD,0.81929,Drug-target,0,MONOCTANOIN
NEW03674,HCRTR2,0.819125,Drug-target,0,MONOCTANOIN
NEW03674,SLC5A7,0.818497,Drug-target,0,MONOCTANOIN
NEW03674,TACR2,0.817034,Drug-target,0,MONOCTANOIN
NEW03674,NTF4,0.815888,Drug-target,0,MONOCTANOIN
NEW03674,PTGFR,0.814961,Drug-target,0,MONOCTANOIN
NEW03674,CDC45,0.814911,Drug-target,0,MONOCTANOIN
NEW03674,SLC12A6,0.814761,Drug-target,0,MONOCTANOIN
NEW03674,LTB4R,0.814621,Drug-target,0,MONOCTANOIN
NEW03674,SLC26A6,0.81338,Drug-target,0,MONOCTANOIN
NEW03674,SLCO2B1,0.8131,Drug-target,0,MONOCTANOIN
NEW03674,SFRP2,0.812914,Drug-target,0,MONOCTANOIN
NEW03674,CCR7,0.811098,Drug-target,0,MONOCTANOIN
NEW03674,MAS1,0.811034,Drug-target,0,MONOCTANOIN
NEW03674,SLC8A2,0.810675,Drug-target,0,MONOCTANOIN
NEW03674,PTAFR,0.809447,Drug-target,0,MONOCTANOIN
NEW03674,TAF4B,0.809074,Drug-target,0,MONOCTANOIN
NEW03674,TAF6,0.80901,Drug-target,0,MONOCTANOIN
NEW03674,OR8B12,0.808988,Drug-target,0,MONOCTANOIN
NEW03674,AVPR2,0.808781,Drug-target,0,MONOCTANOIN
NEW03674,OR2H2,0.808764,Drug-target,0,MONOCTANOIN
NEW03674,RHCE,0.808137,Drug-target,0,MONOCTANOIN
NEW03674,OR4P4,0.806846,Drug-target,0,MONOCTANOIN
NEW03674,GPRC5B,0.806374,Drug-target,0,MONOCTANOIN
NEW03674,ACKR4,0.805608,Drug-target,0,MONOCTANOIN
NEW03674,P2RY12,0.804733,Drug-target,0,MONOCTANOIN
NEW03674,CACNA1A,0.804697,Drug-target,0,MONOCTANOIN
NEW03674,FZD6,0.804655,Drug-target,0,MONOCTANOIN
NEW03674,C11orf97,0.804381,Drug-target,0,MONOCTANOIN
NEW03674,PTGER1,0.804141,Drug-target,0,MONOCTANOIN
NEW03674,FZD5,0.803966,Drug-target,0,MONOCTANOIN
NEW03674,GPR182,0.80383,Drug-target,0,MONOCTANOIN
NEW03674,SLC5A3,0.803821,Drug-target,0,MONOCTANOIN
NEW03674,OR1L1,0.803495,Drug-target,0,MONOCTANOIN
NEW03674,RASGRP2,0.800921,Drug-target,0,MONOCTANOIN
NEW03674,SLC6A16,0.800622,Drug-target,0,MONOCTANOIN
NEW03674,SLC35C2,0.799426,Drug-target,0,MONOCTANOIN
NEW03674,GPR4,0.797717,Drug-target,0,MONOCTANOIN
NEW03674,NPY1R,0.797172,Drug-target,0,MONOCTANOIN
