pathway_id,pathway_name,mean_E_drug,mean_E_comp,frac_tilt_edrug,frac_tilt_ecomp,n_drugs_addictive,n_drugs_nonaddictive,n_add_p,n_non_p,n_add_drugs,n_non_drugs,p_value_drug,p_value_comp,FDR_drug,FDR_comp
KEGG:hsa_M00682,Notch signaling,0.5062893081761006,0.4992138364779874,0.75,0.75,74,138,2,3,74,138,4.7280163950659275e-08,0.0001372577739645578,1.2362820858445632e-07,0.00021476108598764864
KEGG:hsa_M00686,Toll-like receptor signaling,0.3191489361702128,0.5372340425531915,0.6524822695035462,0.6666666666666666,40,101,1,4,40,101,5.253106057442478e-07,6.639033831795296e-07,1.2269118893484296e-06,1.4754913964949137e-06
KEGG:hsa_M00691,DNA damage-induced cell cycle checkpoints,0.4583333333333333,0.4583333333333333,0.7291666666666666,0.7291666666666666,16,32,1,1,16,32,0.003279881112241928,0.003279881112241928,0.004519676172669377,0.003981929243290367
KEGG:hsa_M00692,Cell cycle - G1/S transition,0.45977011494252873,0.5873563218390805,0.7241379310344828,0.735632183908046,22,65,2,5,22,65,0.0009108631060863075,0.00040512490857373744,0.001356939848850737,0.0005843457290553644
KEGG:hsa_M00694,cGMP signaling,0.27898550724637683,0.5054347826086957,0.6304347826086957,0.6521739130434783,22,70,1,4,22,70,0.00038046761497146514,0.0003950167637656688,0.0006040142551044688,0.0005705215593379487
REACT:R-HSA-109581,Apoptosis,0.16955480417018878,0.14151233382002612,0.5739644970414202,0.6035502958579881,84,254,7,11,84,254,1.5714123668321581e-12,1.134063951444186e-12,7.076490985276843e-12,6.174978215613593e-12
REACT:R-HSA-109582,Hemostasis,0.42416224928104607,0.09870068672808995,0.7334710743801653,0.768595041322314,305,663,38,66,305,663,8.855603167323561e-53,3.7221033073080337e-35,1.1093655604156243e-50,1.930176429361166e-33
REACT:R-HSA-109606,Intrinsic Pathway for Apoptosis,0.598705501618123,0.2449838187702265,0.8009708737864077,0.8009708737864077,65,141,3,5,65,141,5.5726606604454445e-06,0.0012201801126036425,1.1393362596578372e-05,0.0016028662757845197
REACT:R-HSA-109688,Cleavage of Growing Transcript in the Termination Region,0.7977430555555555,0.7795138888888888,0.9010416666666666,0.890625,72,120,5,3,72,120,0.0003596207225289863,0.0004993568406115181,0.000572898677046177,0.0007071516247411485
REACT:R-HSA-109703,PKB-mediated events,0.6807511737089202,0.37989045383411585,0.8403755868544601,0.8403755868544601,79,134,2,12,79,134,1.1127353398707102e-06,2.51360444588262e-05,2.50138547853481e-06,4.4079150427796666e-05
REACT:R-HSA-109704,PI3K Cascade,0.64030131826742,0.28692493946731235,0.7853107344632768,0.8615819209039548,128,226,3,21,128,226,2.6133555723402503e-13,2.9846318115067863e-09,1.3288575567102822e-12,9.23370466684912e-09
REACT:R-HSA-111447,Activation of BAD and translocation to mitochondria,0.7708333333333334,0.7708333333333334,0.8854166666666666,0.8854166666666666,35,61,1,3,35,61,0.00807211183010564,0.00807211183010564,0.010685273873088926,0.009224060632723024
REACT:R-HSA-111885,Opioid Signalling,0.7956529299252304,0.17113136334345946,0.917057902973396,0.917057902973396,236,403,17,11,236,403,1.935551341616702e-14,1.0802023348658075e-10,1.14965075377061e-13,4.3089389841350346e-10
REACT:R-HSA-111931,PKA-mediated phosphorylation of CREB,0.6078431372549019,0.6078431372549019,0.803921568627451,0.803921568627451,30,21,1,2,30,21,3.182388284169661e-05,3.182388284169661e-05,5.958330238567653e-05,5.509731067505184e-05
REACT:R-HSA-112308,Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels,0.7131687242798354,0.48148148148148145,0.8024691358024691,0.8148148148148148,30,51,2,3,30,51,0.0004671628268950031,0.0061243712038942825,0.0007307793217299611,0.007087609182827708
REACT:R-HSA-112310,Neurotransmitter Release Cycle,0.8659673659673659,0.49150849150849146,0.9300699300699301,0.9300699300699301,112,174,7,3,112,174,0.00020614190958860958,2.3150724506970085e-06,0.0003410126667624298,4.77483692956258e-06
REACT:R-HSA-112314,Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell,0.7698414396061455,0.10033711730306158,0.8894117647058823,0.8752941176470588,195,230,36,19,195,230,1.122481822850477e-12,5.020396378479043e-19,5.243321870806635e-12,6.2841513289237674e-18
REACT:R-HSA-112315,Transmission across Chemical Synapses,0.7594505588573386,0.10808654886404616,0.8745762711864407,0.8694915254237288,233,357,47,25,233,357,1.9610157970791498e-14,1.3499120694848205e-24,1.159776724624493e-13,2.4099249896212614e-23
REACT:R-HSA-112316,Neuronal System,0.5005976344016432,0.07099621689785623,0.7326607818411097,0.7326607818411097,281,512,60,60,281,512,2.355912956281677e-36,2.3445323005773468e-33,1.1194648461228106e-34,9.819983366648965e-32
REACT:R-HSA-112399,IRS-mediated signalling,0.5652892561983471,0.13315656565656564,0.7702479338842976,0.8264462809917356,195,410,16,45,195,410,1.96094279769309e-19,3.6540090383993704e-11,2.0165516232993122e-18,1.560528642353264e-10
REACT:R-HSA-112412,SOS-mediated signalling,0.4973126550307758,0.1664619419768691,0.7449664429530202,0.7807606263982103,131,316,13,29,131,316,1.864028138718167e-12,2.642899780527612e-10,8.180352787113485e-12,9.561853358785944e-10
REACT:R-HSA-113510,E2F mediated regulation of DNA replication,0.8328445747800587,0.3357771260997067,0.9149560117302052,0.9149560117302052,112,229,5,2,112,229,0.0004384144886224574,0.006081780961504849,0.0006904401889391386,0.007053311466537572
REACT:R-HSA-114452,Activation of BH3-only proteins,0.7590361445783133,0.3795180722891566,0.8795180722891566,0.8795180722891566,57,109,2,4,57,109,0.0005926082700953429,0.0030851239740293623,0.0009053372463319097,0.00375805369990825
REACT:R-HSA-114604,GPVI-mediated activation cascade,0.3731016731016731,0.39342639342639335,0.7104247104247104,0.7374517374517374,78,181,3,13,78,181,2.0889842618215685e-15,6.307604801922052e-12,1.432149409348319e-14,3.039372402342086e-11
REACT:R-HSA-114608,Platelet degranulation,0.3406546080964685,0.13552048726467328,0.6589147286821705,0.6782945736434108,79,179,7,8,79,179,9.498667211860663e-13,3.6684603530067545e-11,4.452096400661222e-12,1.560528642353264e-10
REACT:R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),0.7049090650753055,0.136437908496732,0.8758169934640523,0.8790849673202614,223,389,18,28,223,389,2.737057710003979e-16,0.00168729905784392,2.0062050661624907e-15,0.002144070798123721
REACT:R-HSA-1169408,ISG15 antiviral mechanism,0.6227531285551764,0.43703071672354954,0.8020477815699659,0.8020477815699659,99,194,5,4,99,194,1.4073741647233144e-09,2.461714851189448e-06,4.42776620773682e-09,4.982913518485704e-06
REACT:R-HSA-1169410,Antiviral mechanism by IFN-stimulated genes,0.6227531285551764,0.43703071672354954,0.8020477815699659,0.8020477815699659,99,194,5,4,99,194,1.4073741647233144e-09,2.461714851189448e-06,4.42776620773682e-09,4.982913518485704e-06
REACT:R-HSA-1170546,Prolactin receptor signaling,0.6251728907330567,0.380359612724758,0.8091286307053942,0.8215767634854771,86,155,2,3,86,155,6.739855522944626e-08,0.001319441403304905,1.7327464385480775e-07,0.0017208044170048402
REACT:R-HSA-1181150,Signaling by NODAL,0.6293532338308457,0.44029850746268656,0.8134328358208955,0.8134328358208955,48,86,3,2,48,86,2.4757295995958657e-05,0.0005974962019056105,4.7441663221993135e-05,0.000825727619130977
REACT:R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.06428571428571428,0.36428571428571427,0.5,0.5857142857142857,18,52,1,4,18,52,0.0003511079880569288,0.0003178488482630734,0.0005625893110958696,0.00046838619182474554
REACT:R-HSA-1236394,Signaling by ERBB4,0.4506172839506173,0.37834362139917693,0.7222222222222222,0.7283950617283951,89,235,3,4,89,235,4.863645779955823e-08,5.473808180236082e-10,1.2693378569657433e-07,1.8863851608471815e-09
REACT:R-HSA-1236974,ER-Phagosome pathway,0.45170454545454547,0.30113636363636365,0.6931818181818182,0.7443181818181818,56,120,3,4,56,120,2.625353651946192e-08,5.362192792612318e-07,7.14967852249378e-08,1.214018285063371e-06
REACT:R-HSA-1236975,Antigen processing-Cross presentation,0.1962233169129721,0.25985221674876846,0.5812807881773399,0.6157635467980296,57,146,3,8,57,146,9.761906804244494e-12,2.5916571139128125e-10,4.0517793904364194e-11,9.502742751013648e-10
REACT:R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-1251985,Nuclear signaling by ERBB4,0.7252747252747253,0.47741147741147744,0.8608058608058609,0.8608058608058609,85,188,3,2,85,188,4.53232579293488e-05,1.205442504987839e-06,8.31630485041846e-05,2.589204907163228e-06
REACT:R-HSA-1257604,PIP3 activates AKT signaling,0.6543611965334079,0.19011563778687068,0.8454011741682974,0.8512720156555773,184,327,11,25,184,327,5.7708521353694156e-15,0.00046444059787299226,3.698713601180955e-14,0.0006646199882834278
REACT:R-HSA-1266695,Interleukin-7 signaling,0.41158059467918623,0.6417840375586854,0.7464788732394366,0.7511737089201878,64,149,2,5,64,149,3.26936890902648e-13,1.9262561589919404e-13,1.6272453785967204e-12,1.1525785478803425e-12
REACT:R-HSA-1266738,Developmental Biology,0.2176544306675118,0.06878865590586815,0.6219640971488912,0.6789862724392819,260,687,51,126,260,687,8.010615560988832e-59,5.236184052266164e-34,1.3798285303803263e-56,2.2808817731671412e-32
REACT:R-HSA-1280215,Cytokine Signaling in Immune system,0.5381906498500846,0.12490893353049375,0.7843347639484979,0.8218884120171673,289,643,34,70,289,643,8.509166688061624e-39,3.3593152882420605e-35,4.885679873395382e-37,1.829147174447802e-33
REACT:R-HSA-1280218,Adaptive Immune System,0.3996554174106272,0.10481792717086834,0.7006535947712418,0.7633986928104575,242,523,35,84,242,523,1.7671402027748413e-40,8.06934778288185e-20,1.1595805711541577e-38,1.098439966944792e-18
REACT:R-HSA-1295596,Spry regulation of FGF signaling,0.8864628820960698,0.8864628820960698,0.9432314410480349,0.9432314410480349,79,150,1,1,79,150,0.036955257667254486,0.036955257667254486,0.046762483990336716,0.03933946783933542
REACT:R-HSA-1296025,ATP sensitive Potassium channels,0.75,0.75,0.825,0.825,41,39,1,1,41,39,0.00041485526973144735,0.00041485526973144735,0.0006570925996436029,0.0005967997209214613
REACT:R-HSA-1296041,Activation of G protein gated Potassium channels,0.8147528440551696,0.3283056478405315,0.9209302325581395,0.9209302325581395,83,132,7,10,83,132,5.451672662460408e-05,0.0006707602535067144,9.858799119252549e-05,0.0009074011379736795
REACT:R-HSA-1296059,G protein gated Potassium channels,0.8147528440551696,0.3283056478405315,0.9209302325581395,0.9209302325581395,83,132,7,10,83,132,5.451672662460408e-05,0.0006707602535067144,9.858799119252549e-05,0.0009074011379736795
REACT:R-HSA-1296071,Potassium Channels,0.4826957591014633,0.11904867735215592,0.7328094302554028,0.7760314341846758,160,349,17,39,160,349,9.82329881416616e-16,5.686293191167622e-11,6.977580291711839e-15,2.3455959413566437e-10
REACT:R-HSA-1368082,RORA activates gene expression,0.6111479028697572,0.37196467991169974,0.7880794701986755,0.8211920529801324,101,201,2,6,101,201,1.5653468232374156e-09,4.9550673343530395e-09,4.869182669122254e-09,1.4865202003059118e-08
REACT:R-HSA-1368108,"""BMAL1:CLOCK NPAS2 activates circadian gene expression""",0.7411764705882352,0.15890522875816993,0.8480392156862745,0.8480392156862745,150,258,6,6,150,258,2.0106432706969844e-10,1.2618800604365601e-14,7.086103393914181e-10,9.47715438493389e-14
REACT:R-HSA-139853,Elevation of cytosolic Ca2+ levels,0.12244897959183673,0.12244897959183673,0.5306122448979592,0.5306122448979592,11,38,1,1,11,38,0.0006433919164072499,0.0006433919164072499,0.0009775017208480598,0.000878012276901623
REACT:R-HSA-140534,Ligand-dependent caspase activation,0.6936936936936937,0.6081081081081081,0.8468468468468469,0.8468468468468469,39,72,2,1,39,72,0.0010466161986013272,0.0001239705970977626,0.001544151093867911,0.00019594191616758124
REACT:R-HSA-140875,Common Pathway of Fibrin Clot Formation,0.9259259259259259,0.9259259259259259,0.9629629629629629,0.9629629629629629,135,135,1,1,135,135,0.001308262275208169,0.001308262275208169,0.0019077094341130758,0.001710321269749935
REACT:R-HSA-140877,Formation of Fibrin Clot (Clotting Cascade),0.9259259259259259,0.9259259259259259,0.9629629629629629,0.9629629629629629,135,135,1,1,135,135,0.001308262275208169,0.001308262275208169,0.0019077094341130758,0.001710321269749935
REACT:R-HSA-141405,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,0.8,0.8,0.8944444444444445,0.8944444444444445,69,111,1,1,69,111,0.0018328757300471823,0.0018328757300471823,0.0026309403708385595,0.002312864044057221
REACT:R-HSA-141430,Inactivation of APC/C via direct inhibition of the APC/C complex,0.8,0.8,0.8944444444444445,0.8944444444444445,69,111,1,1,69,111,0.0018328757300471823,0.0018328757300471823,0.0026309403708385595,0.002312864044057221
REACT:R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,0.257904308730755,0.15117079889807164,0.5991735537190083,0.6983471074380165,66,176,8,12,66,176,2.1770720098368268e-16,2.2062584370929208e-10,1.6393471199754903e-15,8.22813506162394e-10
REACT:R-HSA-1430728,Metabolism,0.27680001776152513,0.04852214035907039,0.6296596434359806,0.692868719611021,332,902,127,222,332,902,3.422246414933945e-75,1.0840595053949545e-41,2.357927779889488e-72,1.1805408013751056e-39
REACT:R-HSA-1433557,Signaling by SCF-KIT,0.5558453120953121,0.12284439416792359,0.7612179487179487,0.8285256410256411,212,412,17,45,212,412,9.992344498045521e-23,1.3324369130628307e-10,1.4494158650849189e-21,5.181626535500449e-10
REACT:R-HSA-1442490,Collagen degradation,0.5218855218855218,0.648989898989899,0.7575757575757576,0.7676767676767676,35,64,1,4,35,64,3.628670802638412e-05,3.7218524321115925e-05,6.738960062042766e-05,6.313235667553777e-05
REACT:R-HSA-1445148,Translocation of GLUT4 to the plasma membrane,0.09320175438596491,0.24067982456140352,0.5131578947368421,0.5855263157894737,35,117,3,12,35,117,4.866299036145208e-09,2.0630219090075367e-08,1.4609499067120036e-08,5.731201170686754e-08
REACT:R-HSA-1474228,Degradation of the extracellular matrix,0.5963425674452291,0.17065000905305086,0.7908745247148289,0.8098859315589354,108,155,6,7,108,155,3.0461479032392737e-10,0.00023228723176345887,1.0415860572366548e-09,0.000349876618797243
REACT:R-HSA-1474244,Extracellular matrix organization,0.3850791430791431,0.11858974358974358,0.676923076923077,0.7323076923076923,119,206,9,24,119,206,4.161351642793727e-17,4.6064465512420945e-09,3.373142684570445e-16,1.3895901092251084e-08
REACT:R-HSA-1474290,Collagen formation,0.5854700854700855,0.352326685660019,0.7692307692307693,0.8376068376068376,39,78,2,9,39,78,3.520134100193987e-05,5.7956161592458775e-06,6.555060527117992e-05,1.0974818378389368e-05
REACT:R-HSA-1482788,Acyl chain remodelling of PC,0.5075075075075075,0.6546546546546547,0.7207207207207207,0.8198198198198198,32,79,1,3,32,79,4.121811937483824e-05,4.415754633515856e-05,7.593391510498275e-05,7.35283913745989e-05
REACT:R-HSA-1482801,Acyl chain remodelling of PS,0.686046511627907,0.5219638242894057,0.8449612403100775,0.8372093023255814,44,85,3,1,44,85,0.0003397666669115055,3.0545576557672604e-06,0.0005467072657397913,6.0590405958662054e-06
REACT:R-HSA-1483206,Glycerophospholipid biosynthesis,0.2087799694494255,0.2504881450488145,0.5523012552301255,0.6778242677824268,61,178,6,15,61,178,1.3596843110367666e-13,9.673206593409418e-16,7.124125401553857e-13,8.229782797049106e-15
REACT:R-HSA-1483226,Synthesis of PI,0.525,0.5375,0.75,0.7583333333333333,48,72,1,2,48,72,3.1509681211567875e-07,3.1509681211567875e-07,7.644426181257136e-07,7.411240354081515e-07
REACT:R-HSA-1483255,PI Metabolism,0.2669312169312169,0.36763668430335095,0.662962962962963,0.674074074074074,75,195,3,14,75,195,4.8786793460106243e-17,3.743492136055123e-14,3.8860232016200237e-16,2.5639389535622825e-13
REACT:R-HSA-1483257,Phospholipid metabolism,0.33059944820667164,0.16698914328711167,0.6568848758465011,0.7313769751693002,126,317,9,28,126,317,8.550968934034844e-24,1.69893931781492e-22,1.370143626872095e-22,2.681369445073113e-21
REACT:R-HSA-1500931,Cell-Cell communication,0.6312149532710281,0.10392687325791113,0.788785046728972,0.8429906542056075,195,340,12,19,195,340,2.2934870283888928e-20,4.651983012950149e-16,2.6336876042665786e-19,4.1524668041825516e-15
REACT:R-HSA-1502540,Signaling by Activin,0.2916666666666667,0.4722222222222222,0.6388888888888888,0.6527777777777778,24,48,1,2,24,48,8.371389075174888e-06,8.371389075174888e-06,1.681599729677988e-05,1.564159009490016e-05
REACT:R-HSA-1538133,G0 and Early G1,0.7906976744186046,0.3210594315245478,0.8953488372093024,0.8953488372093024,88,170,4,3,88,170,8.092775452505422e-05,0.03476871280745145,0.0001437093372880473,0.03712071396795552
REACT:R-HSA-156711,Polo-like kinase mediated events,0.8418079096045198,0.8559322033898306,0.9209039548022598,0.9209039548022598,68,109,1,2,68,109,0.002157210153401893,0.002174522135223611,0.003039226627738202,0.002700176288778235
REACT:R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,0.49658469945355194,0.3073770491803279,0.7295081967213115,0.75,81,163,2,4,81,163,2.5797267432175317e-10,6.852771242945165e-09,8.86499614003431e-10,2.0224032204789392e-08
REACT:R-HSA-157118,Signaling by NOTCH,0.8219858156028368,0.16170212765957448,0.9148936170212766,0.8978723404255319,194,276,10,5,194,276,8.50627300456698e-13,0.00016755401431819153,4.027792534968756e-12,0.0002577207932097607
REACT:R-HSA-157579,Telomere Maintenance,0.6363636363636364,0.6565656565656566,0.8181818181818182,0.8181818181818182,22,44,1,3,22,44,0.007423152264470501,0.007590566062949727,0.009835676750423412,0.008710354523237358
REACT:R-HSA-157858,Gap junction trafficking and regulation,0.27777777777777773,0.13636363636363635,0.6363636363636364,0.6363636363636364,54,78,2,2,54,78,1.2391240709704407e-09,1.0855733822347409e-09,3.961747029692036e-09,3.6152581445065228e-09
REACT:R-HSA-157881,Cyclin B2 mediated events,0.5217391304347826,0.5217391304347826,0.7608695652173914,0.7608695652173914,16,30,1,1,16,30,0.006317666868054681,0.006317666868054681,0.008427633053416603,0.0072957998083897635
REACT:R-HSA-1592230,Mitochondrial biogenesis,0.32540769732550556,0.3047945205479452,0.6506849315068494,0.6952054794520548,99,193,2,15,99,193,8.624273944955548e-18,1.5429468588738005e-16,7.717045127369315e-17,1.4869638312509458e-15
REACT:R-HSA-159227,Transport of the SLBP independent Mature mRNA,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-159230,Transport of the SLBP Dependant Mature mRNA,0.8500648508430609,0.46614785992217905,0.914396887159533,0.8988326848249028,99,158,5,1,99,158,0.00011713139510958829,0.015710862110767304,0.0002000087515006353,0.017007086320701387
REACT:R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript,0.8533114395183361,0.4719029374201788,0.9157088122605364,0.9003831417624522,99,162,6,1,99,162,0.00014781463768979316,0.009019819693763694,0.0002496183464908517,0.01023185796511319
REACT:R-HSA-159234,Transport of Mature mRNAs Derived from Intronless Transcripts,0.8533114395183361,0.4719029374201788,0.9157088122605364,0.9003831417624522,99,162,6,1,99,162,0.00014781463768979316,0.009019819693763694,0.0002496183464908517,0.01023185796511319
REACT:R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,0.7570507230579172,0.476468824940048,0.8705035971223022,0.8633093525179856,103,175,8,3,103,175,1.1213504053182853e-06,0.0013487359754786894,2.512554241509914e-06,0.0017506239300313382
REACT:R-HSA-159418,Recycling of bile acids and salts,0.5691609977324263,0.30612244897959184,0.7755102040816326,0.7755102040816326,55,92,3,3,55,92,5.434558113121946e-07,1.0160306653800425e-05,1.2671440067482302e-06,1.8785354747009617e-05
REACT:R-HSA-159740,Gamma-carboxylation of protein precursors,0.5490196078431373,0.5490196078431373,0.7647058823529411,0.7647058823529411,18,33,1,1,18,33,0.004034191549242185,0.004034191549242185,0.005498631013704976,0.004817143198601688
REACT:R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,0.5490196078431373,0.5490196078431373,0.7647058823529411,0.7647058823529411,18,33,1,1,18,33,0.004034191549242185,0.004034191549242185,0.005498631013704976,0.004817143198601688
REACT:R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,0.7634408602150538,0.4946236559139785,0.8709677419354839,0.8709677419354839,35,58,2,1,35,58,0.004273044449651896,0.0015358074954585769,0.005806957841834628,0.001976943690962636
REACT:R-HSA-159854,"""Gamma-carboxylation  transport  and amino-terminal cleavage of proteins""",0.7634408602150538,0.4946236559139785,0.8709677419354839,0.8709677419354839,35,58,2,1,35,58,0.004273044449651896,0.0015358074954585769,0.005806957841834628,0.001976943690962636
REACT:R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,-0.012345679012345678,0.2654320987654321,0.4444444444444444,0.5432098765432098,16,65,1,2,16,65,2.35043213637416e-06,2.35043213637416e-06,5.084608295013489e-06,4.811316910735827e-06
REACT:R-HSA-162582,Signal Transduction,0.5100851928305303,0.1130227167939049,0.770735524256651,0.7613458528951487,349,929,340,233,349,929,6.4578620038908295e-80,6.530824749039024e-45,8.898933841361563e-77,1.7780170379258744e-42
REACT:R-HSA-162587,HIV Life Cycle,0.7379528610228789,0.25868741272691,0.8761220825852782,0.8850987432675045,211,346,9,10,211,346,5.598519304124437e-15,4.868703486141177e-16,3.621952864358439e-14,4.310583818217676e-15
REACT:R-HSA-162599,Late Phase of HIV Life Cycle,0.5389208830385301,0.2835752482811306,0.7566844919786097,0.7914438502673797,120,254,7,10,120,254,1.3692595807192165e-12,3.9628990200111265e-10,6.227193736736239e-12,1.392128075094231e-09
REACT:R-HSA-162906,HIV Infection,0.6153164774681803,0.1824313912276032,0.8111455108359134,0.8312693498452013,233,413,13,17,233,413,3.9986009402513106e-23,1.710317628424474e-19,6.191092242321691e-22,2.217304639707443e-18
REACT:R-HSA-162909,Host Interactions of HIV factors,0.5308357782291432,0.21387572406529753,0.7488151658767772,0.7488151658767772,142,280,10,9,142,280,2.3136069174794252e-15,4.969156838323844e-10,1.562818790336592e-14,1.7288855581260915e-09
REACT:R-HSA-163200,"""Respiratory electron transport  ATP synthesis by chemiosmotic coupling  and heat production by uncoupling proteins.""",0.5561856903565446,0.20495333811916727,0.7286432160804021,0.7286432160804021,65,134,7,6,65,134,7.218014933740869e-09,2.2306884539609335e-06,2.1117674264745047e-08,4.627085193073251e-06
REACT:R-HSA-163560,Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis,0.5900709219858157,0.5212765957446809,0.8085106382978723,0.7553191489361702,35,59,9,3,35,59,9.25863314067904e-05,0.00018702732053327748,0.00016232056574880046,0.00028645956689274144
REACT:R-HSA-163685,Integration of energy metabolism,0.751285046728972,0.22275913338997452,0.8644859813084113,0.8644859813084113,140,288,16,11,140,288,5.4139211707523116e-09,1.558003579836965e-09,1.6113139035198025e-08,5.0496008882215915e-09
REACT:R-HSA-163841,"""Gamma carboxylation  hypusine formation and arylsulfatase activation""",0.45908183632734534,0.3053892215568862,0.7005988023952096,0.718562874251497,49,118,3,5,49,118,2.164465239376347e-06,3.2911912792885664e-09,4.704468611767517e-06,1.012459690154025e-08
REACT:R-HSA-1640170,Cell Cycle,0.5835728374970566,0.17038254012174875,0.8039568345323741,0.8039568345323741,178,378,40,39,178,378,1.6479668757945815e-22,8.914305296548462e-11,2.341132324582405e-21,3.582169176362094e-10
REACT:R-HSA-1643685,Disease,0.5258629335987831,0.0894177927686662,0.7726809378185525,0.7961264016309888,293,688,49,67,293,688,3.125946142470025e-41,3.224395204950897e-36,2.393085435735386e-39,1.950759098995293e-34
REACT:R-HSA-165054,Rev-mediated nuclear export of HIV RNA,0.871075214538112,0.3616018845700824,0.9222614840989399,0.9081272084805654,112,171,6,1,112,171,8.592687893389706e-05,0.013910573311153166,0.00015141590686817155,0.01544201257476636
REACT:R-HSA-1650814,Collagen biosynthesis and modifying enzymes,0.7105263157894737,0.3558897243107769,0.8508771929824561,0.8596491228070176,39,75,2,7,39,75,0.001365166361532953,0.00013577066989306556,0.0019884294143839108,0.0002127399417461128
REACT:R-HSA-165159,mTOR signalling,0.6807511737089202,0.37989045383411585,0.8403755868544601,0.8403755868544601,79,134,2,12,79,134,1.1127353398707102e-06,2.51360444588262e-05,2.50138547853481e-06,4.4079150427796666e-05
REACT:R-HSA-165181,Inhibition of TSC complex formation by PKB,0.40540540540540543,0.40540540540540543,0.7027027027027027,0.7027027027027027,10,27,1,1,10,27,0.018597974637099248,0.018597974637099248,0.023929046731954028,0.02007254150624488
REACT:R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),0.40789473684210525,0.3301809210526316,0.6907894736842105,0.7236842105263158,95,209,2,8,95,209,6.213775595385319e-15,1.8098221565639357e-12,3.945890677622566e-14,9.614128431698176e-12
REACT:R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,0.7718040462938421,0.2003905868567523,0.889795918367347,0.9,182,308,11,19,182,308,4.531646939602688e-11,0.009929871775306836,1.715552055706732e-10,0.011182658079947408
REACT:R-HSA-1660499,Synthesis of PIPs at the plasma membrane,0.45825242718446607,0.7043689320388349,0.7718446601941747,0.7766990291262136,65,141,2,10,65,141,1.3469480057478235e-11,5.451196660041139e-12,5.411353795686591e-11,2.6501576619575e-11
REACT:R-HSA-166054,Activated TLR4 signalling,0.7717298347910593,0.2076262083780881,0.889795918367347,0.9,182,308,10,19,182,308,4.531646939602688e-11,0.021662427206187728,1.715552055706732e-10,0.02333371239123485
REACT:R-HSA-166058,MyD88:Mal cascade initiated on plasma membrane,0.7753530041873601,0.20847534651215632,0.8916155419222904,0.901840490797546,182,307,10,18,182,307,6.219975187026202e-11,0.025073970147958455,2.3040660773446522e-10,0.026849118477017462
REACT:R-HSA-1660661,Sphingolipid de novo biosynthesis,0.6147540983606558,0.2192622950819672,0.7377049180327869,0.7377049180327869,46,76,4,2,46,76,2.6906419970353442e-05,1.7595501678118385e-06,5.114075409537523e-05,3.699131530399792e-06
REACT:R-HSA-1660662,Glycosphingolipid metabolism,0.22077922077922077,0.4025974025974026,0.6103896103896104,0.6103896103896104,28,49,1,3,28,49,1.7588389027195432e-05,2.583695398278509e-05,3.404044954982486e-05,4.5235438725487075e-05
REACT:R-HSA-166166,MyD88-independent TLR3/TLR4 cascade,0.7913696612665684,0.2104381443298969,0.8989690721649485,0.9092783505154639,182,303,10,16,182,303,3.289088912886867e-10,0.04611476046332193,1.1115195000783989e-09,0.04875628557724036
REACT:R-HSA-166208,mTORC1-mediated signalling,0.7362637362637363,0.8054945054945054,0.8681318681318682,0.8681318681318682,70,112,1,5,70,112,3.4303659473080684e-05,3.587235334756071e-05,6.396541644642108e-05,6.142294464700253e-05
REACT:R-HSA-166520,Signalling by NGF,0.44547573127077333,0.09129687707275316,0.7292161520190024,0.7885985748218527,283,559,26,73,283,559,1.8185513602947383e-47,2.6120986547409723e-19,1.9276644419124227e-45,3.346559335309316e-18
REACT:R-HSA-166658,Complement cascade,0.9368600682593856,0.5847554038680318,0.9692832764505119,0.9658703071672355,150,143,3,1,150,143,0.001010897135097592,1.9188648145519958e-07,0.0014978669378112707,4.633356503430429e-07
REACT:R-HSA-167044,Signalling to RAS,0.526194769189011,0.14387015202754166,0.7600767754318618,0.7946257197696737,154,367,14,36,154,367,2.9179272075469086e-14,2.0594287919522855e-11,1.6753765383331833e-13,9.19146702637721e-11
