pathway_id,pathway_name,mean_E_drug,mean_E_comp,frac_tilt_edrug,frac_tilt_ecomp,n_drugs_addictive,n_drugs_nonaddictive,n_add_p,n_non_p,n_add_drugs,n_non_drugs,p_value_drug,p_value_comp,FDR_drug,FDR_comp
REACT:R-HSA-5620920,Cargo trafficking to the periciliary membrane,0.9287719298245614,0.39057017543859646,0.9631578947368421,0.968421052631579,164,216,4,6,164,216,0.0003786656622059395,3.8677468903822307e-16,0.0006018469233215508,3.5394759358203775e-15
REACT:R-HSA-5620922,BBSome-mediated cargo-targeting to cilium,0.9345238095238095,0.7306547619047619,0.9672619047619048,0.9672619047619048,154,182,2,1,154,182,0.001964130233108036,2.8479662903348004e-14,0.0027960448979575145,1.9880995449837163e-13
REACT:R-HSA-5620924,Intraflagellar transport,0.7073170731707317,0.5304878048780488,0.8536585365853658,0.8536585365853658,33,49,2,2,33,49,0.002286000673494463,0.0047463526305276385,0.0032013302114587095,0.005593915600264717
REACT:R-HSA-5621481,C-type lectin receptors (CLRs),0.5011875367430922,0.18101651434984767,0.7160493827160493,0.8,132,273,7,11,132,273,4.9859439530672034e-14,4.041944070128682e-09,2.759289464789802e-13,1.2260938975961377e-08
REACT:R-HSA-5625740,RHO GTPases activate PKNs,0.32743221690590113,0.19401913875598084,0.6411483253588517,0.7081339712918661,71,138,4,10,71,138,8.509314305365535e-13,2.354177558049257e-13,4.027792534968756e-12,1.3933148699541529e-12
REACT:R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,0.6440677966101694,0.7330508474576272,0.8220338983050848,0.8220338983050848,40,78,1,2,40,78,0.00031842439478895623,0.00031842439478895623,0.0005144065838442928,0.00046860022422320723
REACT:R-HSA-5625900,RHO GTPases activate CIT,0.5606060606060606,0.45959595959595956,0.7727272727272727,0.7727272727272727,30,36,3,3,30,36,7.059066396611196e-05,5.044433300108041e-06,0.0001263297856432497,9.740049403932015e-06
REACT:R-HSA-5627123,RHO GTPases activate PAKs,0.24369114877589454,0.15207156308851225,0.6045197740112994,0.6384180790960452,54,123,4,6,54,123,1.4345597134474295e-10,2.4763753314354883e-12,5.134605935404046e-10,1.296525353814061e-11
REACT:R-HSA-5628897,TP53 Regulates Metabolic Genes,0.7097244515783842,0.1576043338683788,0.8314606741573034,0.8848314606741573,132,224,8,14,132,224,1.3995892917477885e-11,5.021408045970161e-06,5.606494314036199e-11,9.712812366006227e-06
REACT:R-HSA-5632684,Hedgehog 'on' state,0.5246666666666667,0.24,0.76,0.76,40,60,3,3,40,60,4.345039623551518e-06,4.318031545853895e-06,8.949872348660674e-06,8.412050721708214e-06
REACT:R-HSA-5633007,Regulation of TP53 Activity,0.668027925831394,0.4555119735755574,0.846820809248555,0.8526011560693642,110,236,5,28,110,236,3.2910011323075965e-10,5.509797076843689e-07,1.1115195000783989e-09,1.2448483437101199e-06
REACT:R-HSA-5653656,Vesicle-mediated transport,0.4584640672202449,0.07099673202614379,0.7459324155193993,0.785982478097622,247,552,45,64,247,552,5.422618466456156e-40,1.1282204432671295e-28,3.3965310212620834e-38,2.8572838667858236e-27
REACT:R-HSA-5654726,Negative regulation of FGFR1 signaling,0.8227848101265823,0.8438818565400844,0.9113924050632911,0.9113924050632911,80,157,1,2,80,157,0.01418613901413953,0.012609469125524386,0.01837264996380101,0.014083807054047236
REACT:R-HSA-5654727,Negative regulation of FGFR2 signaling,0.8382978723404255,0.8553191489361702,0.9191489361702128,0.9191489361702128,79,156,1,2,79,156,0.006509661496035903,0.006102468258427461,0.00867535158756042,0.007069774397263303
REACT:R-HSA-5654732,Negative regulation of FGFR3 signaling,0.8305084745762712,0.8495762711864406,0.9152542372881356,0.9152542372881356,79,157,1,2,79,157,0.004914598045594575,0.004613271310802191,0.0066591112161546945,0.0054429604089529645
REACT:R-HSA-5654733,Negative regulation of FGFR4 signaling,0.8305084745762712,0.8495762711864406,0.9152542372881356,0.9152542372881356,79,157,1,2,79,157,0.004914598045594575,0.004613271310802191,0.0066591112161546945,0.0054429604089529645
REACT:R-HSA-5654736,Signaling by FGFR1,0.6325757575757576,0.7424242424242424,0.8143939393939394,0.8181818181818182,80,184,1,3,80,184,1.0261636424870627e-05,9.656565454463008e-06,2.0463871191710166e-05,1.7914820749421153e-05
REACT:R-HSA-5654738,Signaling by FGFR2,0.5439229843561973,0.7102888086642599,0.7653429602888087,0.779783393501805,80,197,1,4,80,197,1.8223342308183226e-07,1.803154490360147e-07,4.484243875120801e-07,4.383114375004911e-07
REACT:R-HSA-5654741,Signaling by FGFR3,0.6387832699619772,0.7465145754119139,0.8174904942965779,0.8212927756653993,79,184,1,3,79,184,3.1740709809632027e-06,3.1957042082135342e-06,6.708389281851677e-06,6.3045686281603966e-06
REACT:R-HSA-5654743,Signaling by FGFR4,0.6387832699619772,0.7465145754119139,0.8174904942965779,0.8212927756653993,79,184,1,3,79,184,3.1740709809632027e-06,3.1957042082135342e-06,6.708389281851677e-06,6.3045686281603966e-06
REACT:R-HSA-5658442,Regulation of RAS by GAPs,0.11194029850746269,0.3880597014925373,0.5223880597014925,0.5970149253731343,18,49,1,3,18,49,0.0006882867861270684,0.0005789724191537864,0.0010354357983439959,0.0008011448087147057
REACT:R-HSA-5663202,Diseases of signal transduction,0.6607263777221256,0.10011407832984597,0.8409405255878285,0.8616874135546335,260,463,26,36,260,463,6.81151572901528e-24,7.192178135689677e-07,1.1174129374503637e-22,1.591927233692288e-06
REACT:R-HSA-5663205,Infectious disease,0.4883280361790391,0.1581441481154948,0.7492836676217765,0.7679083094555874,234,464,14,26,234,464,6.044632956973389e-31,1.4372687064176047e-26,1.810761785806376e-29,2.953180417525984e-25
REACT:R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,0.23270440251572327,0.26336477987421386,0.6163522012578616,0.6163522012578616,40,119,5,8,40,119,5.795727219105476e-07,3.0627041296865917e-06,1.344487127469096e-06,6.064154176779451e-06
REACT:R-HSA-5663220,RHO GTPases Activate Formins,0.8727735368956743,0.2816444644015367,0.9363867684478372,0.9363867684478372,130,263,17,3,130,263,0.0002867173008719136,4.857003767055473e-06,0.0004681237447885035,9.411525093102153e-06
REACT:R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,0.054421768707483,0.29591836734693877,0.4897959183673469,0.5102040816326531,10,39,1,2,10,39,0.0006202866767986943,0.0006202866767986943,0.0009444807078769069,0.0008507458325362445
REACT:R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,0.7178937974118698,0.3741633199464525,0.8514056224899599,0.8674698795180723,92,157,4,6,92,157,1.0248838092509144e-06,0.009981056124734941,2.322845212414079e-06,0.0112171002268693
REACT:R-HSA-5668914,Diseases of metabolism,0.5419847328244275,0.6564885496183206,0.7709923664122137,0.7709923664122137,66,65,1,2,66,65,5.090655240833127e-09,5.090655240833127e-09,1.5216752542013124e-08,1.5188283718540482e-08
REACT:R-HSA-5673000,RAF activation,0.7580645161290323,0.43997695852534563,0.8790322580645161,0.8790322580645161,79,169,7,5,79,169,0.0003606362136755274,0.0008190780846372663,0.0005738530051326523,0.0010944491216809608
REACT:R-HSA-5673001,RAF/MAP kinase cascade,0.4973126550307758,0.1664619419768691,0.7449664429530202,0.7807606263982103,131,316,13,29,131,316,1.864028138718167e-12,2.642899780527612e-10,8.180352787113485e-12,9.561853358785944e-10
REACT:R-HSA-5674135,MAP2K and MAPK activation,0.7379912663755459,0.388646288209607,0.868995633187773,0.868995633187773,89,140,2,5,89,140,1.939001476107318e-05,0.00034731710794541355,3.736984663043195e-05,0.0005070084859953825
REACT:R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,0.14084507042253522,0.41314553990610325,0.5633802816901409,0.5774647887323944,31,40,1,6,31,40,2.5197830432679988e-09,5.817531659510754e-09,7.733320787579738e-09,1.7309540921331177e-08
REACT:R-HSA-5675221,Negative regulation of MAPK pathway,0.7651821862348178,0.4431752458068247,0.8825910931174089,0.8825910931174089,79,168,7,4,79,168,0.00046846841168342616,0.0010501812408945498,0.0007307793217299611,0.0013862392379808057
REACT:R-HSA-5675482,Regulation of necroptotic cell death,0.43333333333333335,0.43333333333333335,0.7166666666666667,0.7166666666666667,15,45,1,1,15,45,0.005478414420439676,0.005478414420439676,0.007365126898893536,0.006387573130469815
REACT:R-HSA-5678895,Defective CFTR causes cystic fibrosis,0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-5683057,MAPK family signaling cascades,0.4847579786468675,0.1614774114774115,0.75,0.7713675213675214,135,333,14,34,135,333,1.0757461043378646e-13,2.8934111719553997e-13,5.723467690260917e-13,1.6849865060210857e-12
REACT:R-HSA-5683826,Surfactant metabolism,0.9043478260869565,0.9043478260869565,0.9521739130434783,0.9521739130434783,130,100,1,1,130,100,0.00011145266663265072,0.00011145266663265072,0.0001934279277327364,0.00017718533425249144
REACT:R-HSA-5684996,MAPK1/MAPK3 signaling,0.49064311091037144,0.16618125749528867,0.7416481069042317,0.77728285077951,131,318,13,31,131,318,1.1640207380631573e-12,1.7213864347506315e-10,5.418988435983212e-12,6.531671872625218e-10
REACT:R-HSA-5686938,Regulation of TLR by endogenous ligand,0.8187702265372168,0.7233009708737864,0.912621359223301,0.9029126213592233,39,64,2,1,39,64,0.009954638616027365,0.00108837840896014,0.013014698304445642,0.0014349202026120971
REACT:R-HSA-5687128,MAPK6/MAPK4 signaling,0.5762195121951219,0.3516260162601626,0.7560975609756098,0.8048780487804879,65,99,2,6,65,99,3.2417577834828784e-08,3.5000215243799245e-08,8.6740625740571e-08,9.296398634267654e-08
REACT:R-HSA-5688426,Deubiquitination,0.24239463601532565,0.10201149425287356,0.6206896551724138,0.6517241379310345,163,417,9,14,163,417,1.2537585039668174e-25,2.8927437316913633e-19,2.4333510119243303e-24,3.663020841641738e-18
REACT:R-HSA-5689603,UCH proteinases,0.521875,0.2625,0.775,0.775,61,99,5,5,61,99,1.3457004342472777e-07,0.0013217389048084062,3.3593753594071535e-07,0.0017217388365267398
REACT:R-HSA-5689880,Ub-specific processing proteases,0.18253968253968253,0.14722222222222223,0.5892857142857143,0.6091269841269841,133,371,5,10,133,371,5.522163291238972e-22,3.3904960171224256e-20,7.178812278610664e-21,4.733654054674771e-19
REACT:R-HSA-5694530,Cargo concentration in the ER,0.819672131147541,0.3114754098360656,0.9098360655737705,0.9098360655737705,38,84,3,1,38,84,0.020153229180904626,2.6991707463946736e-07,0.025642797609682896,6.403914908112854e-07
REACT:R-HSA-5696395,Formation of Incision Complex in GG-NER,0.699825479930192,0.774869109947644,0.8429319371727748,0.8534031413612565,69,122,1,2,69,122,5.1684080055305486e-05,5.15467524667787e-05,9.408277716804617e-05,8.53106587178146e-05
REACT:R-HSA-5696398,Nucleotide Excision Repair,0.7124681933842238,0.2921119592875318,0.8549618320610687,0.8549618320610687,93,169,6,5,93,169,2.4349107494281545e-06,0.006794493400601978,5.250871694384972e-06,0.007813308672920332
REACT:R-HSA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),0.7086513994910941,0.23511450381679388,0.8473282442748091,0.8473282442748091,93,169,5,5,93,169,2.4349107494281545e-06,0.00037567717871798614,5.250871694384972e-06,0.0005454832634985159
REACT:R-HSA-5696400,Dual Incision in GG-NER,0.615257048092869,0.7522388059701492,0.8009950248756219,0.8159203980099502,69,132,1,5,69,132,2.479014594402827e-06,2.457301812700003e-06,5.312724900602014e-06,4.982913518485704e-06
REACT:R-HSA-597592,Post-translational protein modification,0.23838213694955485,0.07606169219072445,0.6152927120669056,0.6594982078853047,225,612,40,66,225,612,2.764142856354616e-44,1.0083673916115906e-28,2.24058168003333e-42,2.6145525939643385e-27
REACT:R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,0.7540106951871658,0.8128342245989305,0.8770053475935828,0.8770053475935828,68,119,2,2,68,119,0.00011415488681320365,7.749382398368353e-05,0.00019761989199572187,0.00012558150940213
REACT:R-HSA-611105,Respiratory electron transport,0.5561856903565446,0.20495333811916727,0.7286432160804021,0.7286432160804021,65,134,7,6,65,134,7.218014933740869e-09,2.2306884539609335e-06,2.1117674264745047e-08,4.627085193073251e-06
REACT:R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,0.7230273752012882,0.357487922705314,0.855072463768116,0.855072463768116,81,126,2,2,81,126,1.549675819902391e-05,1.522543837121168e-05,3.0161769489060657e-05,2.745116289114159e-05
REACT:R-HSA-6781827,Transcription-Coupled Nucleotide Excision Repair (TC-NER),0.6436251920122887,0.3557603686635945,0.815668202764977,0.8294930875576036,81,136,2,5,81,136,5.251672076401586e-07,5.205892144160717e-07,1.2269118893484296e-06,1.1885149989498995e-06
REACT:R-HSA-6782135,Dual incision in TC-NER,0.615257048092869,0.7522388059701492,0.8009950248756219,0.8159203980099502,69,132,1,5,69,132,2.479014594402827e-06,2.457301812700003e-06,5.312724900602014e-06,4.982913518485704e-06
REACT:R-HSA-6782210,Gap-filling DNA repair synthesis and ligation in TC-NER,0.615257048092869,0.7522388059701492,0.8009950248756219,0.8159203980099502,69,132,1,5,69,132,2.479014594402827e-06,2.457301812700003e-06,5.312724900602014e-06,4.982913518485704e-06
REACT:R-HSA-6782315,tRNA modification in the nucleus and cytosol,0.038461538461538464,0.2692307692307692,0.5192307692307693,0.5192307692307693,26,26,1,2,26,26,2.7630232238698316e-10,3.6397352221042734e-10,9.471258712668228e-10,1.2869063821011538e-09
REACT:R-HSA-6783783,Interleukin-10 signaling,0.7324522760646109,0.42988252569750374,0.8656387665198237,0.8656387665198237,182,272,5,6,182,272,2.8849583708272984e-12,5.896858457795528e-28,1.246229666144206e-11,1.3105467062325165e-26
REACT:R-HSA-6784531,tRNA processing in the nucleus,0.7465998945703742,0.4549815498154982,0.8634686346863468,0.8597785977859779,100,171,5,2,100,171,1.7248500438770386e-06,0.0008494965381670617,3.7908187567185953e-06,0.0011314834111048621
REACT:R-HSA-6785807,Interleukin-4 and 13 signaling,0.5486997635933806,0.21805782869612655,0.7708674304418985,0.7921440261865794,229,382,6,15,229,382,2.4725570524069866e-27,1.4691595110667387e-35,5.241820951102811e-26,8.420603723956202e-34
REACT:R-HSA-6790901,rRNA modification in the nucleus and cytosol,0.932258064516129,0.5790322580645161,0.964516129032258,0.964516129032258,110,200,2,1,110,200,0.012480218325738668,0.010880734393377264,0.016193729616636426,0.012215587375657568
REACT:R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.6428571428571429,0.3169642857142857,0.8290816326530612,0.8290816326530612,122,270,4,4,122,270,7.924831473650175e-11,1.3139132741011198e-08,2.912111405517318e-10,3.775333919514827e-08
REACT:R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,0.336734693877551,0.5085034013605443,0.6632653061224489,0.673469387755102,23,75,3,6,23,75,0.0007635063457438626,0.00017329761243075196,0.0011448441179924295,0.0002661792664839054
REACT:R-HSA-6794361,Interactions of neurexins and neuroligins at synapses,0.15476190476190477,0.07946815089672232,0.564935064935065,0.6038961038961039,52,102,6,7,52,102,4.741522436987758e-14,5.896144830702986e-14,2.6346039992617463e-13,3.868013084720212e-13
REACT:R-HSA-6794362,Protein-protein interactions at synapses,0.15476190476190477,0.07946815089672232,0.564935064935065,0.6038961038961039,52,102,6,7,52,102,4.741522436987758e-14,5.896144830702986e-14,2.6346039992617463e-13,3.868013084720212e-13
REACT:R-HSA-6796648,TP53 Regulates Transcription of DNA Repair Genes,0.7486631016042781,0.8155080213903744,0.8716577540106952,0.8770053475935828,68,119,1,4,68,119,7.749382398368353e-05,8.018307344709983e-05,0.0001379670406324495,0.00012974645911425218
REACT:R-HSA-6798695,Neutrophil degranulation,0.21708408815094007,0.1001476377952756,0.6128608923884514,0.6377952755905512,229,533,24,48,229,533,7.965174521509131e-47,9.811144507798402e-48,7.317340327093055e-45,5.477155767174511e-45
REACT:R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,0.1388888888888889,0.3842592592592593,0.5694444444444444,0.5694444444444444,22,50,1,6,22,50,1.4256295607395384e-05,4.345624660413586e-05,2.8024501208260826e-05,7.247144341792336e-05
REACT:R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,0.15492957746478872,0.39436619718309857,0.5774647887323944,0.5774647887323944,22,49,1,5,22,49,1.9344426820209465e-05,5.765075789707907e-05,3.7334201902309025e-05,9.469332631963666e-05
REACT:R-HSA-6802949,Signaling by RAS mutants,0.1388888888888889,0.3842592592592593,0.5694444444444444,0.5694444444444444,22,50,1,6,22,50,1.4256295607395384e-05,4.345624660413586e-05,2.8024501208260826e-05,7.247144341792336e-05
REACT:R-HSA-6802952,Signaling by BRAF and RAF fusions,0.27906976744186046,0.26937984496124034,0.6395348837209303,0.6395348837209303,26,60,2,6,26,60,4.812253397614766e-05,0.0005372021691006305,8.794807933571814e-05,0.000749056545647358
REACT:R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,0.1388888888888889,0.3842592592592593,0.5694444444444444,0.5694444444444444,22,50,1,6,22,50,1.4256295607395384e-05,4.345624660413586e-05,2.8024501208260826e-05,7.247144341792336e-05
REACT:R-HSA-6802957,Oncogenic MAPK signaling,0.27906976744186046,0.26937984496124034,0.6395348837209303,0.6395348837209303,26,60,2,6,26,60,4.812253397614766e-05,0.0005372021691006305,8.794807933571814e-05,0.000749056545647358
REACT:R-HSA-6803157,Antimicrobial peptides,0.9147286821705426,0.9147286821705426,0.9573643410852714,0.9573643410852714,141,117,1,1,141,117,0.0002060243116999864,0.0002060243116999864,0.0003410126667624298,0.0003111795775884677
REACT:R-HSA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.3333333333333333,0.5268817204301075,0.6666666666666666,0.6666666666666666,23,70,1,3,23,70,0.0007377160419740395,0.000764027791987134,0.0011073776752072184,0.001023402540558412
REACT:R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.7066666666666667,0.68,0.8533333333333334,0.8533333333333334,22,53,2,1,22,53,0.022124859638537896,0.005971555546144275,0.028099591319728317,0.006940260394611649
REACT:R-HSA-6804757,Regulation of TP53 Degradation,0.8540772532188842,0.6933118741058655,0.9313304721030042,0.9313304721030042,78,155,3,8,78,155,0.0009440830599071997,0.005237301817069204,0.001403394235762806,0.006132711482568132
REACT:R-HSA-6804758,Regulation of TP53 Activity through Acetylation,0.8389513108614233,0.8581460674157303,0.9213483146067416,0.9213483146067416,68,110,2,4,68,110,0.0015279705964181503,0.0010383412156689774,0.002211705338092659,0.0013772881654854035
REACT:R-HSA-6805567,Keratinization,0.845565749235474,0.41743119266055045,0.9174311926605505,0.8899082568807339,39,70,4,1,39,70,0.006582571766807186,0.001781001440577073,0.008755582909903767,0.0022578702779842055
REACT:R-HSA-6806003,Regulation of TP53 Expression and Degradation,0.8540772532188842,0.6933118741058655,0.9313304721030042,0.9313304721030042,78,155,3,8,78,155,0.0009440830599071997,0.005237301817069204,0.001403394235762806,0.006132711482568132
REACT:R-HSA-6806664,Metabolism of vitamin K,0.6388888888888888,0.6388888888888888,0.6666666666666666,0.6666666666666666,12,24,1,1,12,24,0.0035118407492478482,0.0035118407492478482,0.004824842026384382,0.0042493273065898965
REACT:R-HSA-6806667,Metabolism of fat-soluble vitamins,0.782967032967033,0.25824175824175827,0.8626373626373627,0.8626373626373627,70,112,8,3,70,112,1.5143865056604027e-05,1.1073385294088744e-07,2.9558422164306443e-05,2.7594774794651354e-07
REACT:R-HSA-6807878,COPI-mediated anterograde transport,0.9233449477351916,0.24539571926331508,0.9616724738675958,0.9616724738675958,111,176,7,6,111,176,0.0073840453029221115,0.0011767796740363642,0.009802711394438024,0.0015477210930260877
REACT:R-HSA-6809371,Formation of the cornified envelope,0.845565749235474,0.41743119266055045,0.9174311926605505,0.8899082568807339,39,70,4,1,39,70,0.006582571766807186,0.001781001440577073,0.008755582909903767,0.0022578702779842055
REACT:R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,0.7184466019417476,0.3851132686084142,0.8640776699029126,0.8932038834951457,41,62,3,5,41,62,2.2174665875312014e-05,0.0007432053079350858,4.261741921364011e-05,0.0009967371679080153
REACT:R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,0.6851711026615969,0.47686945500633715,0.844106463878327,0.844106463878327,99,164,4,6,99,164,4.2725040382249286e-08,0.003927612897274166,1.125719037222553e-07,0.004705358025447268
REACT:R-HSA-6811438,Intra-Golgi traffic,0.7843137254901961,0.3088235294117647,0.8921568627450981,0.8921568627450981,33,69,4,3,33,69,0.01596376708417272,0.0006168112049507816,0.020597444795870796,0.0008470459044027758
REACT:R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,0.7239692522711391,0.20702306079664567,0.8679245283018868,0.8679245283018868,107,211,12,18,107,211,1.5719752634412925e-08,1.1325207571720571e-10,4.3673022439961715e-08,4.468532987537573e-10
REACT:R-HSA-6811558,"""PI5P  PP2A and IER3 Regulate PI3K/AKT Signaling""",0.6728395061728395,0.22438940488476095,0.8562091503267973,0.8583877995642701,153,306,10,19,153,306,2.7029675924550323e-11,6.812121277432978e-07,1.0563431217639541e-10,1.5108757782330982e-06
REACT:R-HSA-68827,CDT1 association with the CDC6:ORC:origin complex,0.5032679738562091,0.5490196078431373,0.7254901960784313,0.7254901960784313,17,34,1,2,17,34,0.019943514490979114,0.015412453450747736,0.025399411246367114,0.01688547465579908
REACT:R-HSA-68874,M/G1 Transition,0.6990909090909091,0.2636363636363636,0.85,0.8636363636363636,74,146,4,6,74,146,1.4811796707651096e-05,0.008934285100561726,2.903364987644838e-05,0.010155987969218913
REACT:R-HSA-68875,Mitotic Prophase,0.8716281310211945,0.38953114964675656,0.9566473988439307,0.9132947976878613,122,224,9,4,122,224,2.549019479152706e-06,5.343950219914029e-05,5.4542683886217846e-06,8.817517862858148e-05
REACT:R-HSA-68877,Mitotic Prometaphase,0.8338768115942029,0.2900149190110827,0.9157608695652174,0.9157608695652174,123,245,17,6,123,245,2.8279634355239834e-05,3.9119865753018615e-06,5.330962536459711e-05,7.66214636781246e-06
REACT:R-HSA-68882,Mitotic Anaphase,0.7677428106348344,0.2789232531500573,0.8891752577319587,0.8608247422680413,125,263,18,6,125,263,4.13523603627124e-07,7.987487747957794e-08,9.807840375183768e-07,2.0181842592867837e-07
REACT:R-HSA-68884,Mitotic Telophase/Cytokinesis,0.36585365853658536,0.36585365853658536,0.6829268292682927,0.6829268292682927,11,30,1,1,11,30,0.009562573376432666,0.009562573376432666,0.012537798394599634,0.010780168123121298
REACT:R-HSA-68886,M Phase,0.7195199834002167,0.2662821049917824,0.8784119106699751,0.8784119106699751,129,274,21,11,129,274,6.574880803638355e-11,1.882649732875776e-09,2.429004221826717e-10,5.959899881109651e-09
REACT:R-HSA-68911,G2 Phase,0.7066666666666667,0.6866666666666666,0.8533333333333334,0.8533333333333334,22,53,2,1,22,53,0.022124859638537896,0.008363503307814392,0.028099591319728317,0.00954701792684473
REACT:R-HSA-68949,Orc1 removal from chromatin,0.7751196172248804,0.43620414673046254,0.8803827751196173,0.8851674641148325,75,134,2,3,75,134,0.00043260045283586093,0.0002351305745601163,0.0006820634141965862,0.0003522107231031178
REACT:R-HSA-68962,Activation of the pre-replicative complex,0.6592592592592592,0.75,0.8296296296296296,0.8296296296296296,43,92,1,4,43,92,0.00034008439409741604,0.00036056984066067403,0.0005467072657397913,0.0005242464038444246
REACT:R-HSA-69002,DNA Replication Pre-Initiation,0.6990909090909091,0.2636363636363636,0.85,0.8636363636363636,74,146,4,6,74,146,1.4811796707651096e-05,0.008934285100561726,2.903364987644838e-05,0.010155987969218913
REACT:R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,0.23655913978494625,0.4623655913978495,0.5967741935483871,0.6612903225806451,17,45,1,3,17,45,0.0010959791894712499,0.0010456775076202625,0.0016118029061807707,0.0013819694245127015
REACT:R-HSA-69052,Switching of origins to a post-replicative state,0.7751196172248804,0.43620414673046254,0.8803827751196173,0.8851674641148325,75,134,2,3,75,134,0.00043260045283586093,0.0002351305745601163,0.0006820634141965862,0.0003522107231031178
REACT:R-HSA-69202,Cyclin E associated events during G1/S transition,0.49572649572649574,0.30448717948717946,0.7350427350427351,0.7692307692307693,36,81,2,8,36,81,0.0001339206917313264,0.0019421689373728711,0.00022726935123863027,0.002434550874766919
REACT:R-HSA-69205,G1/S-Specific Transcription,0.7272727272727273,0.2687400318979266,0.861244019138756,0.861244019138756,67,142,3,2,67,142,0.0003952354829609854,0.0012739354131653573,0.0006267370489300781,0.0016714646565506917
REACT:R-HSA-69206,G1/S Transition,0.7725538971807628,0.2335301514405992,0.8805970149253731,0.8905472636815921,135,267,7,13,135,267,1.480701962036676e-06,0.017226388455058528,3.285680038142576e-06,0.018629133095887526
REACT:R-HSA-69229,Ubiquitin-dependent degradation of Cyclin D1,0.23655913978494625,0.4623655913978495,0.5967741935483871,0.6612903225806451,17,45,1,3,17,45,0.0010959791894712499,0.0010456775076202625,0.0016118029061807707,0.0013819694245127015
REACT:R-HSA-69239,Synthesis of DNA,0.778816199376947,0.29543094496365524,0.8847352024922118,0.8878504672897196,116,205,3,6,116,205,7.296927632769505e-06,0.000659167344200023,1.4765295562344166e-05,0.0008984145654991553
REACT:R-HSA-69275,G2/M Transition,0.6857960264812514,0.2351636586111961,0.8458244111349036,0.867237687366167,170,297,14,16,170,297,1.3858808256461669e-17,0.0003498325733576375,1.1935898610877612e-16,0.0005099968840514956
REACT:R-HSA-69278,"""Cell Cycle  Mitotic""",0.6125049071306438,0.17308227834543624,0.8186813186813187,0.8186813186813187,178,368,38,36,178,368,2.5487222900417403e-21,1.3715461016683936e-09,3.251980847849554e-20,4.498836459990604e-09
REACT:R-HSA-69300,Removal of licensing factors from origins,0.7751196172248804,0.43620414673046254,0.8803827751196173,0.8851674641148325,75,134,2,3,75,134,0.00043260045283586093,0.0002351305745601163,0.0006820634141965862,0.0003522107231031178
REACT:R-HSA-69304,Regulation of DNA replication,0.8217514124293785,0.2994350282485876,0.9110169491525424,0.9110169491525424,83,153,4,3,83,153,0.0006147950507057157,0.009969564207506838,0.0009371544025138012,0.011215759733445194
REACT:R-HSA-69306,DNA Replication,0.8101532567049808,0.22212643678160918,0.9051724137931034,0.9137931034482759,124,224,5,6,124,224,1.0567282793270194e-05,0.02367423757815235,2.1042941747292382e-05,0.025450389657066048
REACT:R-HSA-69481,G2/M Checkpoints,0.607843137254902,0.3472116119174943,0.7967914438502673,0.8181818181818182,60,127,2,7,60,127,1.5266205369548915e-05,1.4080107541596012e-05,2.9755065062571998e-05,2.5512873731777137e-05
REACT:R-HSA-69541,Stabilization of p53,0.19791666666666669,0.4375,0.578125,0.640625,17,47,1,3,17,47,0.0006753430839920276,0.000675775763863066,0.0010193020479091063,0.0009096660158799491
REACT:R-HSA-69563,p53-Dependent G1 DNA Damage Response,0.17948717948717952,0.43846153846153846,0.5692307692307692,0.6307692307692307,17,48,1,4,17,48,0.0005319876010887835,0.0003815269303602186,0.0008163462297331222,0.0005517700227918699
REACT:R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,0.17948717948717952,0.43846153846153846,0.5692307692307692,0.6307692307692307,17,48,1,4,17,48,0.0005319876010887835,0.0003815269303602186,0.0008163462297331222,0.0005517700227918699
REACT:R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.19791666666666669,0.4375,0.578125,0.640625,17,47,1,3,17,47,0.0006753430839920276,0.000675775763863066,0.0010193020479091063,0.0009096660158799491
