drug,drug_name,true_status,first_order_hits_add,first_order_hits_non,second_order_hits_add,second_order_hits_non,first_order,second_order,trajectory,n_direct_total,n_add_targets,n_non_targets,n_direct_classified,first_order_add_ratio,first_order_non_ratio,first_order_bias,n_second_total,n_so_add,n_so_non,n_second_classified,second_order_add_ratio,second_order_non_ratio,second_order_bias
NEW00001,Ethylphenidate (ethyl 2-phenyl-2-(piperidin-2-yl)acetate),1,"{'RBBP7', 'SLC6A9', 'GNB3', 'TBL2', 'UTP18', 'CYSLTR2', 'PPP2R1B', 'OPRL1', 'GPR18', 'WIPI2', 'MCHR2', 'GPR137', 'GNB2', 'SMU1', 'PPP2R2D', 'PPP2R1A', 'PPP2R5A', 'C5AR1', 'SLC6A1', 'OR13C5', 'DPP6', 'BRS3', 'GDPD4', 'P2RY4', 'BTAF1', 'CIAO1', 'CORO1A', 'SLC16A13', 'GRWD1', 'PAFAH1B1', 'GALR3', 'MFSD11', 'STRN4', 'NUP37', 'WRAP53', 'SLC6A17', 'GNB4', 'SEC31A', 'CORO6', 'TMEM64', 'ADCYAP1R1', 'LRRC47', 'LLGL2', 'NPBWR1', 'SEC31B', 'OR51M1', 'WDR76', 'GNB5', 'P2RY1', 'FBXW11', 'STRN3', 'WSB2', 'WDR12', 'TRHR', 'DNAI1', 'RAE1', 'SLC6A16', 'SLC6A12', 'WDR5', 'EIF3I', 'WDR38', 'OR51D1', 'P2RY8', 'PTAFR', 'SLC6A4', 'CORO2A', 'WDR20', 'TLE3', 'P2RY14', 'NUP43', 'RXFP3', 'PGR', 'NOP14', 'SLC6A15', 'WDR55', 'SLC6A2', 'OPRK1', 'PTH2', 'MCHR1', 'GALR1', 'GPR17', 'TBL1X', 'DYNC1I2', 'THOC6', 'SPAG16', 'OXTR', 'EED', 'CCR5', 'CCRL2', 'NPBWR2', 'GPR15', 'RPTOR', 'PPP2R5C', 'FARS2', 'SLC6A20', 'GNB1', 'CYSLTR1', 'ZNF106', 'PEX7', 'SEC13', 'PAK1IP1', 'SLC18A2', 'WDR77', 'SLC6A5', 'PLRG1', 'KISS1R', 'RBBP5', 'DCAF6', 'F2RL2', 'WDR25', 'VN1R5', 'TLE4', 'PTCHD4', 'SIGMAR1', 'CCR4', 'PPP2R5E', 'GRM2', 'NEDD1', 'FZR1', 'MIOS', 'PPP2R5B', 'SLC6A14', 'PPP2R2B', 'OPRM1', 'LARP1', 'SLC6A7', 'CMKLR1', 'LPAR4', 'THOC3', 'CCR1', 'GPR182', 'WDR26', 'OR51E2', 'CSTF1', 'OR2AK2', 'GNB1L', 'WDSUB1', 'FFAR3', 'SLC6A8', 'WDR13', 'BUB3', 'LPAR6', 'SEH1L', 'WDR81', 'DDB2', 'WSB1', 'SLC6A11', 'KATNB1', 'BTRC', 'PWP1', 'WDR70', 'WDR59', 'SLC22A1', 'ERCC8', 'DCAF5', 'RBBP4', 'WDR33', 'OR10H5', 'CDC40', 'SLC6A13', 'WDR47', 'WDR83', 'BDKRB1', 'SLC6A3', 'CORO1B', 'SF3B1', 'CCR10', 'CAPN11', 'SLC6A6', 'WDR24', 'TBC1D31', 'PPP2R2A', 'DCAF7', 'POMC', 'PDYN', 'OPRD1', 'GPR68', 'C5AR2', 'PPP2R5D', 'DYNC1I1', 'FARSB', 'MLNR', 'MRPL42', 'AGTR1', 'STRN', 'PPP2R2C', 'CX3CR1', 'WDR31'}",{'MRPL3'},"{'VEZT', 'RPS5', 'NPSR1'}","{'TAF6', 'CXCL5', 'TPH2', 'LARP1B', 'DYNC1LI2', 'LAG3', 'RNF7', 'AKT2', 'CDK1', 'PCGF3', 'IRAK4', 'PDE6B', 'CYP11A1', 'PIK3R1', 'CACNA1S', 'RHEB', 'ALOX5', 'YAF2', 'CYP51A1', 'NSUN2', 'RPS6KB1', 'GDPD1', 'PABPC1', 'NR5A1', 'SRRT', 'PPARGC1A', 'SLCO2B1', 'TREM2', 'KCNJ3', 'GGT1', 'TYK2', 'TCOF1', 'TAF6L', 'IL18R1', 'RBM25', 'HIBCH', 'PPRC1', 'ITIH4', 'CRHR2', 'CBX5', 'CARS2', 'PROK2', 'GNL3L', 'MARK3', 'RIOK1', 'JMJD8', 'PRKACB', 'PARS2', 'TSFM', 'KCNH6', 'FAXDC2', 'DYNC2LI1', 'PLK4', 'RBBP6', 'ULK2', 'RAB5A', 'SAR1B', 'BMI1', 'MYO5A', 'MAT2A', 'PITPNA', 'GGT5', 'GFM1', 'ABCC2', 'KCNJ9', 'MADCAM1', 'RPS19', 'KCNJ16', 'TPO', 'PDE1A', 'FGFR1', 'CYP19A1', 'NR4A2', 'EIF5B', 'PABPC4', 'AKT1', 'STK11', 'SNRPA', 'BCR', 'NDC1', 'TTK', 'MAPK13', 'PIK3R4', 'PRKAA2', 'TNNI3', 'IARS2', 'KCNC1', 'IRAK1', 'PARD6B', 'AURKA', 'KCND2', 'KCNH1', 'DIMT1', 'DCX', 'MRPS16', 'SLC5A2', 'CXCL6', 'NKX6-1', 'KCND3', 'MAPK11', 'PLK1', 'RASD1', 'MYO1C', 'PDPK1', 'POLE3', 'KSR1', 'KCNJ5', 'PPARG', 'IRS1', 'TXNL4A', 'CALCR', 'PARD6G', 'TH', 'CACNB2', 'RAB7A', 'HAPLN1', 'PPP6R3', 'RPS6KB2', 'EEF2', 'FGFR2', 'LRTOMT', 'CTTNBP2NL', 'ADRB2', 'RRAGD', 'CD8A', 'MRPL46', 'CSTF3', 'KCNA2', 'CSNK2A1', 'NKX6-2', 'PSMD1', 'SGK1', 'TAF9', 'RBX1', 'ANKK1', 'GSTM1', 'DRAP1', 'PRKCE', 'AKT3', 'ANAPC11', 'GTF2H3', 'MRPS17', 'TGFBR2', 'HNRNPM', 'PUF60', 'RRAGC', 'SRSF11', 'C3', 'GPHN', 'GFM2', 'CDK4', 'POLDIP3', 'MAPK8', 'CDK6', 'CD47', 'IL7R', 'SNRPB2', 'SETD7', 'LARP7', 'LHX3', 'MAP3K7', 'NPR1', 'FARSA', 'MEIG1', 'MAPK9', 'JDP2', 'RPL17', 'INTS6', 'ULK1', 'NTRK2', 'CALML3', 'STAR', 'UBL5', 'ZSWIM7', 'KCNQ1', 'PRKAA1', 'HDDC3', 'CDK2', 'NEDD8', 'KDR', 'RRAGB', 'MRPL32', 'AURKB', 'GRM5', 'RIPPLY1', 'ALK', 'KCNJ6', 'PARD6A', 'IGF1R', 'PSMD2', 'PDE6A', 'ITGA4', 'NPPA', 'JAK2', 'DYNC1LI1', 'EGFR', 'NCF4', 'MAPK14', 'TCERG1L', 'TAF9B', 'CXCL1', 'ERBB4', 'RGS3', 'EIF3G', 'PDE1C', 'RYBP', 'TFB2M', 'PRKAB2', 'SQLE', 'POLE4', 'TAF12', 'SLC22A3', 'JAK3', 'MAP3K4', 'GJA1', 'ADRB1', 'TPH1', 'CXCL2', 'SDCBP', 'ECM2', 'CDK8', 'RPS6KA1', 'SIX2', 'MAPK12', 'PF4', 'LSG1', 'ERBB2', 'KCNH2', 'SLC5A3', 'NKX2-2', 'HNMT', 'INSL3'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,189,188,1,189,0.9947089947089947,0.005291005291005291,0.9894179894179893,235,3,232,235,0.01276595744680851,0.9872340425531915,-0.9744680851063829
NEW00002,Etizolam (4-(2-chlorophenyl)-2-ethyl-9-methyl-6H thieno[3 2-f][1 2 4]triazolo[4 3-a][1 4]diazepine,1,"{'GABRG1', 'GABRD', 'GABRE', 'GABRR1', 'GABRP', 'GABRG2', 'GABRG3'}",set(),set(),"{'SCN1B', 'SCN2A', 'KCNQ2', 'PLCL1', 'GPHN', 'CLCN2', 'SCN9A'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,7,7,0,7,1.0,0.0,1.0,7,0,7,7,0.0,1.0,-1.0
NEW00003,Etodesnitazene; etazene (2-(2-(4-ethoxybenzyl)-1H benzimidazol-1-yl)-N N-diethylethan-1-amine),1,{'RXFP4'},set(),set(),{'INSL3'},addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,1,1,0,1,1.0,0.0,1.0,1,0,1,1,0.0,1.0,-1.0
NEW00004,Etonitazene,1,"{'OR51M1', 'OR52H1', 'OR2A1', 'PTGDR2', 'OR2M3', 'OPRL1', 'KISS1R', 'F2RL2', 'TMEM116', 'GPR183', 'GPR20', 'OR1I1', 'OPRK1', 'OR2C3', 'OPRD1', 'OPRM1', 'OR52A1', 'OR2M2', 'NPBWR2', 'HCRTR1', 'FZD10', 'GPR34'}",set(),set(),"{'ANKK1', 'FGFR1', 'IL7R', 'PIK3R1', 'PROK2', 'GRM5', 'ADRB2', 'RYK', 'HILPDA', 'GSTM1', 'ROR2'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,22,22,0,22,1.0,0.0,1.0,11,0,11,11,0.0,1.0,-1.0
NEW00005,Etorphine (except HCl),1,"{'CRHR1', 'GPR55', 'OR52H1', 'CYSLTR2', 'GPR25', 'GPR35', 'OPRL1', 'GPR18', 'MCHR2', 'GNRHR', 'GPR137', 'GPR173', 'CREM', 'CHRNB2', 'NPSR1', 'C5AR1', 'OR13C5', 'GPR183', 'CCR7', 'BRS3', 'TACR2', 'FFAR2', 'SSTR1', 'P2RY4', 'P2RY6', 'LTB4R', 'TACR1', 'FSHR', 'GPR39', 'CXCR6', 'FPR3', 'GALR3', 'GPR65', 'GPR139', 'HCAR1', 'NMUR2', 'UFL1', 'OR5H1', 'GPR132', 'P2RY2', 'TACR3', 'OR12D2', 'ADCYAP1R1', 'GPR50', 'NPBWR1', 'OR4F15', 'OR51M1', 'P2RY1', 'GALR2', 'F2RL3', 'GPR142', 'QRFPR', 'TRHR', 'HCAR3', 'OR51D1', 'GPR4', 'P2RY8', 'GPR151', 'OR2AE1', 'GPR85', 'PTAFR', 'AVPR1A', 'RXFP4', 'GPR27', 'P2RY10', 'P2RY14', 'RXFP3', 'EDNRB', 'OR5AN1', 'SSTR5', 'MAS1', 'FPR1', 'OPRK1', 'GRPR', 'GPR171', 'CXCR1', 'GPR82', 'OR2A7', 'MCHR1', 'GALR1', 'GPR17', 'OR2L8', 'SSTR2', 'OR1N2', 'F2RL1', 'OR4P4', 'OR13C4', 'OXTR', 'OR2M2', 'NPBWR2', 'FFAR4', 'CCRL2', 'GPR15', 'CCR5', 'GPR34', 'CYSLTR1', 'OR6B1', 'ACKR4', 'MRGPRX3', 'ACKR1', 'OR2A1', 'HCAR2', 'PTGDR2', 'NMUR1', 'OR2AT4', 'LTB4R2', 'KISS1R', 'F2RL2', 'VN1R5', 'GPR20', 'CCR4', 'OR1J2', 'SSTR4', 'SIGMAR1', 'GPER1', 'ACKR3', 'CHRNA9', 'GPR83', 'UTS2R', 'OR2C3', 'GPR87', 'PTGER3', 'PTGFR', 'APLNR', 'CHRNB3', 'OPRM1', 'OR52A1', 'PROKR2', 'CHRNA6', 'CXCR2', 'GPR37', 'CMKLR1', 'LPAR4', 'OR1I1', 'CREB1', 'GPR174', 'OXER1', 'NMBR', 'CCR1', 'GPR182', 'OR51E2', 'SUCNR1', 'PROKR1', 'TRIM13', 'OR51L1', 'NPY2R', 'P2RY12', 'LPAR5', 'OR2M3', 'FFAR3', 'MRGPRD', 'TAS2R19', 'ACKR2', 'OR7G2', 'LPAR6', 'CXCR4', 'OR51Q1', 'FPR2', 'NTSR1', 'NPFFR2', 'GPR141', 'OXGR1', 'OR10H5', 'PRLHR', 'OR2K2', 'F2R', 'CCR9', 'BDKRB1', 'P2RY13', 'MRGPRF', 'NPY1R', 'CCR10', 'AVPR2', 'NPFFR1', 'HCRTR2', 'POMC', 'CXCR3', 'BDKRB2', 'EDNRA', 'OPRD1', 'GPR68', 'CHRNA5', 'C5AR2', 'LHCGR', 'SSTR3', 'PTGER1', 'MLNR', 'AGTR1', 'HCRTR1', 'CCR6', 'CX3CR1', 'GHSR', 'PTH1R'}",set(),set(),"{'CXCL5', 'LAG3', 'AKT2', 'LYNX1', 'CYP11A1', 'PIK3R1', 'CACNA1S', 'ALOX5', 'CYP51A1', 'NAPEPLD', 'GDPD1', 'NR5A1', 'PPARGC1A', 'PRPH2', 'LTA4H', 'TREM2', 'GGT1', 'TYK2', 'KCNJ2', 'IL18R1', 'CYP3A5', 'NTSR2', 'CRHR2', 'ITIH4', 'PROK2', 'MARK3', 'GNL3L', 'PRKACB', 'KCNH6', 'FAXDC2', 'RAB5A', 'PPARA', 'GFM1', 'MADCAM1', 'RPS19', 'CD83', 'FGFR1', 'CYP19A1', 'EIF5B', 'AKT1', 'IL2RB', 'PRKG1', 'RET', 'PTGES', 'MRPS16', 'MGLL', 'CXCL6', 'RPS6KA2', 'MRPL3', 'PPARG', 'IRS1', 'TH', 'PTGS1', 'MYD88', 'SLC2A3', 'EEF2', 'ADRB2', 'KCNA2', 'CD8A', 'MET', 'AMHR2', 'GSTM1', 'SGK1', 'ANKK1', 'AKT3', 'C3', 'MAPK8', 'CD47', 'IL7R', 'LHX3', 'NPR1', 'PDGFRB', 'KIT', 'RPL17', 'CTSS', 'PDCD1', 'NTRK2', 'CALML3', 'STAR', 'JAK1', 'MAF', 'MRPL32', 'GRM5', 'PTK2', 'ITGA4', 'NPPA', 'JAK2', 'EGFR', 'MAPK14', 'PANX1', 'CXCL1', 'PTGS2', 'SQLE', 'TAF4B', 'F13A1', 'MAP3K4', 'JAK3', 'GJA1', 'ADRB1', 'CXCL2', 'RPS6KA1', 'PF4', 'ERBB2', 'KCNH2', 'INSL3'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,193,193,0,193,1.0,0.0,1.0,105,0,105,105,0.0,1.0,-1.0
NEW00007,Etoxeridine,1,"{'RBBP7', 'GNB3', 'CRHR1', 'TBL2', 'GPR55', 'UTP18', 'CYSLTR2', 'PPP2R1B', 'GPR35', 'GPR25', 'OPRL1', 'GPR18', 'WIPI2', 'MCHR2', 'GNRHR', 'GPR137', 'CHRNB4', 'GNB2', 'SMU1', 'PPP2R2D', 'PPP2R1A', 'PPP2R5A', 'SIGLEC1', 'C5AR1', 'SLC6A1', 'DPP6', 'GPR183', 'CCR7', 'BRS3', 'SSTR1', 'P2RY4', 'GRIN2C', 'BTAF1', 'CIAO1', 'P2RY6', 'CORO1A', 'LTB4R', 'TACR1', 'GRWD1', 'PVR', 'CXCR6', 'PAFAH1B1', 'GALR3', 'FPR3', 'STRN4', 'NUP37', 'GPR65', 'GRIN2D', 'SLC6A17', 'GNB4', 'GPR139', 'SEC31A', 'P2RY2', 'TACR3', 'CORO6', 'PCOLCE', 'LRRC47', 'LLGL2', 'OR12D2', 'NPBWR1', 'TMEM64', 'ADCYAP1R1', 'SEC31B', 'OR51M1', 'WDR76', 'P2RY1', 'GNB5', 'FBXW11', 'GALR2', 'F2RL3', 'HCN4', 'STRN3', 'QRFPR', 'WSB2', 'WDR12', 'TRHR', 'DNAI1', 'RAE1', 'HCAR3', 'SLC6A16', 'WDR5', 'EIF3I', 'OR51D1', 'P2RY8', 'GPR4', 'WDR31', 'OR2AE1', 'PTAFR', 'AVPR1A', 'SLC6A4', 'CORO2A', 'RXFP4', 'WDR20', 'P2RY14', 'P2RY10', 'NUP43', 'RXFP3', 'EDNRB', 'NOP14', 'SSTR5', 'TLR4', 'WDR55', 'FPR1', 'SLC6A2', 'TMEM130', 'OPRK1', 'GPR171', 'GRPR', 'CXCR1', 'GPR82', 'OR2A7', 'MCHR1', 'GALR1', 'GPR17', 'TBL1X', 'SSTR2', 'DYNC1I2', 'THOC6', 'OR4P4', 'HCN1', 'OXTR', 'SPAG16', 'EED', 'OR2M2', 'CCR5', 'CCRL2', 'GPR15', 'NPBWR2', 'RPTOR', 'GPR34', 'PPP2R5C', 'SLC6A20', 'GNB1', 'CYSLTR1', 'MRGPRX3', 'ZNF106', 'ACKR4', 'PEX7', 'ACKR1', 'HCAR2', 'CLTCL1', 'PTGDR2', 'SEC13', 'OR2A1', 'PAK1IP1', 'WDR77', 'PLRG1', 'KISS1R', 'LTB4R2', 'F2RL2', 'RBBP5', 'DCAF6', 'WDR25', 'SLC6A5', 'VN1R5', 'TLE4', 'PTCHD4', 'GPR20', 'CCR4', 'GPER1', 'SSTR4', 'ACKR3', 'PPP2R5E', 'GPR83', 'UTS2R', 'NEDD1', 'FZR1', 'MIOS', 'PPP2R5B', 'GPR87', 'SLC6A14', 'PTGER3', 'PTGFR', 'APLNR', 'PPP2R2B', 'OPRM1', 'PROKR2', 'LARP1', 'CXCR2', 'SLC6A7', 'CMKLR1', 'LPAR4', 'THOC3', 'GPR174', 'HCN3', 'NMBR', 'CCR1', 'GPR182', 'WDR26', 'CSTF1', 'OR51E2', 'SUCNR1', 'PROKR1', 'GNB1L', 'WDSUB1', 'OR51L1', 'FFAR3', 'WDR13', 'LPAR5', 'TAS2R19', 'P2RY12', 'OR2M3', 'MRGPRD', 'ACKR2', 'SLC6A8', 'BUB3', 'HCN2', 'LPAR6', 'SEH1L', 'CXCR4', 'FPR2', 'WDR81', 'DDB2', 'WSB1', 'KATNB1', 'BTRC', 'SLC6A11', 'PWP1', 'WDR70', 'WDR59', 'GPR141', 'ERCC8', 'DCAF5', 'RBBP4', 'WDR33', 'OR10H5', 'OXGR1', 'PRLHR', 'F2R', 'CDC40', 'CNGA3', 'CCR9', 'WDR47', 'WDR83', 'P2RY13', 'BDKRB1', 'SLC6A13', 'SLC6A3', 'CNGA1', 'NPY1R', 'CORO1B', 'CCR10', 'SF3B1', 'WDR24', 'AVPR2', 'SLC6A6', 'TBC1D31', 'PPP2R2A', 'MRGPRF', 'DCAF7', 'CXCR3', 'BDKRB2', 'EDNRA', 'OPRD1', 'PDYN', 'GPR68', 'C5AR2', 'PPP2R5D', 'DYNC1I1', 'SSTR3', 'MYLK', 'PTGER1', 'MRPL42', 'MLNR', 'AGTR1', 'STRN', 'PPP2R2C', 'CX3CR1', 'CCR6', 'GHSR'}","{'EGFR', 'NTRK2'}","{'BDNF', 'NTF4', 'PIK3R2', 'SLC10A1', 'RGS4', 'ALB', 'THPO', 'SLC12A5', 'TIMP4', 'NTSR1', 'E2F1', 'COX8A', 'PGR', 'NGF', 'NTF3', 'AR', 'ITSN2', 'ACTB', 'PIK3R3', 'APBB2', 'PRKCZ', 'IQGAP1', 'PROM1', 'CREB1', 'ESR2'}","{'TAF6', 'CXCL5', 'TPH2', 'LARP1B', 'DYNC1LI2', 'ARF6', 'LAG3', 'RNF7', 'BCAR1', 'AKT2', 'NGFR', 'CDK1', 'PCGF3', 'IRAK4', 'PDE6B', 'PIK3R1', 'SCN1B', 'RHEB', 'CACNA1S', 'YAF2', 'ALOX5', 'NAPEPLD', 'NSUN2', 'RPS6KB1', 'GDPD1', 'PABPC1', 'JUP', 'SRRT', 'PDE6C', 'PPARGC1A', 'PRPH2', 'LTA4H', 'TREM2', 'KCNJ3', 'GGT1', 'PXDNL', 'TYK2', 'ABL1', 'KCNJ2', 'CXCL8', 'BTK', 'TCOF1', 'RBM25', 'TAF6L', 'CYP3A5', 'IL18R1', 'PPRC1', 'INSR', 'NTSR2', 'CRHR2', 'ITIH4', 'CBX5', 'VAV2', 'COL6A2', 'PROK2', 'GNL3L', 'MARK3', 'SLC2A1', 'JMJD8', 'PRKACB', 'RIOK1', 'INSL3', 'PDGFRA', 'DYNC2LI1', 'PTPRG', 'PLK4', 'RBBP6', 'LYN', 'RAB5A', 'ULK2', 'SAR1B', 'BMI1', 'MYO5A', 'MAT2A', 'PPARA', 'PITPNA', 'GFM1', 'GGT5', 'MST1R', 'KCNJ9', 'MADCAM1', 'RPS19', 'KCNJ16', 'TPO', 'CD83', 'VEGFC', 'PDE1A', 'FGFR1', 'CYP19A1', 'NR4A2', 'EIF5B', 'PABPC4', 'ESRRB', 'AKT1', 'CFL1', 'SNRPA', 'STK11', 'SH2B3', 'NDC1', 'IL2RB', 'BCR', 'TTK', 'MAPK13', 'PIK3R4', 'KCNC1', 'RET', 'PTGES', 'TNNI3', 'PRKAA2', 'IRAK1', 'PARD6B', 'AURKA', 'IARS2', 'KCND2', 'KCNH1', 'DIMT1', 'DCX', 'MRPS16', 'MGLL', 'SLC5A2', 'PRKACA', 'KCND3', 'CXCL6', 'IGFBP3', 'MAPK11', 'PLK1', 'RASD1', 'MRPL3', 'S100A4', 'MYO1C', 'NTRK3', 'PRKAA1', 'PDPK1', 'POLE3', 'KSR1', 'KCNJ5', 'MYH9', 'PPARG', 'FYN', 'TXNL4A', 'CALCR', 'IRS1', 'CTTN', 'PARD6G', 'TH', 'RAB7A', 'PTGS1', 'HAPLN1', 'CACNB2', 'MYD88', 'PPP6R3', 'RPS6KB2', 'EEF2', 'ADRB2', 'LRTOMT', 'CTTNBP2NL', 'CSNK2A1', 'RRAGD', 'COL6A1', 'CD8A', 'HCK', 'PSMD1', 'MET', 'MRPL46', 'CSTF3', 'AXL', 'IRAK2', 'SGK1', 'GSTM1', 'TAF9', 'RBX1', 'ANKK1', 'DRAP1', 'EPS8', 'AKT3', 'PRKCE', 'IRAK3', 'ANAPC11', 'S100A1', 'PIK3C2B', 'TGFBR2', 'GTF2H3', 'HNRNPM', 'MRPS17', 'PUF60', 'PTK6', 'RRAGC', 'C3', 'SRSF11', 'GFM2', 'GPHN', 'CDK4', 'POLDIP3', 'MAPK8', 'CDK6', 'CD47', 'IL7R', 'IDH1', 'RIPK2', 'SETD7', 'LARP7', 'SCN2A', 'SNRPB2', 'MAP3K7', 'FARSA', 'MEIG1', 'NTRK1', 'SH2B1', 'NCK1', 'PDGFRB', 'KIT', 'RPL17', 'BAIAP2', 'INTS6', 'PDCD1', 'ULK1', 'CALML3', 'UBL5', 'ZSWIM7', 'KCNQ1', 'CIRBP', 'SH3KBP1', 'NEDD8', 'CDK2', 'ARF1', 'JAK1', 'SNX9', 'RRAGB', 'KDR', 'TNK2', 'AURKB', 'MRPL32', 'GRM5', 'IDH2', 'RIPPLY1', 'ALK', 'KCNJ6', 'EPO', 'CTSK', 'PARD6A', 'PXDN', 'PTK2B', 'LGR5', 'PTK2', 'IGF1R', 'PSMD2', 'PDE6A', 'ITGA4', 'NPPA', 'JAK2', 'DYNC1LI1', 'RIPK1', 'PPP1R12A', 'NCF4', 'MAPK14', 'PANX1', 'TCERG1L', 'TAF9B', 'CXCL1', 'EPHA2', 'ERBB4', 'EIF3G', 'RGS3', 'STAP2', 'PDE1C', 'RYBP', 'MYH11', 'TFB2M', 'PTGS2', 'PRKAB2', 'POLE4', 'TAF12', 'SLC22A3', 'F13A1', 'MAP3K4', 'JAK3', 'GJA1', 'ADRB1', 'TPH1', 'CXCL2', 'SDCBP', 'ECM2', 'CDK8', 'CAV2', 'RPS6KA1', 'SH3GL2', 'MAPK12', 'LSG1', 'IGFBP2', 'PF4', 'ALCAM', 'ERBB2', 'HNMT', 'BCL2L1', 'PPP1R12B'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,272,270,2,272,0.9926470588235294,0.007352941176470588,0.9852941176470589,320,25,295,320,0.078125,0.921875,-0.84375
NEW00008,Eutylone,1,"{'SLC6A20', 'SLC6A9', 'PIK3R2', 'SLC18A1', 'SLC6A8', 'SLC18A2', 'SLC6A16', 'SLC6A12', 'SLC6A5', 'SLC6A11', 'SLC6A4', 'SLC6A1', 'SIGMAR1', 'SLC6A13', 'SLC6A3', 'SLC6A15', 'SLC6A6', 'SLC6A2', 'SLC16A13', 'SLC6A14', 'SLC6A17', 'PIK3R3', 'SLC6A7', 'TMEM64'}",set(),set(),"{'TH', 'LYN', 'KDR', 'HAPLN1', 'INSRR', 'TPH2', 'FGFR2', 'PIK3C2A', 'LRTOMT', 'ALK', 'KCNA2', 'AKT2', 'MET', 'HCK', 'PIP5K1B', 'PTK2', 'IGF1R', 'PRKCD', 'ANKK1', 'FGFR1', 'PIK3R1', 'AKT3', 'JAK2', 'PIK3C2B', 'NR4A2', 'PIP5K1A', 'CYP51A1', 'EGFR', 'TGFBR2', 'AKT1', 'GPHN', 'ERBB4', 'PIP4K2C', 'FLT4', 'PIK3R4', 'RET', 'SQLE', 'BTK', 'SLC22A3', 'SLC16A1', 'JAK3', 'INSR', 'FGFR3', 'PDGFRB', 'SLC5A2', 'KIT', 'KCNH6', 'VAV2', 'TPH1', 'FGFR4', 'SDCBP', 'ILK', 'ERBB2', 'STAR', 'KCNH2', 'PDPK1', 'SLC5A3', 'FYN', 'FAXDC2', 'IRS1', 'PDGFRA', 'JAK1'}",addictive_dominant,non_addictive_neighborhood,addictive_dominant → non_addictive_neighborhood,24,24,0,24,1.0,0.0,1.0,62,0,62,62,0.0,1.0,-1.0
NEW00009,Ezogabine,1,set(),"{'POU3F2', 'VAX1', 'ADNP', 'NKX6-2', 'SIX4', 'MSX1', 'JADE1', 'HOXA1', 'RHOXF2', 'HOPX', 'SIX1', 'SIX5', 'PBX4', 'EVX1', 'HHEX', 'KCNQ2', 'HMX2', 'MNX1', 'HOXA6', 'HOXB9', 'HOXD3', 'NKX3-1', 'TLX1', 'SIX6', 'HOXD4', 'MEOX2', 'LBX2', 'HOXA7', 'VSX1', 'GSX2', 'DBX2', 'LHX3', 'ADNP2', 'PBX3', 'HOXB1', 'HOXD8', 'TSHZ1', 'VAX2', 'LBX1', 'POU3F3', 'HOXB7', 'KCNQ3', 'HOXC9', 'NKX6-1', 'HOXA4', 'PBX1', 'NKX2-8', 'HOXC5', 'NANOGNB', 'HOXC8', 'SIX2', 'NKX1-2', 'HOXD1', 'HOXD9', 'HMX3', 'HOXA9', 'ZHX1', 'NKX2-2', 'KCNQ1', 'HOXB2', 'HOXC12', 'HOXC6'}","{'CACNA1A', 'BMP4', 'DYNC1I2', 'SMC4', 'POMC', 'AR', 'CHRNA4', 'GABRG2', 'TLE3', 'MEIS1'}","{'KCNJ13', 'MYH3', 'AKT2', 'RARG', 'KCNJ4', 'KCNJ12', 'KCNQ4', 'PPP1R21', 'AKT3', 'SCN1B', 'AKT1', 'SLC2A2', 'FCRLA', 'KCNQ5', 'KCNT1', 'AGPAT2', 'NFYC', 'KCNJ14', 'GLRX', 'SCN2A', 'ABL1', 'KCNJ2', 'KCND2', 'RARA', 'CBX5', 'PRKACA', 'PRKACB', 'SCN4B', 'CALML3', 'KCNH2', 'KCNJ5', 'SCN9A'}",non_addictive_dominant,non_addictive_neighborhood,non_addictive_dominant → non_addictive_neighborhood,62,0,62,62,0.0,1.0,-1.0,42,10,32,42,0.23809523809523808,0.7619047619047619,-0.5238095238095237
