source,target,weight,interaction,addiction_status,compound_name
TAF12,POLE4,0.725,PPI,,
TAF12,POLE3,0.722,PPI,,
TAF12,NFYC,0.71,PPI,,
GIPC1,NTRK1,0.802,PPI,,
GIPC1,SLC2A1,0.75,PPI,,
GIPC1,SH3BP4,0.746,PPI,,
TEK,VEGFC,0.955,PPI,,
TEK,THPO,0.794,PPI,,
TEK,BDNF,0.739,PPI,,
TEK,PIK3R1,0.735,PPI,,
TEK,NTF3,0.701,PPI,,
CTTNBP2NL,STRN3,0.999,PPI,,
CTTNBP2NL,STRN4,0.998,PPI,,
CTTNBP2NL,PPP2R1A,0.997,PPI,,
CTTNBP2NL,PPP2R1B,0.994,PPI,,
STRN,CTTNBP2NL,0.997,PPI,,
STRN,CALML3,0.959,PPI,,
STRN,ALK,0.825,PPI,,
PITPNM1,PTK2B,0.944,PPI,,
OSBP,ARF1,0.929,PPI,,
OSBP,PITPNM1,0.726,PPI,,
LTK,PIK3R1,0.781,PPI,,
GAS6,AKT1,0.725,PPI,,
TIMD4,HAVCR1,0.857,PPI,,
TIMD4,GAS6,0.817,PPI,,
TIMD4,MERTK,0.71,PPI,,
TYRO3,GAS6,0.999,PPI,,
TYRO3,TIMD4,0.732,PPI,,
GRIN2C,CALML3,0.741,PPI,,
GRIN2C,PRKACB,0.73,PPI,,
GRIN2A,FYN,0.981,PPI,,
GRIN2A,PRKACB,0.942,PPI,,
GRIN2A,PTK2B,0.846,PPI,,
GRIN2A,ERBB4,0.768,PPI,,
GRIN2A,CDK5,0.763,PPI,,
GRIN3A,PRKACB,0.728,PPI,,
GRIN2D,CALML3,0.74,PPI,,
GRIN2D,PRKACB,0.715,PPI,,
TRIP10,FES,0.918,PPI,,
TRIP10,ITSN2,0.86,PPI,,
TRIP10,PACSIN1,0.746,PPI,,
PACSIN2,PACSIN1,0.938,PPI,,
PACSIN2,TRIP10,0.787,PPI,,
CTTN,KCNA2,0.982,PPI,,
CTTN,NCK1,0.957,PPI,,
CTTN,PTK2B,0.925,PPI,,
CTTN,AKT1,0.898,PPI,,
CTTN,ARHGAP35,0.799,PPI,,
CTTN,BCAR1,0.796,PPI,,
ABI1,CYFIP1,0.999,PPI,,
ABI1,EPS8,0.999,PPI,,
ABI1,NCK1,0.947,PPI,,
ABI1,ARF1,0.947,PPI,,
ABI1,ACTR2,0.847,PPI,,
ABI1,BCAR1,0.783,PPI,,
BAIAP2,EPS8,0.996,PPI,,
BAIAP2,ABI1,0.984,PPI,,
BAIAP2,ACTB,0.951,PPI,,
BAIAP2,CYFIP1,0.945,PPI,,
BAIAP2,ACTG1,0.923,PPI,,
BAIAP2,NCK1,0.896,PPI,,
BAIAP2,ACTR2,0.844,PPI,,
BAIAP2,AKT1,0.765,PPI,,
BAIAP2,SHANK2,0.753,PPI,,
PRDX2,CDK5,0.836,PPI,,
PRDX2,GPX7,0.775,PPI,,
PRDX2,GPX8,0.774,PPI,,
PRDX2,GPX3,0.765,PPI,,
PRDX2,GPX4,0.702,PPI,,
PRDX1,ABL1,0.927,PPI,,
PRDX1,PRDX2,0.873,PPI,,
PRDX1,CDK5,0.805,PPI,,
PRDX1,GPX3,0.794,PPI,,
PRDX1,GPX7,0.792,PPI,,
PRDX1,GPX8,0.785,PPI,,
PRDX1,CFL1,0.704,PPI,,
PIK3R4,ULK2,0.996,PPI,,
PIK3R4,PIK3C2B,0.745,PPI,,
PIK3R4,STK35,0.727,PPI,,
GOPC,ADRB1,0.781,PPI,,
NPHP1,RPGRIP1L,0.999,PPI,,
NPHP1,BCAR1,0.893,PPI,,
NPHP1,ARL13B,0.872,PPI,,
NPHP1,PTK2B,0.789,PPI,,
NPHP1,STK11,0.787,PPI,,
IQCB1,CALML3,0.949,PPI,,
IQCB1,NPHP1,0.943,PPI,,
IQCB1,RPGRIP1L,0.872,PPI,,
HIF1AN,TRPV3,0.908,PPI,,
HIF1AN,APBA3,0.836,PPI,,
HIF1AN,EGLN1,0.801,PPI,,
HIF1AN,NFKBIB,0.707,PPI,,
INVS,NPHP1,0.965,PPI,,
INVS,IQCB1,0.81,PPI,,
INVS,CALML3,0.786,PPI,,
INVS,HIF1AN,0.767,PPI,,
INVS,RPGRIP1L,0.75,PPI,,
DPP4,CXCL2,0.754,PPI,,
DPP4,ABCC2,0.708,PPI,,
MERTK,GAS6,0.999,PPI,,
MERTK,LRAT,0.797,PPI,,
MERTK,RDH12,0.757,PPI,,
RPS6KA2,RPS6KA1,0.916,PPI,,
RPS6KA3,RPS6KA1,0.922,PPI,,
RPS6KA3,RPS6KA2,0.892,PPI,,
RPS6KA3,FGFR1,0.859,PPI,,
RPS6KA3,FGFR2,0.703,PPI,,
LPO,ALB,0.705,PPI,,
CD2AP,CTTN,0.951,PPI,,
CD2AP,MYO6,0.94,PPI,,
CD2AP,MYO1A,0.907,PPI,,
CD2AP,MYO1C,0.903,PPI,,
CD2AP,SH3KBP1,0.868,PPI,,
CD2AP,BCAR1,0.803,PPI,,
ULK1,PIK3R4,0.997,PPI,,
ULK1,ULK2,0.997,PPI,,
ULK1,PRKACB,0.913,PPI,,
ULK1,PRKAA1,0.872,PPI,,
ULK1,PRKAA2,0.84,PPI,,
ULK1,ATG16L2,0.726,PPI,,
KCND2,DPP6,0.994,PPI,,
KCND2,KCNQ2,0.72,PPI,,
DNAJB6,GRPEL1,0.894,PPI,,
DNAJB6,HSPA13,0.761,PPI,,
WDR24,RRAGC,0.999,PPI,,
WDR24,RRAGD,0.858,PPI,,
WDR24,JMJD8,0.72,PPI,,
MIOS,RRAGC,0.998,PPI,,
MIOS,RRAGD,0.796,PPI,,
WDR59,RRAGB,0.865,PPI,,
WDR59,RRAGC,0.848,PPI,,
WDR59,RRAGD,0.836,PPI,,
WDR59,RHEB,0.712,PPI,,
RAB27A,MYO5A,0.999,PPI,,
RAB27A,MYO7A,0.857,PPI,,
EXPH5,RAB27A,0.981,PPI,,
RAB27B,RAB27A,0.926,PPI,,
RAB27B,MYO5A,0.882,PPI,,
RAB27B,CHML,0.819,PPI,,
RAB27B,EXPH5,0.815,PPI,,
RAB27B,CHM,0.729,PPI,,
SRSF11,PUF60,0.892,PPI,,
RBM7,SRRT,0.928,PPI,,
RNF139,COPS5,0.709,PPI,,
FAF2,UBXN4,0.854,PPI,,
FAF2,RNF139,0.717,PPI,,
COL18A1,COL6A1,0.848,PPI,,
CACNB2,CACNA2D1,0.995,PPI,,
CACNB2,CACNA2D2,0.99,PPI,,
CACNB2,CACNA1S,0.987,PPI,,
CACNB2,CACNA1A,0.955,PPI,,
CACNB2,SCN1B,0.828,PPI,,
CACNB2,PPP2R2B,0.771,PPI,,
CACNB2,STAC3,0.76,PPI,,
LACTB,PPM1L,0.891,PPI,,
RAB11B,VPS39,0.762,PPI,,
RAB5A,RAB5B,0.999,PPI,,
RAB5A,RAB5C,0.989,PPI,,
RAB5A,ANKFY1,0.985,PPI,,
RAB5A,PIK3R4,0.957,PPI,,
RAB5A,CHML,0.941,PPI,,
RAB5A,RAB4A,0.905,PPI,,
RAB5A,EGFR,0.883,PPI,,
RAB5A,CHM,0.878,PPI,,
RAB5A,CLTCL1,0.839,PPI,,
RAB5A,VPS39,0.808,PPI,,
RAB5A,SDCBP,0.808,PPI,,
RAB5A,PIK3R1,0.792,PPI,,
RAB5A,ARF1,0.776,PPI,,
RAB5A,GIPC1,0.715,PPI,,
RAB5A,EPS8,0.712,PPI,,
RAB5A,AGTR1,0.703,PPI,,
ARF6,PIP5K1A,0.964,PPI,,
ARF6,ARF1,0.916,PPI,,
ARF6,EXOC7,0.852,PPI,,
ARF6,AKT1,0.819,PPI,,
ARF6,ITSN2,0.775,PPI,,
ARF6,SDCBP,0.764,PPI,,
ARF6,RAB4A,0.738,PPI,,
ARF6,CLTCL1,0.735,PPI,,
ARF6,AGAP1,0.73,PPI,,
ARF6,MET,0.728,PPI,,
VPS39,PLEKHM1,0.791,PPI,,
VPS39,RAB41,0.761,PPI,,
VPS39,RAB6C,0.761,PPI,,
VPS39,RRAGC,0.703,PPI,,
ODF2,EVI5,0.793,PPI,,
STX12,RAB9A,0.716,PPI,,
APH1A,NOTCH4,0.788,PPI,,
APH1B,PSEN1,0.999,PPI,,
APH1B,PSEN2,0.999,PPI,,
APH1B,NOTCH4,0.72,PPI,,
MYO5C,ACTG1,0.838,PPI,,
MYO5C,ACTB,0.771,PPI,,
MYO5C,RAB11A,0.744,PPI,,
CYP39A1,HSD3B7,0.978,PPI,,
CYP7B1,FAXDC2,0.704,PPI,,
NCK1,CYFIP1,0.902,PPI,,
NCK1,PIK3R1,0.835,PPI,,
NCK1,CFL1,0.832,PPI,,
NCK1,LYN,0.717,PPI,,
NCK1,BTK,0.711,PPI,,
NCK1,AKT1,0.703,PPI,,
CHRNA3,JAK2,0.902,PPI,,
CHRNB2,JAK2,0.9,PPI,,
CHRNB2,LYNX1,0.76,PPI,,
CHRNA6,JAK2,0.9,PPI,,
CHRNB4,JAK2,0.9,PPI,,
ANKK1,OPRM1,0.722,PPI,,
LRTOMT,MAOB,0.99,PPI,,
LRTOMT,MAOA,0.989,PPI,,
LRTOMT,CYP1A1,0.957,PPI,,
LRTOMT,UGT1A7,0.818,PPI,,
LRTOMT,UGT2B17,0.806,PPI,,
LRTOMT,TH,0.724,PPI,,
RAB6A,BICD1,0.989,PPI,,
RAB6A,GOLGA1,0.895,PPI,,
RAB6A,ARF1,0.819,PPI,,
RAB6A,VPS39,0.819,PPI,,
RAB6A,CHM,0.772,PPI,,
RAB6A,RAB18,0.753,PPI,,
RAB6A,ARFRP1,0.735,PPI,,
RAB6A,CHML,0.725,PPI,,
GOLGA1,ARFRP1,0.735,PPI,,
ARL1,RAB6A,0.801,PPI,,
ARL1,GOLGA1,0.781,PPI,,
FZD5,RYK,0.963,PPI,,
FZD5,ROR2,0.821,PPI,,
KCNH1,CALML3,0.764,PPI,,
NUAK1,STK11,0.93,PPI,,
PDE11A,GUK1,0.906,PPI,,
PDE11A,DCK,0.902,PPI,,
PDE11A,NPR1,0.769,PPI,,
PDE11A,NPR2,0.731,PPI,,
PDE2A,GUK1,0.906,PPI,,
PDE2A,NPR1,0.799,PPI,,
PDE2A,NPR2,0.798,PPI,,
PDE2A,PDE4A,0.742,PPI,,
MYO5B,RAB25,0.965,PPI,,
MYO5B,RAB11FIP1,0.87,PPI,,
MYO5B,RAB11B,0.835,PPI,,
ARL13B,RPGRIP1L,0.903,PPI,,
ARL13B,IFT74,0.897,PPI,,
ARL13B,IFT27,0.843,PPI,,
ARL3,ARL13B,0.782,PPI,,
GABRB3,PLCL1,0.904,PPI,,
GABRA1,PLCL1,0.913,PPI,,
GABRA1,SCN1B,0.765,PPI,,
GABRB1,PLCL1,0.908,PPI,,
GABRE,PLCL1,0.91,PPI,,
GABRG2,SCN2A,0.774,PPI,,
GABRG2,GPHN,0.755,PPI,,
GRM1,HOMER1,0.998,PPI,,
GRM1,HOMER3,0.99,PPI,,
GRM1,GRM5,0.977,PPI,,
GRM1,AGAP2,0.928,PPI,,
GRM1,CALCRL,0.907,PPI,,
GRM1,TRPC1,0.848,PPI,,
GRM1,CALCR,0.74,PPI,,
GRM1,GRIN2A,0.738,PPI,,
GRM1,SHANK2,0.714,PPI,,
GRM1,NRXN1,0.705,PPI,,
GABRB2,PLCL1,0.909,PPI,,
GABRA4,PLCL1,0.909,PPI,,
GABRA3,PLCL1,0.905,PPI,,
GABRG1,PLCL1,0.918,PPI,,
GABRA6,PLCL1,0.909,PPI,,
CALCR,GNB1,0.969,PPI,,
CALCR,CALCRL,0.906,PPI,,
CHRNA4,JAK2,0.903,PPI,,
CHRNA4,KCNQ3,0.752,PPI,,
GABBR2,KCNJ6,0.962,PPI,,
GABBR2,KCNJ3,0.959,PPI,,
GABBR2,KCNJ9,0.946,PPI,,
GABBR2,KCNJ5,0.911,PPI,,
GABBR2,GRM1,0.827,PPI,,
GABBR2,CALCR,0.748,PPI,,
AMBP,ITIH2,0.97,PPI,,
AMBP,ITIH3,0.931,PPI,,
GNE,AMDHD2,0.898,PPI,,
GNE,MYH2,0.727,PPI,,
NPL,GNE,0.95,PPI,,
RAB7A,RAB5A,0.948,PPI,,
RAB7A,CHM,0.947,PPI,,
RAB7A,DYNC1LI1,0.882,PPI,,
RAB7A,PLEKHM1,0.867,PPI,,
RAB7A,CHML,0.861,PPI,,
RAB7A,VPS39,0.83,PPI,,
RAB7A,RAB11B,0.819,PPI,,
RAB7A,DYNC1I2,0.81,PPI,,
RAB7A,DYNC1I1,0.805,PPI,,
RAB7A,ARL8B,0.797,PPI,,
RAB7A,RAB5B,0.729,PPI,,
KCNU1,KCNN1,0.958,PPI,,
KCNU1,KCNN3,0.942,PPI,,
KCNU1,KCNMB2,0.921,PPI,,
KCNMB1,KCNU1,0.954,PPI,,
KCNMB1,KCNN1,0.945,PPI,,
KCNMB1,KCNN3,0.936,PPI,,
KCNMB1,KCNMB2,0.929,PPI,,
KCNMB1,PRKG1,0.926,PPI,,
KCNMB1,KCNMB3,0.92,PPI,,
KCNMB1,PRKACB,0.92,PPI,,
KCNMB1,PRKACA,0.919,PPI,,
KCNN1,KCNN3,0.907,PPI,,
KCNMB2,KCNN1,0.933,PPI,,
KCNMB2,KCNN3,0.931,PPI,,
KCNMB3,KCNN1,0.937,PPI,,
KCNMB3,KCNN3,0.929,PPI,,
KCNMB3,KCNU1,0.925,PPI,,
KCNMB3,KCNMB2,0.911,PPI,,
KCNMB3,PRKG1,0.903,PPI,,
KCNMB3,PRKACB,0.902,PPI,,
KCNT1,SCN2A,0.755,PPI,,
KCNMB4,KCNU1,0.984,PPI,,
KCNMB4,KCNN3,0.982,PPI,,
KCNMB4,KCNMB1,0.951,PPI,,
KCNMB4,KCNN1,0.937,PPI,,
KCNMB4,KCNMB2,0.935,PPI,,
KCNMB4,PRKG1,0.914,PPI,,
KCNMB4,KCNMB3,0.913,PPI,,
KCNMB4,PRKACB,0.912,PPI,,
KCNMB4,PRKACA,0.909,PPI,,
KCNMB4,KCNT1,0.778,PPI,,
CDKN2B,CCND3,0.946,PPI,,
CCND2,CDK6,0.999,PPI,,
CCND2,CDK2,0.995,PPI,,
CCND2,CDKN2B,0.962,PPI,,
CCND2,CDK5,0.951,PPI,,
CCND2,CCND3,0.937,PPI,,
CCND2,CDK1,0.888,PPI,,
CCND2,E2F1,0.791,PPI,,
CCND2,E2F3,0.747,PPI,,
CCND2,JAK2,0.711,PPI,,
CCND2,ABL1,0.71,PPI,,
CCND2,E2F4,0.7,PPI,,
E2F3,CDK2,0.973,PPI,,
E2F3,CDK6,0.832,PPI,,
E2F3,CCND3,0.735,PPI,,
E2F3,RYBP,0.715,PPI,,
NR5A1,NCOA2,0.951,PPI,,
NR5A1,CYP19A1,0.835,PPI,,
NR5A1,INSL3,0.775,PPI,,
NR5A1,POMC,0.735,PPI,,
DCK,NT5C2,0.967,PPI,,
DCK,DCTPP1,0.934,PPI,,
DCK,PDE4D,0.932,PPI,,
DCK,PDE2A,0.909,PPI,,
DCK,PDE4B,0.909,PPI,,
DCK,PDE1C,0.906,PPI,,
DCK,PDE1A,0.906,PPI,,
DCK,PDE4A,0.904,PPI,,
DCK,PDE10A,0.902,PPI,,
DCK,PDIA4,0.781,PPI,,
DCK,RRM2,0.769,PPI,,
DCK,SLC28A3,0.704,PPI,,
TK2,DUT,0.955,PPI,,
TK2,NT5C2,0.911,PPI,,
DGUOK,GUK1,0.932,PPI,,
DGUOK,NT5C2,0.926,PPI,,
DGUOK,PDIA4,0.703,PPI,,
DCTPP1,RRM2,0.922,PPI,,
DCTPP1,NT5C2,0.909,PPI,,
DUT,PPARA,0.791,PPI,,
ALCAM,CNTN6,0.806,PPI,,
ALCAM,PROM1,0.772,PPI,,
PDE6C,CNGA1,0.703,PPI,,
PDE10A,PRKACB,0.789,PPI,,
PDE10A,NPR1,0.755,PPI,,
PDE10A,PDE4A,0.742,PPI,,
RINT1,RAB18,0.935,PPI,,
GTF2H3,GTF2A1,0.989,PPI,,
GTF2H3,TAF4B,0.741,PPI,,
CDK3,CDK5,0.787,PPI,,
CDK17,CDK14,0.72,PPI,,
CABLES1,CDK5,0.969,PPI,,
CABLES1,CDK3,0.945,PPI,,
CABLES1,CDK2,0.899,PPI,,
CABLES1,CDK17,0.885,PPI,,
CABLES1,CDK18,0.765,PPI,,
GRP,PROK2,0.714,PPI,,
LY96,MYD88,0.999,PPI,,
LY96,IRAK1,0.861,PPI,,
LY96,MAP3K7,0.707,PPI,,
CCND3,CDK1,0.949,PPI,,
CCND3,CDK5,0.898,PPI,,
CCND3,CDK14,0.869,PPI,,
CCND3,AKT1,0.761,PPI,,
CCND3,CRABP2,0.742,PPI,,
CCND3,E2F4,0.711,PPI,,
PPARD,RXRA,0.995,PPI,,
PPARD,RXRB,0.948,PPI,,
PPARD,RXRG,0.891,PPI,,
PPARD,PPARA,0.887,PPI,,
PPARD,XPR1,0.748,PPI,,
ARPC5,CYFIP1,0.771,PPI,,
ARPC5,ABI1,0.747,PPI,,
COX11,CHCHD7,0.768,PPI,,
SCO1,COX11,0.961,PPI,,
SCO1,FASTKD2,0.755,PPI,,
GUK1,HDDC3,0.942,PPI,,
GUK1,PDE6C,0.931,PPI,,
GUK1,PDE6B,0.913,PPI,,
GUK1,PDE10A,0.906,PPI,,
GUK1,PDE1C,0.9,PPI,,
GUK1,PDE1A,0.9,PPI,,
GUCY2C,PDE10A,0.83,PPI,,
GUCY2C,PDE6B,0.797,PPI,,
GUCY2C,PDE6C,0.776,PPI,,
GUCY2C,PDE11A,0.775,PPI,,
GUCY2C,PDE2A,0.772,PPI,,
GUCY2C,PDE1A,0.743,PPI,,
GUCY2C,PDE1C,0.742,PPI,,
NPR2,NPPA,0.999,PPI,,
NPR2,NPPB,0.978,PPI,,
NPR2,NPR1,0.949,PPI,,
NPR2,PDE6B,0.783,PPI,,
NPR2,PDE6C,0.76,PPI,,
NPR2,PDE10A,0.752,PPI,,
NPR2,PDE1A,0.741,PPI,,
NPR2,PDE1C,0.731,PPI,,
NPR1,NPPA,0.999,PPI,,
NPR1,NPPB,0.999,PPI,,
NPR1,POMC,0.914,PPI,,
NPR1,PRKG1,0.794,PPI,,
NPR1,PDE6B,0.77,PPI,,
NPR1,PDE1A,0.745,PPI,,
NPR1,PDE6C,0.743,PPI,,
NPR1,PDE1C,0.72,PPI,,
CNGA3,PDE6C,0.976,PPI,,
MAT2A,IL4I1,0.907,PPI,,
MAT2A,NOP14,0.83,PPI,,
BHMT2,MAT2A,0.973,PPI,,
BHMT2,IL4I1,0.904,PPI,,
ACY3,ACY1,0.796,PPI,,
ACY3,ASPA,0.795,PPI,,
GRSF1,GPX4,0.964,PPI,,
GRSF1,FASTKD2,0.825,PPI,,
GABRD,PLCL1,0.916,PPI,,
GABRD,SCN1B,0.786,PPI,,
GABRA5,PLCL1,0.91,PPI,,
ACTR1A,MYO1A,0.722,PPI,,
ACTR1B,MYO1A,0.758,PPI,,
DYNC1LI2,DYNC1I2,0.999,PPI,,
DYNC1LI2,DYNC1LI1,0.995,PPI,,
DYNC1LI2,DYNC1I1,0.995,PPI,,
DYNC1LI2,ACTR1A,0.97,PPI,,
DYNC1LI2,DYNC2LI1,0.967,PPI,,
DYNC1LI2,RAB7A,0.871,PPI,,
DYNC1LI2,PAFAH1B1,0.836,PPI,,
DYNC1LI2,ACTB,0.825,PPI,,
DYNC1LI2,BICD1,0.738,PPI,,
DYNC1LI1,DYNC1I1,0.999,PPI,,
DYNC1LI1,DYNC1I2,0.996,PPI,,
DYNC1LI1,HOOK3,0.986,PPI,,
DYNC1LI1,DYNC2LI1,0.952,PPI,,
DYNC1LI1,PAFAH1B1,0.925,PPI,,
DYNC1LI1,ACTR1A,0.852,PPI,,
DYNC1LI1,BICD1,0.787,PPI,,
DYNC1LI1,RAB4A,0.727,PPI,,
PAFAH1B1,DCX,0.866,PPI,,
DYNC1I1,DYNC2LI1,0.942,PPI,,
PRKAA1,PRKAA2,0.984,PPI,,
PRKAA1,MAP3K7,0.966,PPI,,
PRKAA1,PRKACB,0.925,PPI,,
STRADA,PRKAA1,0.915,PPI,,
STRADA,PRKAA2,0.914,PPI,,
PRKAB2,PRKAA1,0.999,PPI,,
PRKAB2,PRKAA2,0.999,PPI,,
PRKAB2,STK11,0.976,PPI,,
PRKAB2,PPARGC1A,0.933,PPI,,
PRKAB2,RPTOR,0.933,PPI,,
PRKAB2,MAP3K7,0.917,PPI,,
PRKAB2,TSC1,0.908,PPI,,
PRKAB2,PRKACA,0.765,PPI,,
PRKAB2,STRADA,0.764,PPI,,
RXRB,NCOA2,0.951,PPI,,
RXRB,RARG,0.946,PPI,,
RXRB,RXRA,0.934,PPI,,
RXRB,PPARA,0.932,PPI,,
BCR,ABL1,0.996,PPI,,
BCR,DCAF5,0.758,PPI,,
BCR,PIK3R1,0.744,PPI,,
EXOC6,RAB11A,0.999,PPI,,
EXOC6,MYO5A,0.861,PPI,,
EXOC7,MYO5A,0.701,PPI,,
MYO5A,ACTB,0.811,PPI,,
MYO5A,ACTG1,0.805,PPI,,
EXOC4,EXOC6,0.999,PPI,,
EXOC4,EXOC7,0.999,PPI,,
EXOC4,IQGAP1,0.934,PPI,,
EXOC4,MYO5A,0.906,PPI,,
EXOC4,RAB11A,0.906,PPI,,
EXOC4,TNFAIP2,0.864,PPI,,
EXOC4,SLC2A4,0.83,PPI,,
EXOC4,TRAPPC11,0.791,PPI,,
LSG1,RPL17,0.886,PPI,,
LSG1,GNL3L,0.823,PPI,,
LSG1,PWP1,0.82,PPI,,
LSG1,NOP14,0.76,PPI,,
LSG1,RIOK1,0.726,PPI,,
SLC6A8,HAPLN1,0.727,PPI,,
EIF3I,RPS19,0.983,PPI,,
EIF3I,RPL17,0.702,PPI,,
ABCE1,RPS19,0.973,PPI,,
ABCE1,HBS1L,0.959,PPI,,
ABCE1,RPL17,0.852,PPI,,
ABCE1,EEF2,0.804,PPI,,
ABCE1,PABPC1,0.712,PPI,,
EIF3G,EIF3I,0.999,PPI,,
EIF3G,RPS5,0.979,PPI,,
EIF3G,RPS19,0.957,PPI,,
EIF3G,ABCE1,0.939,PPI,,
EIF3G,COPS5,0.884,PPI,,
EIF3G,P2RY11,0.853,PPI,,
EIF3G,EIF5B,0.85,PPI,,
LHX3,POMC,0.71,PPI,,
MNX1,LHX3,0.7,PPI,,
ABCC8,KCNJ8,0.999,PPI,,
TRPC3,TRPC1,0.981,PPI,,
SCN1B,SCN2A,0.991,PPI,,
SCN1B,SCN7A,0.976,PPI,,
SCN1B,GABRG2,0.947,PPI,,
SCN1B,KCNC2,0.756,PPI,,
SCN1B,KCNJ8,0.72,PPI,,
TRPC6,TRPC3,0.952,PPI,,
TRPC6,PRKG1,0.942,PPI,,
TRPC6,TRPC1,0.939,PPI,,
TRPC6,BMPR2,0.929,PPI,,
TRPC6,CD2AP,0.902,PPI,,
TRPC6,TRPC4,0.813,PPI,,
TRPC6,TRPV1,0.74,PPI,,
SCN9A,SCN1B,0.998,PPI,,
SCN9A,SCN2A,0.943,PPI,,
SCN9A,GABRG2,0.864,PPI,,
SCN9A,TRPV1,0.769,PPI,,
SCN9A,SCN7A,0.711,PPI,,
MCOLN1,MCOLN2,0.984,PPI,,
MCOLN1,TRPV1,0.754,PPI,,
TRPV3,CALML3,0.71,PPI,,
TRPV3,TRPC1,0.709,PPI,,
TRPM4,ABCC8,0.992,PPI,,
TRPM4,TRPC3,0.943,PPI,,
TRPM4,SCN1B,0.88,PPI,,
TRPM4,TRPC6,0.871,PPI,,
TRPM4,TRPC1,0.852,PPI,,
TRPM4,SCN2A,0.83,PPI,,
TRPM4,SCN4B,0.818,PPI,,
TRPM4,SCNN1A,0.776,PPI,,
TRPM4,SCN9A,0.763,PPI,,
TRPM4,MCOLN1,0.76,PPI,,
TRPM4,TRPV3,0.749,PPI,,
TRPM4,TRPV1,0.747,PPI,,
PXDNL,ACTB,0.924,PPI,,
PXDNL,AKT1,0.875,PPI,,
PXDNL,BDNF,0.766,PPI,,
PXDNL,TH,0.743,PPI,,
PXDNL,GPX3,0.721,PPI,,
PXDNL,GPX7,0.712,PPI,,
PXDN,PXDNL,0.981,PPI,,
PXDN,ALB,0.938,PPI,,
PXDN,ACTB,0.925,PPI,,
PXDN,AKT1,0.876,PPI,,
PXDN,BDNF,0.773,PPI,,
PXDN,EGFR,0.763,PPI,,
PXDN,TH,0.743,PPI,,
PXDN,GPX8,0.73,PPI,,
PXDN,GPX3,0.722,PPI,,
PXDN,GPX7,0.717,PPI,,
PXDN,ERBB2,0.702,PPI,,
EPO,THPO,0.992,PPI,,
EPO,JAK2,0.99,PPI,,
EPO,JAK1,0.895,PPI,,
EPO,JAK3,0.887,PPI,,
EPO,EGLN1,0.851,PPI,,
EPO,EPHB4,0.826,PPI,,
EPO,IL7R,0.798,PPI,,
EPO,EGFR,0.79,PPI,,
EPO,ALB,0.784,PPI,,
EPO,PDGFRB,0.774,PPI,,
EPO,BDNF,0.753,PPI,,
EPO,PDGFRA,0.744,PPI,,
EPO,IL2RG,0.737,PPI,,
EPO,KIT,0.736,PPI,,
EPO,TYK2,0.704,PPI,,
EPO,IL4R,0.7,PPI,,
PINK1,BCL2L1,0.986,PPI,,
PINK1,MAOB,0.743,PPI,,
TREM2,TREML1,0.975,PPI,,
TREM2,TLR4,0.762,PPI,,
TREM2,CD300LF,0.712,PPI,,
PSEN2,APH1A,0.999,PPI,,
PSEN2,TREM2,0.752,PPI,,
PSEN2,NOTCH4,0.752,PPI,,
PSEN2,CDK5,0.72,PPI,,
PSEN1,APH1A,0.999,PPI,,
PSEN1,PSEN2,0.999,PPI,,
PSEN1,PRKACB,0.936,PPI,,
PSEN1,TREM2,0.853,PPI,,
PSEN1,CDK5,0.853,PPI,,
PSEN1,NOTCH4,0.843,PPI,,
PSEN1,ERBB4,0.713,PPI,,
XPR1,PPARA,0.97,PPI,,
XPR1,RXRA,0.84,PPI,,
XPR1,NR1I3,0.807,PPI,,
CYP46A1,CYP39A1,0.98,PPI,,
CYP46A1,CYP7B1,0.827,PPI,,
KCNA2,SCN2A,0.764,PPI,,
KCNK3,BMPR2,0.7,PPI,,
KCNA5,KCNA2,0.982,PPI,,
KCNA5,KCNH2,0.865,PPI,,
KCNA5,FYN,0.734,PPI,,
KCNA5,KCNJ8,0.712,PPI,,
KCNA5,KCNJ3,0.71,PPI,,
KCNA5,KCNK3,0.706,PPI,,
PLA2G6,PLA2G4A,0.839,PPI,,
PLA2G6,CYP2U1,0.826,PPI,,
PLA2G6,PINK1,0.8,PPI,,
PLA2G6,PTGS1,0.782,PPI,,
PLA2G6,PTGS2,0.773,PPI,,
PLA2G6,ALOX5,0.75,PPI,,
PLA2G6,ALOX15B,0.731,PPI,,
PLA2G6,ALOX12B,0.719,PPI,,
PBX4,MEIS1,0.79,PPI,,
PBX4,HOXC9,0.704,PPI,,
ATP1B2,PRKG1,0.908,PPI,,
E2F1,CDK1,0.909,PPI,,
E2F1,AKT1,0.797,PPI,,
E2F1,CCND3,0.777,PPI,,
E2F1,CDK8,0.719,PPI,,
E2F1,BCL2L1,0.702,PPI,,
E2F4,CDK1,0.753,PPI,,
E2F8,TOP2A,0.808,PPI,,
E2F8,TTK,0.786,PPI,,
E2F8,CDK1,0.734,PPI,,
TPH2,IL4I1,0.904,PPI,,
TPH2,SLC18A2,0.72,PPI,,
SLC6A4,TPH2,0.925,PPI,,
SLC6A4,ANKK1,0.763,PPI,,
SLC6A4,SLC22A3,0.72,PPI,,
SLC6A4,LRTOMT,0.717,PPI,,
ASMT,CYP1A1,0.925,PPI,,
MAOB,TH,0.792,PPI,,
TPH1,TPH2,0.96,PPI,,
TPH1,SLC6A4,0.95,PPI,,
