source,target,weight,interaction,addiction_status,compound_name
TPH1,IL4I1,0.915,PPI,,
TPH1,ASMT,0.76,PPI,,
TPH1,MAOB,0.756,PPI,,
TPH1,MAOA,0.729,PPI,,
ACKR1,CXCL1,0.993,PPI,,
HOXD9,HOXD8,0.808,PPI,,
HOXD9,HOXD3,0.791,PPI,,
VPREB3,FCRLA,0.886,PPI,,
CYSLTR1,ALOX5,0.782,PPI,,
F2R,MARK3,0.782,PPI,,
SCNN1A,SCN1B,0.925,PPI,,
SCNN1A,SGK1,0.825,PPI,,
SCNN1A,SCN2A,0.741,PPI,,
SCNN1A,KCNJ1,0.707,PPI,,
WNK4,KCNJ1,0.97,PPI,,
WNK4,SCNN1A,0.84,PPI,,
WNK4,SLC12A4,0.786,PPI,,
WNK4,SLC12A5,0.784,PPI,,
RORA,GRM1,0.915,PPI,,
RORA,PPARGC1A,0.849,PPI,,
RORA,RYK,0.828,PPI,,
NR1D1,PPARGC1A,0.839,PPI,,
NR1D1,RORA,0.78,PPI,,
CD83,CD8A,0.726,PPI,,
CCRL2,IL18R1,0.755,PPI,,
CCRL2,CD8A,0.753,PPI,,
SMU1,SRRT,0.842,PPI,,
UBL5,SMU1,0.969,PPI,,
UBL5,CDC40,0.964,PPI,,
UBL5,PLRG1,0.886,PPI,,
UBL5,SRRT,0.803,PPI,,
UBL5,COX7A2,0.778,PPI,,
UBL5,WDR83,0.728,PPI,,
DSTN,ACTG1,0.911,PPI,,
DSTN,ACTB,0.91,PPI,,
CDK5,CDK5RAP3,0.841,PPI,,
PKMYT1,CDK1,0.995,PPI,,
PKMYT1,PLK1,0.987,PPI,,
PKMYT1,RPS6KA1,0.908,PPI,,
PKMYT1,RPS6KA2,0.903,PPI,,
PKMYT1,RPS6KA3,0.902,PPI,,
PKMYT1,CHEK2,0.826,PPI,,
PKMYT1,CDC45,0.736,PPI,,
C3AR1,VSIG4,0.783,PPI,,
C5AR1,RPS19,0.986,PPI,,
ITIH4,CCR5,0.999,PPI,,
ITIH4,CXCR4,0.999,PPI,,
ITIH4,CD8A,0.85,PPI,,
ITIH4,ALB,0.765,PPI,,
ITIH4,TLR4,0.704,PPI,,
C3,VSIG4,0.999,PPI,,
C3,C3AR1,0.998,PPI,,
C3,C5AR2,0.998,PPI,,
C3,C5AR1,0.977,PPI,,
C3,ALB,0.959,PPI,,
C3,CXCL8,0.783,PPI,,
C3,ORM1,0.775,PPI,,
C3,ORM2,0.772,PPI,,
C3,ITIH4,0.745,PPI,,
C3,APOE,0.732,PPI,,
BMPR1B,PAEP,0.873,PPI,,
BMPR2,BMPR1B,0.999,PPI,,
BMPR2,ACVRL1,0.997,PPI,,
BMPR2,TRPC1,0.924,PPI,,
BMPR2,TRPC4,0.914,PPI,,
BMPR2,TRPC3,0.907,PPI,,
BMPR2,ALK,0.764,PPI,,
BMPR2,PAEP,0.734,PPI,,
BMPR2,TGFBR1,0.722,PPI,,
BMPR1A,BMPR2,0.999,PPI,,
BMPR1A,BMPR1B,0.997,PPI,,
BMPR1A,ACVRL1,0.723,PPI,,
MSX1,SIX1,0.716,PPI,,
ACVRL1,BMPR1B,0.739,PPI,,
AMHR2,BMPR1A,0.925,PPI,,
AMHR2,BMPR2,0.916,PPI,,
AMHR2,BMPR1B,0.796,PPI,,
AMHR2,TGFBR1,0.779,PPI,,
AMHR2,FSHR,0.761,PPI,,
AMHR2,NR5A1,0.732,PPI,,
AMHR2,LHCGR,0.7,PPI,,
GOT1,ASNS,0.969,PPI,,
GOT1,TH,0.939,PPI,,
GOT1,PAH,0.939,PPI,,
GOT1,IDH1,0.929,PPI,,
GOT1,ASRGL1,0.927,PPI,,
GOT1,HOGA1,0.911,PPI,,
GOT1,IL4I1,0.908,PPI,,
GOT1,GCLC,0.83,PPI,,
ASNS,ASRGL1,0.959,PPI,,
ASNS,IL4I1,0.913,PPI,,
ASNS,TRIB3,0.902,PPI,,
GOT1L1,ASNS,0.949,PPI,,
GOT1L1,PAH,0.94,PPI,,
GOT1L1,GOT1,0.938,PPI,,
GOT1L1,TH,0.931,PPI,,
GOT1L1,ASRGL1,0.921,PPI,,
GOT1L1,HOGA1,0.911,PPI,,
GOT1L1,TPO,0.907,PPI,,
GOT1L1,IL4I1,0.906,PPI,,
GOT1L1,IDH2,0.885,PPI,,
GOT1L1,IDH1,0.883,PPI,,
GOT1L1,GCLC,0.805,PPI,,
GOT1L1,GGT7,0.709,PPI,,
FABP1,PPARA,0.964,PPI,,
FABP1,HAVCR1,0.873,PPI,,
FABP1,MTTP,0.719,PPI,,
FABP1,GSTA1,0.717,PPI,,
IDH2,IDH1,0.961,PPI,,
IDH2,GOT1,0.916,PPI,,
IDH2,IL4I1,0.815,PPI,,
IDH2,BRAF,0.731,PPI,,
IDH1,IL4I1,0.814,PPI,,
IDH1,BRAF,0.799,PPI,,
IDH1,FGFR2,0.762,PPI,,
PAH,IL4I1,0.904,PPI,,
CDO1,GOT1,0.94,PPI,,
CDO1,GOT1L1,0.92,PPI,,
CDO1,GCLC,0.848,PPI,,
CDO1,ANPEP,0.804,PPI,,
ASRGL1,IL4I1,0.906,PPI,,
HOGA1,MRPS16,0.812,PPI,,
FABP4,PPARG,0.993,PPI,,
FABP4,PPARGC1A,0.818,PPI,,
FABP4,PPARA,0.795,PPI,,
FABP4,RXRA,0.789,PPI,,
FABP4,CDK4,0.782,PPI,,
FABP4,CCND3,0.77,PPI,,
ASPA,ACY1,0.981,PPI,,
ASPA,GOT1,0.915,PPI,,
ASPA,ASNS,0.908,PPI,,
ASPA,ASRGL1,0.905,PPI,,
ASPA,GOT1L1,0.901,PPI,,
ASPA,IL4I1,0.9,PPI,,
FABP5,PPARA,0.708,PPI,,
ANPEP,GGT7,0.949,PPI,,
ANPEP,GGT5,0.946,PPI,,
ANPEP,DPP4,0.931,PPI,,
ANPEP,GCLC,0.93,PPI,,
ANPEP,FUT4,0.874,PPI,,
ANPEP,GOT1,0.829,PPI,,
ANPEP,GOT1L1,0.828,PPI,,
PPARA,RXRA,0.999,PPI,,
PPARA,TRIB3,0.929,PPI,,
PPARA,NCOA2,0.909,PPI,,
PPARA,GPR55,0.746,PPI,,
PPARA,TRPV1,0.718,PPI,,
PPARA,AKT1,0.7,PPI,,
COL22A1,COL12A1,0.876,PPI,,
COL21A1,COL22A1,0.849,PPI,,
FUT4,PROM1,0.712,PPI,,
CD33,TREM2,0.954,PPI,,
CD33,ANPEP,0.953,PPI,,
CD33,KIT,0.898,PPI,,
CD33,FUT4,0.88,PPI,,
CD33,CD8A,0.72,PPI,,
CD33,CD2AP,0.712,PPI,,
CEACAM8,FUT4,0.777,PPI,,
CEACAM8,CD33,0.712,PPI,,
IL9R,IL2RG,0.954,PPI,,
IL9R,JAK1,0.943,PPI,,
IL9R,JAK3,0.754,PPI,,
PTGES,PTGS2,0.982,PPI,,
PTGES,PTGS1,0.973,PPI,,
PTGES,PTGDS,0.961,PPI,,
PTGES,PTGER3,0.749,PPI,,
PTGES,PTGFR,0.713,PPI,,
PTGIS,PTGS2,0.988,PPI,,
PTGIS,PTGS1,0.973,PPI,,
PTGIS,PTGES,0.971,PPI,,
PTGIS,PTGDS,0.956,PPI,,
PTGIS,SQLE,0.729,PPI,,
PTGIS,FAXDC2,0.702,PPI,,
GPR83,IRS1,0.9,PPI,,
RAB32,PRKACB,0.768,PPI,,
RAB38,RAB32,0.781,PPI,,
RAB38,MYO7A,0.702,PPI,,
SF3B1,PUF60,0.962,PPI,,
SF3B1,PPP6R3,0.889,PPI,,
SF3B1,TCERG1L,0.858,PPI,,
SF3B1,UBL5,0.821,PPI,,
SF3B1,MYO1C,0.819,PPI,,
SF3B1,LARP7,0.765,PPI,,
SF3B1,SRSF11,0.724,PPI,,
TXNL4A,SF3B1,0.992,PPI,,
TXNL4A,SMU1,0.98,PPI,,
TXNL4A,UBL5,0.972,PPI,,
TXNL4A,CDC40,0.825,PPI,,
TXNL4A,SRRT,0.812,PPI,,
TXNL4A,PLRG1,0.801,PPI,,
RBM25,SRSF11,0.967,PPI,,
RBM25,SF3B1,0.927,PPI,,
RBM25,SRRT,0.897,PPI,,
RBM25,SMU1,0.884,PPI,,
RBM25,RBM7,0.859,PPI,,
RBM25,CDC40,0.824,PPI,,
SNRPB2,PLRG1,0.998,PPI,,
SNRPB2,SF3B1,0.998,PPI,,
SNRPB2,CDC40,0.997,PPI,,
SNRPB2,TXNL4A,0.989,PPI,,
SNRPB2,SMU1,0.981,PPI,,
SNRPB2,PUF60,0.87,PPI,,
SNRPB2,UBL5,0.816,PPI,,
SNRPB2,WDR70,0.804,PPI,,
SNRPB2,LARP7,0.721,PPI,,
SNRPB2,RBM25,0.702,PPI,,
CDC40,SRSF11,0.856,PPI,,
CDC40,SRRT,0.816,PPI,,
HNRNPM,RBMX,0.979,PPI,,
HNRNPM,SRRT,0.855,PPI,,
HNRNPM,SF3B1,0.77,PPI,,
SNRPA,SF3B1,0.995,PPI,,
SNRPA,TXNL4A,0.957,PPI,,
SNRPA,RBM25,0.953,PPI,,
SNRPA,SNRPB2,0.939,PPI,,
SNRPA,PLRG1,0.896,PPI,,
SNRPA,RBM3,0.848,PPI,,
SNRPA,CDC40,0.843,PPI,,
SNRPA,TXNL4B,0.721,PPI,,
SNRPA,HNRNPM,0.707,PPI,,
KCNJ15,KCNJ16,0.925,PPI,,
HCN4,SCN2A,0.924,PPI,,
HCN4,SCN1B,0.83,PPI,,
HCN4,CACNB2,0.802,PPI,,
HCN4,KCND3,0.716,PPI,,
BMP4,BMPR1B,0.999,PPI,,
BMP4,BMPR2,0.999,PPI,,
BMP4,BMPR1A,0.999,PPI,,
BMP4,MSX1,0.91,PPI,,
BMP4,ACVRL1,0.908,PPI,,
BMP4,TGFBR1,0.791,PPI,,
BMP4,AMHR2,0.775,PPI,,
ACVR1C,SMAD3,0.963,PPI,,
ACVR1C,TGFBR1,0.955,PPI,,
ACVR1C,BMP4,0.73,PPI,,
RHOBTB3,RAB9A,0.84,PPI,,
CHM,RAB27A,0.935,PPI,,
CHM,RAB5C,0.861,PPI,,
CHM,RAB32,0.77,PPI,,
CHM,RAB9A,0.706,PPI,,
CHML,RAB27A,0.921,PPI,,
CHML,RAB32,0.859,PPI,,
CHML,RAB5C,0.83,PPI,,
CHML,RAB4A,0.822,PPI,,
CHML,RAB9A,0.702,PPI,,
RAB9B,RAB9A,0.905,PPI,,
RAB9B,RHOBTB3,0.817,PPI,,
RAB9B,CHM,0.769,PPI,,
RAB9B,CHML,0.75,PPI,,
HOXA9,PBX1,0.998,PPI,,
HOXA9,PBX3,0.954,PPI,,
HOXA9,FCRLA,0.718,PPI,,
MEIS1,PBX1,0.999,PPI,,
MEIS1,HOXA9,0.998,PPI,,
MEIS1,FCRLA,0.766,PPI,,
MEIS1,HOXB2,0.765,PPI,,
MEIS1,HOXB1,0.73,PPI,,
MEIS1,PBX3,0.703,PPI,,
AHR,CYP1A1,0.973,PPI,,
AHR,CYP1A2,0.866,PPI,,
AHR,NCOA2,0.705,PPI,,
GGT7,GGT5,0.94,PPI,,
GGT7,GCLC,0.925,PPI,,
GGT7,GPX4,0.918,PPI,,
GGT7,TXNDC12,0.911,PPI,,
GGT7,LHFPL5,0.789,PPI,,
GGT7,GPX7,0.746,PPI,,
GGT7,GSTO2,0.746,PPI,,
GGT7,GPX3,0.737,PPI,,
GGT7,GPX8,0.737,PPI,,
GGT7,GSTO1,0.733,PPI,,
GGT7,GSTM4,0.709,PPI,,
GGT7,GSTM3,0.708,PPI,,
KALRN,PAM,0.973,PPI,,
PDZD11,SLC5A6,0.969,PPI,,
HDHD3,NT5E,0.742,PPI,,
SLC8A2,PRKACB,0.916,PPI,,
SLC8A2,PRKG1,0.914,PPI,,
IARS2,PARS2,0.99,PPI,,
IARS2,LRRC47,0.744,PPI,,
CARS2,IARS2,0.944,PPI,,
CARS2,PARS2,0.909,PPI,,
CARS2,FARS2,0.738,PPI,,
FARS2,FARSA,0.958,PPI,,
FARS2,PARS2,0.84,PPI,,
FARS2,IARS2,0.836,PPI,,
RIOK1,RPS5,0.931,PPI,,
RIOK1,NOP14,0.912,PPI,,
RIOK1,RPS19,0.836,PPI,,
RBBP6,WDR33,0.991,PPI,,
RBBP6,CLK2,0.788,PPI,,
RBBP5,TAF6,0.92,PPI,,
RBBP5,TAF9,0.918,PPI,,
RBBP5,SETD7,0.796,PPI,,
RBBP5,HNMT,0.742,PPI,,
WDR5,RYBP,0.961,PPI,,
WDR5,TAF9,0.937,PPI,,
WDR5,TAF6,0.925,PPI,,
WDR5,POLE3,0.865,PPI,,
WDR5,POLE4,0.846,PPI,,
WDR5,MAP3K7,0.767,PPI,,
WDR77,RIOK1,0.99,PPI,,
WDR77,CDK4,0.886,PPI,,
WDR77,RBBP6,0.859,PPI,,
WDR77,CDK8,0.706,PPI,,
RCAN1,PPP3CB,0.919,PPI,,
RCAN2,PPP3CB,0.936,PPI,,
PPP3R1,CALML3,0.952,PPI,,
PPP3R1,RCAN1,0.862,PPI,,
PPP3R1,RCAN2,0.835,PPI,,
IGFBP3,IGF1R,0.96,PPI,,
IGFBP3,RXRA,0.931,PPI,,
IGFBP2,CYFIP1,0.841,PPI,,
IGFBP2,IGFBP3,0.836,PPI,,
IGFBP2,IGF1R,0.81,PPI,,
IGFBP2,EGFR,0.746,PPI,,
PRKRA,POP5,0.725,PPI,,
CDK6,CDKN2B,0.999,PPI,,
CDK6,CCND3,0.999,PPI,,
CDK6,CDK2,0.998,PPI,,
CDK6,E2F1,0.931,PPI,,
CDK6,E2F5,0.807,PPI,,
CDK6,E2F4,0.747,PPI,,
CDK6,TCHP,0.734,PPI,,
CDK6,FZR1,0.705,PPI,,
SLC2A4,SLC2A1,0.909,PPI,,
SLC2A4,RAB11B,0.901,PPI,,
SLC2A4,AKT1,0.89,PPI,,
SLC2A4,AKT2,0.805,PPI,,
SLC2A4,PPARA,0.745,PPI,,
SLC2A4,MYO1C,0.724,PPI,,
LNPEP,SLC2A4,0.897,PPI,,
RPE65,MERTK,0.896,PPI,,
RPE65,PDE6B,0.846,PPI,,
PRPH2,PDE6B,0.969,PPI,,
PRPH2,ELOVL4,0.838,PPI,,
PRPH2,NPY2R,0.827,PPI,,
PRPH2,NR2E3,0.815,PPI,,
PRPH2,RPE65,0.796,PPI,,
PRPH2,PDE6A,0.785,PPI,,
PRPH2,CNGA1,0.779,PPI,,
PRPH2,RDH12,0.767,PPI,,
PRPH2,RLBP1,0.754,PPI,,
PRPH2,TIMP3,0.729,PPI,,
MKNK2,DCX,0.71,PPI,,
PKN1,PDPK1,0.945,PPI,,
PKN1,PKN2,0.923,PPI,,
PKN1,NCOA2,0.887,PPI,,
PKN1,AR,0.873,PPI,,
PKN1,PPP1R12A,0.708,PPI,,
COX8A,MARK2,0.767,PPI,,
COX7A2,NDUFA11,0.718,PPI,,
COX7A1,NDUFA11,0.899,PPI,,
COX6A2,NDUFA11,0.913,PPI,,
NDUFA11,COX7B,0.956,PPI,,
NDUFA11,COX6C,0.785,PPI,,
COX6A1,NDUFA11,0.737,PPI,,
GNG7,KCNJ6,0.701,PPI,,
APLNR,JAK1,0.916,PPI,,
PDE1C,PDE1A,0.96,PPI,,
GNG8,KCNJ9,0.76,PPI,,
GNG8,KCNJ6,0.72,PPI,,
PTGER3,PTGS2,0.802,PPI,,
PTGER3,PTGS1,0.7,PPI,,
PDE6A,PDE6B,0.982,PPI,,
PDE6A,GNB1,0.945,PPI,,
PDE6A,CNGA1,0.929,PPI,,
PDE6A,GUK1,0.915,PPI,,
PDE6A,RPE65,0.813,PPI,,
PDE6A,RDH12,0.788,PPI,,
PDE6A,GUCY2C,0.782,PPI,,
PDE6A,NR2E3,0.769,PPI,,
PDE6A,NPR2,0.746,PPI,,
PDE6A,NPR1,0.743,PPI,,
PDE6A,NT5E,0.741,PPI,,
PDE6A,CNGA3,0.7,PPI,,
ADRB1,NPPA,0.947,PPI,,
ADRB1,POMC,0.932,PPI,,
KCNJ3,KCNJ6,0.998,PPI,,
KCNJ3,KCNJ5,0.997,PPI,,
KCNJ3,KCNJ9,0.99,PPI,,
KCNJ3,PRKACB,0.924,PPI,,
KCNJ3,PRKACA,0.924,PPI,,
KCNJ3,GNB1,0.916,PPI,,
KCNJ3,GNB2,0.849,PPI,,
KCNJ3,KCND3,0.766,PPI,,
KCNJ3,GNG8,0.705,PPI,,
KCNJ9,KCNJ6,0.994,PPI,,
KCNJ9,KCNJ5,0.917,PPI,,
KCNJ9,PRKACB,0.913,PPI,,
KCNJ9,GNB1,0.779,PPI,,
KCNJ9,GNG7,0.739,PPI,,
KCNJ9,GNG10,0.71,PPI,,
PRKCE,TRPV1,0.95,PPI,,
PRKCE,MAPK8,0.917,PPI,,
PRKCE,BRAF,0.91,PPI,,
PRKCE,MAPK9,0.91,PPI,,
PRKCE,PRKCD,0.91,PPI,,
PRKCE,MYLK,0.905,PPI,,
PRKCE,PLA2G6,0.902,PPI,,
PRKCE,KCNJ8,0.901,PPI,,
PRKCE,GNB1,0.714,PPI,,
ADRB2,ADRB1,0.956,PPI,,
ADRB2,AGTR1,0.873,PPI,,
ADRB2,CXCR4,0.826,PPI,,
ADRB2,PRKACA,0.82,PPI,,
ADRB2,PRKACB,0.819,PPI,,
ADRB2,PDE4A,0.783,PPI,,
ADRB2,AVPR2,0.755,PPI,,
ADRB2,PDE4D,0.745,PPI,,
ADRB2,OPRM1,0.743,PPI,,
CACNA1S,PRKACB,0.917,PPI,,
CACNA1S,PRKG1,0.913,PPI,,
CACNA1S,CACNA2D2,0.861,PPI,,
CACNA1S,KCNU1,0.726,PPI,,
NUP43,NDC1,0.981,PPI,,
SEC13,SAR1B,0.997,PPI,,
NDC1,SEH1L,0.988,PPI,,
NDC1,NUP37,0.964,PPI,,
NDC1,SEC13,0.936,PPI,,
NDC1,RAE1,0.833,PPI,,
RAE1,POLDIP3,0.768,PPI,,
GOT2,GOT1,0.982,PPI,,
GOT2,ASNS,0.973,PPI,,
GOT2,GOT1L1,0.964,PPI,,
GOT2,FABP1,0.96,PPI,,
GOT2,IDH2,0.96,PPI,,
GOT2,FABP2,0.957,PPI,,
GOT2,IDH1,0.952,PPI,,
GOT2,FABP3,0.949,PPI,,
GOT2,PAH,0.943,PPI,,
GOT2,TH,0.942,PPI,,
GOT2,IL4I1,0.934,PPI,,
GOT2,CDO1,0.933,PPI,,
GOT2,ASRGL1,0.924,PPI,,
GOT2,HOGA1,0.919,PPI,,
GOT2,TPO,0.909,PPI,,
GOT2,FABP4,0.904,PPI,,
GOT2,ASPA,0.902,PPI,,
GOT2,FABP5,0.896,PPI,,
GOT2,ANPEP,0.844,PPI,,
GOT2,GCLC,0.838,PPI,,
GOT2,FABP6,0.821,PPI,,
GOT2,PPARG,0.793,PPI,,
GOT2,ALB,0.786,PPI,,
GOT2,PPARA,0.778,PPI,,
BUB3,CDK1,0.924,PPI,,
BUB3,TTK,0.913,PPI,,
BUB3,GPHN,0.721,PPI,,
NUP107,NDC1,0.974,PPI,,
NUP107,GOT2,0.761,PPI,,
ROR2,FZD4,0.819,PPI,,
FZD10,RYK,0.945,PPI,,
FZD10,HILPDA,0.779,PPI,,
FZD10,ROR2,0.757,PPI,,
TNNC2,MYH2,0.88,PPI,,
TNNC2,MYH3,0.861,PPI,,
TNNC2,MYL3,0.776,PPI,,
NPPA,FSHR,0.91,PPI,,
NPPA,AVP,0.787,PPI,,
NPPA,AGTR1,0.711,PPI,,
RXRA,NR4A1,0.99,PPI,,
RXRA,CRABP2,0.821,PPI,,
NCOA2,RXRA,0.999,PPI,,
RXRG,NCOA2,0.986,PPI,,
RXRG,RARG,0.959,PPI,,
RXRG,RXRA,0.943,PPI,,
RXRG,RXRB,0.938,PPI,,
RXRG,PPARA,0.889,PPI,,
GJA1,CDK1,0.922,PPI,,
GJA1,CALML3,0.862,PPI,,
GJA1,GJC2,0.788,PPI,,
GJA1,OCLN,0.783,PPI,,
GJA1,TNNI3,0.773,PPI,,
GJA1,JUP,0.761,PPI,,
GJA1,OXTR,0.704,PPI,,
PANX1,GJA1,0.822,PPI,,
PANX1,P2RY2,0.724,PPI,,
CTSC,BCL2L1,0.91,PPI,,
LHCGR,NPPA,0.909,PPI,,
LHCGR,CYP19A1,0.81,PPI,,
LHCGR,INSL3,0.767,PPI,,
GNRHR,PROK2,0.789,PPI,,
GNRHR,FGFR1,0.758,PPI,,
CXCR2,CXCL2,0.999,PPI,,
CXCR2,CXCL1,0.999,PPI,,
CXCR2,JAK2,0.791,PPI,,
CXCR2,JAK3,0.724,PPI,,
CXCR1,CXCL5,0.999,PPI,,
CXCR1,CXCL1,0.999,PPI,,
CXCR1,CXCL2,0.998,PPI,,
CXCR1,PF4,0.876,PPI,,
CXCR1,JAK2,0.764,PPI,,
CXCR1,JAK3,0.723,PPI,,
CXCL1,CXCR4,0.998,PPI,,
CXCL1,CXCL2,0.996,PPI,,
CXCL1,CXCR6,0.871,PPI,,
CXCL3,CXCL5,0.999,PPI,,
CXCL3,CXCL1,0.996,PPI,,
CXCL3,CXCL2,0.995,PPI,,
PPBP,PF4,0.936,PPI,,
PPBP,CXCL1,0.878,PPI,,
PPBP,CXCL2,0.775,PPI,,
PF4,CXCR3,0.999,PPI,,
PF4,CXCL8,0.999,PPI,,
PF4,CXCL2,0.996,PPI,,
PF4,CXCR2,0.939,PPI,,
PF4,CCR1,0.895,PPI,,
PF4,CXCR4,0.895,PPI,,
PF4,CCR9,0.832,PPI,,
PF4,CX3CR1,0.797,PPI,,
PF4,CXCR6,0.755,PPI,,
PF4,CCR6,0.725,PPI,,
PF4,CCR10,0.723,PPI,,
CXCL5,CXCL1,0.999,PPI,,
CXCL5,CXCR2,0.999,PPI,,
CXCL5,CXCL2,0.998,PPI,,
CXCL5,CXCR4,0.985,PPI,,
CXCL5,CXCL8,0.951,PPI,,
CXCL5,CXCR3,0.923,PPI,,
CXCL5,ACKR1,0.897,PPI,,
CXCL5,CCR1,0.853,PPI,,
CXCL5,PPBP,0.833,PPI,,
CXCL5,CCR6,0.808,PPI,,
CXCL5,CCR9,0.808,PPI,,
CXCL5,CXCR6,0.793,PPI,,
CXCL5,CX3CR1,0.781,PPI,,
CXCL5,CCR10,0.758,PPI,,
CCR1,CXCL1,0.98,PPI,,
CCR1,CXCL2,0.936,PPI,,
CCR1,JAK2,0.749,PPI,,
CCR1,JAK3,0.736,PPI,,
CXCR4,CXCL2,0.993,PPI,,
CXCR4,JAK3,0.914,PPI,,
CXCR4,AKT1,0.75,PPI,,
CX3CR1,CXCL1,0.981,PPI,,
CX3CR1,CD47,0.917,PPI,,
CX3CR1,JAK2,0.824,PPI,,
CX3CR1,CXCL2,0.819,PPI,,
CX3CR1,TREM2,0.767,PPI,,
CX3CR1,JAK3,0.704,PPI,,
CX3CR1,CD8A,0.703,PPI,,
CCR6,CXCL1,0.822,PPI,,
CCR6,CXCL2,0.795,PPI,,
CCR6,CD8A,0.77,PPI,,
CCR6,JAK2,0.764,PPI,,
CCR6,IL18R1,0.741,PPI,,
CCR6,JAK3,0.727,PPI,,
CXCL6,CXCR2,0.999,PPI,,
CXCL6,CXCR1,0.999,PPI,,
CXCL6,CXCL1,0.999,PPI,,
CXCL6,CXCL3,0.998,PPI,,
CXCL6,CXCL2,0.998,PPI,,
CXCL6,PPBP,0.997,PPI,,
CXCL6,PF4,0.996,PPI,,
CXCL6,CXCL5,0.942,PPI,,
CXCL6,CXCL8,0.868,PPI,,
CXCL6,CCR1,0.865,PPI,,
CXCL6,CXCR3,0.847,PPI,,
CXCL6,CCR5,0.827,PPI,,
CXCL6,CXCR4,0.798,PPI,,
CXCL6,CXCR6,0.758,PPI,,
CXCL6,CCR7,0.736,PPI,,
CXCL6,CX3CR1,0.73,PPI,,
CXCL6,CCR6,0.723,PPI,,
CXCL6,CCR10,0.703,PPI,,
KCNC1,DPP6,0.896,PPI,,
KCNC1,HPCA,0.815,PPI,,
KCNC1,KCNC2,0.763,PPI,,
PDE6B,RDH12,0.739,PPI,,
PDE6B,NR2E3,0.713,PPI,,
RCVRN,KCNC1,0.791,PPI,,
RCVRN,KCND3,0.72,PPI,,
RCVRN,PDE6B,0.719,PPI,,
RASD1,CALML3,0.823,PPI,,
RASD1,GNB1,0.776,PPI,,
RASD1,GNB2,0.704,PPI,,
RPTOR,RRAGD,0.999,PPI,,
RPTOR,RRAGC,0.999,PPI,,
RPTOR,ULK1,0.996,PPI,,
RPTOR,AKT1,0.996,PPI,,
RPTOR,RPS6KB2,0.993,PPI,,
RPTOR,AKT2,0.976,PPI,,
RPTOR,PRKAA2,0.973,PPI,,
RPTOR,ULK2,0.966,PPI,,
RPTOR,PRKAA1,0.965,PPI,,
RPTOR,AKT3,0.959,PPI,,
RPTOR,RPS6KA1,0.859,PPI,,
RPTOR,SGK1,0.835,PPI,,
RPTOR,STK11,0.787,PPI,,
RPTOR,KSR1,0.722,PPI,,
RPTOR,PIK3R4,0.71,PPI,,
RHEB,TSC1,0.999,PPI,,
RHEB,RPTOR,0.999,PPI,,
RHEB,RRAGC,0.971,PPI,,
RHEB,RRAGB,0.969,PPI,,
RHEB,RRAGD,0.963,PPI,,
RHEB,AKT1,0.947,PPI,,
RHEB,RPS6KB2,0.904,PPI,,
RHEB,ULK1,0.83,PPI,,
RHEB,WDR24,0.722,PPI,,
RHEB,PRKAA2,0.714,PPI,,
RHEB,MIOS,0.704,PPI,,
RRAGB,RRAGD,0.999,PPI,,
RRAGB,WDR24,0.999,PPI,,
RRAGB,RRAGC,0.999,PPI,,
RRAGB,RPTOR,0.999,PPI,,
RRAGB,RNF152,0.925,PPI,,
RRAGB,SH3BP4,0.871,PPI,,
RRAGB,MIOS,0.856,PPI,,
RRAGB,TSC1,0.852,PPI,,
RRAGB,SEH1L,0.842,PPI,,
RRAGB,SEC13,0.823,PPI,,
RRAGB,VPS39,0.732,PPI,,
RRAGB,PRKAA2,0.711,PPI,,
RPS6KB2,PDPK1,0.959,PPI,,
RPS6KB2,AKT1,0.949,PPI,,
RPS6KB2,AKT3,0.939,PPI,,
RPS6KB2,PRKACB,0.931,PPI,,
RPS6KB2,PRKACA,0.93,PPI,,
RPS6KB2,BRAF,0.927,PPI,,
RPS6KB2,AKT2,0.923,PPI,,
RPS6KB2,PPP2R1A,0.922,PPI,,
RPS6KB2,PPP2R1B,0.91,PPI,,
RPS6KB2,ESR2,0.91,PPI,,
RPS6KB2,POLDIP3,0.814,PPI,,
TSC1,AKT1,0.985,PPI,,
TSC1,RPS6KA1,0.969,PPI,,
TSC1,AKT3,0.952,PPI,,
TSC1,AKT2,0.95,PPI,,
TSC1,RPS6KA2,0.944,PPI,,
TSC1,PRKAA2,0.942,PPI,,
TSC1,PRKAA1,0.921,PPI,,
TSC1,RRAGC,0.881,PPI,,
TSC1,RPS6KB2,0.874,PPI,,
TSC1,RRAGD,0.815,PPI,,
TSC1,CDK1,0.71,PPI,,
RRAGD,RRAGC,0.999,PPI,,
RRAGD,SEH1L,0.816,PPI,,
RRAGD,AKT1,0.752,PPI,,
RRAGD,SEC13,0.743,PPI,,
RRAGD,PRKAA2,0.714,PPI,,
RRAGC,SEH1L,0.843,PPI,,
RRAGC,SEC13,0.766,PPI,,
STK11,STRADA,0.999,PPI,,
STK11,PRKAA1,0.986,PPI,,
STK11,PRKAA2,0.978,PPI,,
STK11,PRKCZ,0.948,PPI,,
STK11,FYN,0.778,PPI,,
STK11,AKT1,0.748,PPI,,
STK11,ALK,0.718,PPI,,
STK11,MARK2,0.707,PPI,,
RPS6KB1,RPTOR,0.999,PPI,,
RPS6KB1,IRS1,0.994,PPI,,
RPS6KB1,PDPK1,0.986,PPI,,
RPS6KB1,AKT1,0.982,PPI,,
